model,term,estimate,std_error,n,polls,groups,singular,convergence_message
main,(Intercept),0.038706161085860016,0.04932586203282809,5830,22,412,FALSE,
main,k1,0.4727697514724387,0.024803960622887297,5830,22,412,FALSE,
main,educationHigh school,0.12039357281552025,0.01577785897324604,5830,22,412,FALSE,
main,educationBA or more,0.19345073279780123,0.01806016585052,5830,22,412,FALSE,
main,age_decades,-0.003357771150972805,0.001774472470948663,5830,22,412,FALSE,
main,extremity,-0.009615488050249602,0.017715309093637895,5830,22,412,FALSE,
main,group_size,2.05978420281615e-4,0.0011971777471579553,5830,22,412,FALSE,
main,group_k1,0.08341660353155891,0.05115596903945707,5830,22,412,FALSE,
main,heterogeneity,0.020889282387653533,0.0823669313516871,5830,22,412,FALSE,
main,female,-0.02512079998148377,0.022810719137229086,5830,22,412,FALSE,
main,p_female,-0.011475246654259303,0.034575463741976224,5830,22,412,FALSE,
main,online,-0.10030988569968495,0.03403394873917159,5830,22,412,FALSE,
main,poll_k1,0.526110040787559,0.10591816739521343,5830,22,412,FALSE,
main,k1:educationHigh school,-0.04477352582648889,0.029340054390050083,5830,22,412,FALSE,
main,k1:educationBA or more,-0.09493499329502311,0.03163575769560859,5830,22,412,FALSE,
main,female:p_female,0.031478365475608526,0.04397628680415204,5830,22,412,FALSE,
minority,(Intercept),0.06765522440593688,0.05630624851850842,5182,19,363,FALSE,
minority,k1,0.5104919567810523,0.02783543638254548,5182,19,363,FALSE,
minority,educationHigh school,0.13208072690485387,0.017313061995462665,5182,19,363,FALSE,
minority,educationBA or more,0.21296060710949952,0.01968849713777621,5182,19,363,FALSE,
minority,age_decades,-0.0037461263236861922,0.0018262574523104352,5182,19,363,FALSE,
minority,extremity,-0.019736364327073232,0.01786949321278511,5182,19,363,FALSE,
minority,group_size,2.5978639313885136e-4,0.001203515967428714,5182,19,363,FALSE,
minority,group_k1,0.04173730840234495,0.05222051814400564,5182,19,363,FALSE,
minority,heterogeneity,0.009007284468853788,0.084369083287741,5182,19,363,FALSE,
minority,female,-0.044323053509670564,0.024225282525724392,5182,19,363,FALSE,
minority,p_female,-0.015407093541913648,0.03527639244923417,5182,19,363,FALSE,
minority,online,-0.09717517826830399,0.035961430065420505,5182,19,363,FALSE,
minority,poll_k1,0.5241925684221674,0.11217777274880372,5182,19,363,FALSE,
minority,minority,-0.030543767565507716,0.014808402692130511,5182,19,363,FALSE,
minority,p_minority,-0.03241103517539638,0.03417519048522543,5182,19,363,FALSE,
minority,k1:educationHigh school,-0.08501555143521779,0.03186545135755373,5182,19,363,FALSE,
minority,k1:educationBA or more,-0.14452215156540166,0.03413957808147106,5182,19,363,FALSE,
minority,female:p_female,0.0714932938294971,0.04596675811176348,5182,19,363,FALSE,
minority,minority:p_minority,-0.047271721934875915,0.05000309178707977,5182,19,363,FALSE,
briefing,(Intercept),0.5108459644264103,0.09478498736616768,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,k1,0.47707617153133197,0.12257478243277614,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,educationHigh school,0.06007165012936268,0.04714089792099196,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,educationBA or more,0.1383073157199353,0.04779100225754459,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,age_decades,-0.0051047371198817935,0.003728787698896007,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,extremity,-0.1382284991272682,0.05743754155743975,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,group_size,-0.005284458104408778,0.00339544131970054,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,group_k1,-0.23982985309504254,0.11388865370878594,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,heterogeneity,0.10501473987669546,0.1653335980215217,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,female,-0.0415840072646118,0.04710337441990576,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,p_female,-0.04302797894329552,0.06807610837182677,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,factor(pollid)92,-0.09887341271600367,0.023448578998614498,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,factor(pollid)96,-0.21959556587295462,0.04473065782804365,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,factor(pollid)1001,-0.08885513436186145,0.024389414769005944,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,read_briefing,0.067357324402731,0.015950587846849336,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,k1:educationHigh school,-0.05265603299596607,0.12929826745517947,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,k1:educationBA or more,-0.08303487160834762,0.12763492965864875,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
briefing,female:p_female,0.06019775911484992,0.08816913386676,1291,4,98,TRUE,boundary (singular) fit: see help('isSingular')
