source_row,caseid,historical_sample,birth_year,birth_date,date_year,year_matches_date,birthday_before_nov_1977,historical_age,candidate_age,implausible_under_16
198,10003620,TRUE,43,51743,43,TRUE,1.0000000000100087,1953,53,FALSE
199,10003660,TRUE,47,81747,47,TRUE,1.0000000000100087,1949,49,FALSE
200,10003690,TRUE,42,81942,42,TRUE,1.0000000000100087,1954,54,FALSE
201,10003710,TRUE,59,110659,59,TRUE,1.0000000000100087,1937,37,FALSE
202,10003750,FALSE,49,120749,49,TRUE,1.0000000000100087,1947,47,FALSE
203,10003780,FALSE,43,112943,43,TRUE,1.0000000000100087,1953,53,FALSE
204,10003870,TRUE,70,71770,70,TRUE,1.0000000000100087,1926,26,FALSE
205,10003880,TRUE,43,113043,43,TRUE,1.0000000000100087,1953,53,FALSE
206,10003890,FALSE,27,101127,27,TRUE,0,1969,69,FALSE
207,10003900,TRUE,44,100444,44,TRUE,1.0000000000100087,1952,52,FALSE
208,10003930,TRUE,35,51735,35,TRUE,1.0000000000100087,1961,61,FALSE
209,10004020,FALSE,55,90455,55,TRUE,1.0000000000100087,1941,41,FALSE
210,10004030,FALSE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
211,10004040,TRUE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
212,10004080,TRUE,54,100154,54,TRUE,1.0000000000100087,1942,42,FALSE
213,10004100,FALSE,36,31736,36,TRUE,1.0000000000100087,1960,60,FALSE
214,10004110,TRUE,35,121435,35,TRUE,NA,1961,61,FALSE
215,10004150,TRUE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
216,10004160,TRUE,47,101047,47,TRUE,1.0000000000100087,1949,49,FALSE
217,10004210,FALSE,25,92325,25,TRUE,1.0000000000100087,1971,71,FALSE
218,10004220,FALSE,25,13025,25,TRUE,1.0000000000100087,1971,71,FALSE
219,10004230,TRUE,47,72547,47,TRUE,1.0000000000100087,1949,49,FALSE
220,10004250,TRUE,68,72868,68,TRUE,NA,1928,28,FALSE
221,10004270,TRUE,65,52365,65,TRUE,1.0000000000100087,1931,31,FALSE
222,10004280,TRUE,31,41431,31,TRUE,1.0000000000100087,1965,65,FALSE
223,10004320,FALSE,46,91146,46,TRUE,1.0000000000100087,1950,50,FALSE
224,10004330,TRUE,50,70350,50,TRUE,NA,1946,46,FALSE
225,10004340,TRUE,55,30555,55,TRUE,1.0000000000100087,1941,41,FALSE
226,10004350,FALSE,56,92256,56,TRUE,1.0000000000100087,1940,40,FALSE
227,10004370,FALSE,63,62563,63,TRUE,1.0000000000100087,1933,33,FALSE
228,10004380,TRUE,45,50645,45,TRUE,1.0000000000100087,1951,51,FALSE
229,10004400,FALSE,59,91259,59,TRUE,1.0000000000100087,1937,37,FALSE
230,10004410,FALSE,59,12159,59,TRUE,1.0000000000100087,1937,37,FALSE
231,10004420,TRUE,52,110852,52,TRUE,1.0000000000100087,1944,44,FALSE
232,10004430,FALSE,69,60769,69,TRUE,1.0000000000100087,1927,27,FALSE
233,10004460,TRUE,77,21277,77,TRUE,1.0000000000100087,1919,19,FALSE
234,10004540,TRUE,61,12761,61,TRUE,1.0000000000100087,1935,35,FALSE
235,10004580,FALSE,64,90964,64,TRUE,1.0000000000100087,1932,32,FALSE
236,10004600,FALSE,47,111847,47,TRUE,1.0000000000100087,1949,49,FALSE
237,10004620,FALSE,52,60452,52,TRUE,1.0000000000100087,1944,44,FALSE
238,10004630,TRUE,38,80838,38,TRUE,NA,1958,58,FALSE
239,10004660,TRUE,51,41251,51,TRUE,1.0000000000100087,1945,45,FALSE
240,10004670,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
241,10004680,FALSE,58,31058,58,TRUE,1.0000000000100087,1938,38,FALSE
242,10004690,TRUE,71,91571,71,TRUE,1.0000000000100087,1925,25,FALSE
243,10004700,TRUE,51,121351,51,TRUE,1.0000000000100087,1945,45,FALSE
244,10004710,TRUE,41,82641,41,TRUE,1.0000000000100087,1955,55,FALSE
245,10004720,TRUE,64,13164,64,TRUE,1.0000000000100087,1932,32,FALSE
246,10004740,FALSE,63,70963,63,TRUE,1.0000000000100087,1933,33,FALSE
247,10004760,TRUE,45,122845,45,TRUE,1.0000000000100087,1951,51,FALSE
248,10004840,FALSE,65,42265,65,TRUE,1.0000000000100087,1931,31,FALSE
249,10004850,TRUE,71,11571,71,TRUE,NA,1925,25,FALSE
250,10004860,TRUE,71,100871,71,TRUE,1.0000000000100087,1925,25,FALSE
251,10004870,FALSE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
252,10004890,FALSE,56,56,56,TRUE,1.0000000000100087,1940,40,FALSE
253,10004900,FALSE,66,90166,66,TRUE,1.0000000000100087,1930,30,FALSE
254,10004910,FALSE,38,10538,38,TRUE,NA,1958,58,FALSE
255,10004920,FALSE,37,101237,37,TRUE,1.0000000000100087,1959,59,FALSE
256,10004930,TRUE,73,80273,73,TRUE,1.0000000000100087,1923,23,FALSE
257,10004970,TRUE,64,82064,64,TRUE,1.0000000000100087,1932,32,FALSE
258,10004980,TRUE,35,62235,35,TRUE,1.0000000000100087,1961,61,FALSE
259,10005000,TRUE,55,120355,55,TRUE,1.0000000000100087,1941,41,FALSE
260,10005010,TRUE,60,53160,60,TRUE,1.0000000000100087,1936,36,FALSE
261,10005030,TRUE,42,101542,42,TRUE,1.0000000000100087,1954,54,FALSE
262,10005040,TRUE,63,70763,63,TRUE,1.0000000000100087,1933,33,FALSE
263,10005050,TRUE,50,10350,50,TRUE,1.0000000000100087,1946,46,FALSE
264,10005070,FALSE,42,20142,42,TRUE,1.0000000000100087,1954,54,FALSE
265,10005100,FALSE,59,111059,59,TRUE,1.0000000000100087,1937,37,FALSE
266,10005130,FALSE,72,22072,72,TRUE,1.0000000000100087,1924,24,FALSE
267,10005140,FALSE,77,82177,77,TRUE,1.0000000000100087,1919,19,FALSE
268,10005150,TRUE,57,110957,57,TRUE,1.0000000000100087,1939,39,FALSE
269,10005160,TRUE,19,61519,19,TRUE,1.0000000000100087,1977,77,FALSE
270,10005180,TRUE,53,120953,53,TRUE,1.0000000000100087,1943,43,FALSE
271,10005200,FALSE,59,110559,59,TRUE,1.0000000000100087,1937,37,FALSE
272,10005210,FALSE,55,91455,55,TRUE,1.0000000000100087,1941,41,FALSE
273,10005230,FALSE,63,110363,63,TRUE,1.0000000000100087,1933,33,FALSE
274,10005240,FALSE,73,22873,73,TRUE,1.0000000000100087,1923,23,FALSE
275,10005250,FALSE,74,11174,74,TRUE,1.0000000000100087,1922,22,FALSE
276,10005260,TRUE,71,62871,71,TRUE,1.0000000000100087,1925,25,FALSE
277,10005270,TRUE,69,121569,69,TRUE,1.0000000000100087,1927,27,FALSE
278,10005300,FALSE,43,21643,43,TRUE,1.0000000000100087,1953,53,FALSE
279,10005310,FALSE,53,111353,53,TRUE,1.0000000000100087,1943,43,FALSE
280,10005340,FALSE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
281,10005360,TRUE,66,81866,66,TRUE,1.0000000000100087,1930,30,FALSE
282,10005400,TRUE,75,81775,75,TRUE,1.0000000000100087,1921,21,FALSE
283,10005410,TRUE,72,32872,72,TRUE,1.0000000000100087,1924,24,FALSE
284,10005420,TRUE,66,41866,66,TRUE,1.0000000000100087,1930,30,FALSE
285,10005430,TRUE,50,82350,50,TRUE,1.0000000000100087,1946,46,FALSE
286,10005440,TRUE,62,72662,62,TRUE,1.0000000000100087,1934,34,FALSE
287,10005450,TRUE,59,101059,59,TRUE,1.0000000000100087,1937,37,FALSE
288,10005460,TRUE,45,10645,45,TRUE,1.0000000000100087,1951,51,FALSE
289,10005490,FALSE,50,80950,50,TRUE,1.0000000000100087,1946,46,FALSE
290,10005510,FALSE,59,121059,59,TRUE,1.0000000000100087,1937,37,FALSE
291,10005550,FALSE,43,12343,43,TRUE,1.0000000000100087,1953,53,FALSE
292,10005570,FALSE,64,121564,64,TRUE,1.0000000000100087,1932,32,FALSE
293,10005580,TRUE,95,120795,95,TRUE,1.0000000000100087,1901,1,TRUE
294,10005590,FALSE,60,11560,60,TRUE,1.0000000000100087,1936,36,FALSE
295,10005600,FALSE,64,12364,64,TRUE,1.0000000000100087,1932,32,FALSE
296,10005610,FALSE,53,110853,53,TRUE,NA,1943,43,FALSE
297,10005620,FALSE,72,22472,72,TRUE,1.0000000000100087,1924,24,FALSE
298,10005640,FALSE,42,71942,42,TRUE,1.0000000000100087,1954,54,FALSE
299,10005650,TRUE,55,82755,55,TRUE,1.0000000000100087,1941,41,FALSE
300,10005660,FALSE,17,53017,17,TRUE,1.0000000000100087,1979,79,FALSE
301,10005670,FALSE,30,31830,30,TRUE,1.0000000000100087,1966,66,FALSE
302,10005690,FALSE,61,82661,61,TRUE,1.0000000000100087,1935,35,FALSE
303,10005691,TRUE,72,22472,72,TRUE,1.0000000000100087,1924,24,FALSE
304,10005692,FALSE,66,12966,66,TRUE,1.0000000000100087,1930,30,FALSE
305,10005700,FALSE,31,61731,31,TRUE,1.0000000000100087,1965,65,FALSE
306,10005710,FALSE,25,52025,25,TRUE,1.0000000000100087,1971,71,FALSE
307,10005720,FALSE,31,80631,31,TRUE,1.0000000000100087,1965,65,FALSE
308,10005730,TRUE,69,92269,69,TRUE,1.0000000000100087,1927,27,FALSE
309,10005740,FALSE,68,42368,68,TRUE,1.0000000000100087,1928,28,FALSE
310,10005750,FALSE,47,21547,47,TRUE,1.0000000000100087,1949,49,FALSE
311,10005760,FALSE,44,82844,44,TRUE,1.0000000000100087,1952,52,FALSE
312,10005770,FALSE,30,82130,30,TRUE,1.0000000000100087,1966,66,FALSE
313,10005780,FALSE,19,102519,19,TRUE,1.0000000000100087,1977,77,FALSE
314,10005790,FALSE,57,71657,57,TRUE,1.0000000000100087,1939,39,FALSE
315,10005800,TRUE,61,40961,61,TRUE,1.0000000000100087,1935,35,FALSE
316,10005810,TRUE,25,22925,25,TRUE,1.0000000000100087,1971,71,FALSE
317,10005820,TRUE,66,10866,66,TRUE,1.0000000000100087,1930,30,FALSE
318,10005830,TRUE,65,92065,65,TRUE,1.0000000000100087,1931,31,FALSE
319,10005840,TRUE,73,121273,73,TRUE,1.0000000000100087,1923,23,FALSE
320,10005850,TRUE,71,21871,71,TRUE,1.0000000000100087,1925,25,FALSE
321,10005860,TRUE,32,61532,32,TRUE,1.0000000000100087,1964,64,FALSE
322,10005880,FALSE,57,71957,57,TRUE,1.0000000000100087,1939,39,FALSE
323,10005890,TRUE,57,72457,57,TRUE,1.0000000000100087,1939,39,FALSE
324,10005910,FALSE,58,40558,58,TRUE,1.0000000000100087,1938,38,FALSE
325,10005920,TRUE,59,91159,59,TRUE,1.0000000000100087,1937,37,FALSE
326,10005930,TRUE,61,71461,61,TRUE,1.0000000000100087,1935,35,FALSE
327,10005940,FALSE,15,30715,15,TRUE,1.0000000000100087,1981,81,FALSE
328,10005960,TRUE,57,50157,57,TRUE,1.0000000000100087,1939,39,FALSE
329,10005970,FALSE,26,72726,26,TRUE,1.0000000000100087,1970,70,FALSE
330,10005980,FALSE,56,123156,56,TRUE,1.0000000000100087,1940,40,FALSE
331,10005990,FALSE,61,111061,61,TRUE,1.0000000000100087,1935,35,FALSE
332,10006010,FALSE,24,42824,24,TRUE,1.0000000000100087,1972,72,FALSE
