source_row,caseid,historical_sample,birth_year,birth_date,date_year,year_matches_date,birthday_before_nov_1977,historical_age,candidate_age,implausible_under_16
1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
2,10000000,FALSE,58,61958,58,TRUE,1.0000000000100087,1938,38,FALSE
3,10000020,FALSE,23,20323,23,TRUE,1.0000000000100087,1973,73,FALSE
4,10000060,FALSE,17,31717,17,TRUE,1.0000000000100087,1979,79,FALSE
5,10000080,TRUE,62,112962,62,TRUE,1.0000000000100087,1934,34,FALSE
6,10000100,TRUE,65,111065,65,TRUE,1.0000000000100087,1931,31,FALSE
7,10000110,TRUE,61,122761,61,TRUE,1.0000000000100087,1935,35,FALSE
8,10000130,TRUE,51,113051,51,TRUE,1.0000000000100087,1945,45,FALSE
9,10000160,TRUE,68,121168,68,TRUE,NA,1928,28,FALSE
10,10000250,TRUE,31,21931,31,TRUE,1.0000000000100087,1965,65,FALSE
11,10000260,FALSE,20,62720,20,TRUE,1.0000000000100087,1976,76,FALSE
12,10000270,TRUE,34,111934,34,TRUE,1.0000000000100087,1962,62,FALSE
13,10000280,FALSE,27,62427,27,TRUE,1.0000000000100087,1969,69,FALSE
14,10000310,TRUE,33,32333,33,TRUE,1.0000000000100087,1963,63,FALSE
15,10000340,FALSE,76,102876,76,TRUE,1.0000000000100087,1920,20,FALSE
16,10000380,TRUE,73,111073,73,TRUE,1.0000000000100087,1923,23,FALSE
17,10000400,TRUE,71,100571,71,TRUE,1.0000000000100087,1925,25,FALSE
18,10000410,FALSE,37,81837,37,TRUE,1.0000000000100087,1959,59,FALSE
19,10000420,FALSE,66,10266,66,TRUE,1.0000000000100087,1930,30,FALSE
20,10000430,FALSE,69,12069,69,TRUE,1.0000000000100087,1927,27,FALSE
21,10000440,TRUE,68,102368,68,TRUE,1.0000000000100087,1928,28,FALSE
22,10000450,FALSE,66,50666,66,TRUE,1.0000000000100087,1930,30,FALSE
23,10000460,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
24,10000500,TRUE,42,11542,42,TRUE,1.0000000000100087,1954,54,FALSE
25,10000510,TRUE,49,50549,49,TRUE,1.0000000000100087,1947,47,FALSE
26,10000520,TRUE,46,11946,46,TRUE,1.0000000000100087,1950,50,FALSE
27,10000531,FALSE,48,63048,48,TRUE,1.0000000000100087,1948,48,FALSE
28,10000540,FALSE,60,52860,60,TRUE,1.0000000000100087,1936,36,FALSE
29,10000570,TRUE,15,80815,15,TRUE,1.0000000000100087,1981,81,FALSE
30,10000571,TRUE,47,11447,47,TRUE,1.0000000000100087,1949,49,FALSE
31,10000580,FALSE,20,71820,20,TRUE,1.0000000000100087,1976,76,FALSE
32,10000590,TRUE,50,51550,50,TRUE,1.0000000000100087,1946,46,FALSE
33,10000610,TRUE,51,73051,51,TRUE,1.0000000000100087,1945,45,FALSE
34,10000620,FALSE,27,81027,27,TRUE,1.0000000000100087,1969,69,FALSE
35,10000630,TRUE,48,41548,48,TRUE,1.0000000000100087,1948,48,FALSE
36,10000650,TRUE,67,101467,67,TRUE,1.0000000000100087,1929,29,FALSE
37,10000670,TRUE,67,52667,67,TRUE,1.0000000000100087,1929,29,FALSE
38,10000700,FALSE,63,111463,63,TRUE,1.0000000000100087,1933,33,FALSE
39,10000710,TRUE,30,90530,30,TRUE,1.0000000000100087,1966,66,FALSE
40,10000720,FALSE,61,82861,61,TRUE,1.0000000000100087,1935,35,FALSE
41,10000740,TRUE,46,81046,46,TRUE,1.0000000000100087,1950,50,FALSE
42,10000750,FALSE,71,111471,71,TRUE,1.0000000000100087,1925,25,FALSE
43,10000760,TRUE,34,12134,34,TRUE,1.0000000000100087,1962,62,FALSE
44,10000770,FALSE,73,32473,73,TRUE,1.0000000000100087,1923,23,FALSE
45,10000800,TRUE,69,102169,69,TRUE,1.0000000000100087,1927,27,FALSE
46,10000820,FALSE,8,112308,8,TRUE,1.0000000000100087,1988,88,FALSE
47,10000830,TRUE,59,60359,59,TRUE,1.0000000000100087,1937,37,FALSE
48,10000840,TRUE,19,122719,19,TRUE,1.0000000000100087,1977,77,FALSE
49,10000850,FALSE,66,82366,66,TRUE,1.0000000000100087,1930,30,FALSE
50,10000860,FALSE,64,11464,64,TRUE,1.0000000000100087,1932,32,FALSE
51,10000890,FALSE,52,43052,52,TRUE,1.0000000000100087,1944,44,FALSE
52,10000900,TRUE,73,121473,73,TRUE,1.0000000000100087,1923,23,FALSE
53,10000920,TRUE,76,110376,76,TRUE,1.0000000000100087,1920,20,FALSE
54,10000930,FALSE,58,41658,58,TRUE,1.0000000000100087,1938,38,FALSE
55,10000940,TRUE,31,71531,31,TRUE,1.0000000000100087,1965,65,FALSE
56,10000960,FALSE,43,90343,43,TRUE,1.0000000000100087,1953,53,FALSE
57,10000970,TRUE,68,63068,68,TRUE,1.0000000000100087,1928,28,FALSE
58,10000980,FALSE,60,20160,60,TRUE,1.0000000000100087,1936,36,FALSE
59,10001000,TRUE,55,91455,55,TRUE,1.0000000000100087,1941,41,FALSE
60,10001010,FALSE,45,102445,45,TRUE,1.0000000000100087,1951,51,FALSE
61,10001020,FALSE,52,111552,52,TRUE,1.0000000000100087,1944,44,FALSE
62,10001030,TRUE,53,61653,53,TRUE,1.0000000000100087,1943,43,FALSE
63,10001070,TRUE,56,52556,56,TRUE,1.0000000000100087,1940,40,FALSE
64,10001110,FALSE,6,80506,6,TRUE,1.0000000000100087,1990,90,FALSE
65,10001130,TRUE,60,42660,60,TRUE,1.0000000000100087,1936,36,FALSE
66,10001140,TRUE,51,22251,51,TRUE,1.0000000000100087,1945,45,FALSE
67,10001150,TRUE,64,52064,64,TRUE,1.0000000000100087,1932,32,FALSE
68,10001170,TRUE,71,121871,71,TRUE,1.0000000000100087,1925,25,FALSE
69,10001180,TRUE,54,90954,54,TRUE,1.0000000000100087,1942,42,FALSE
70,10001190,TRUE,40,20840,40,TRUE,1.0000000000100087,1956,56,FALSE
71,10001200,FALSE,32,71932,32,TRUE,1.0000000000100087,1964,64,FALSE
72,10001210,FALSE,63,12963,63,TRUE,1.0000000000100087,1933,33,FALSE
73,10001220,TRUE,58,71158,58,TRUE,1.0000000000100087,1938,38,FALSE
74,10001230,TRUE,58,50958,58,TRUE,1.0000000000100087,1938,38,FALSE
75,10001250,TRUE,56,121856,56,TRUE,1.0000000000100087,1940,40,FALSE
76,10001290,FALSE,49,20949,49,TRUE,1.0000000000100087,1947,47,FALSE
77,10001300,TRUE,54,111654,54,TRUE,1.0000000000100087,1942,42,FALSE
78,10001320,TRUE,44,10844,44,TRUE,1.0000000000100087,1952,52,FALSE
79,10001330,FALSE,54,81654,54,TRUE,1.0000000000100087,1942,42,FALSE
80,10001400,TRUE,50,111850,50,TRUE,1.0000000000100087,1946,46,FALSE
81,10001420,TRUE,74,81474,74,TRUE,1.0000000000100087,1922,22,FALSE
82,10001470,TRUE,68,10568,68,TRUE,1.0000000000100087,1928,28,FALSE
83,10001480,FALSE,21,21421,21,TRUE,1.0000000000100087,1975,75,FALSE
84,10001490,FALSE,52,92052,52,TRUE,1.0000000000100087,1944,44,FALSE
85,10001520,TRUE,47,52847,47,TRUE,1.0000000000100087,1949,49,FALSE
86,10001530,FALSE,58,71658,58,TRUE,1.0000000000100087,1938,38,FALSE
87,10001540,TRUE,66,81366,66,TRUE,1.0000000000100087,1930,30,FALSE
88,10001560,TRUE,60,110560,60,TRUE,1.0000000000100087,1936,36,FALSE
89,10001570,TRUE,60,21460,60,TRUE,1.0000000000100087,1936,36,FALSE
90,10001590,TRUE,11,33011,11,TRUE,1.0000000000100087,1985,85,FALSE
91,10001620,TRUE,46,21246,46,TRUE,1.0000000000100087,1950,50,FALSE
92,10001680,FALSE,60,12460,60,TRUE,1.0000000000100087,1936,36,FALSE
93,10001740,FALSE,63,42863,63,TRUE,1.0000000000100087,1933,33,FALSE
94,10001750,FALSE,51,70151,51,TRUE,1.0000000000100087,1945,45,FALSE
95,10001770,FALSE,41,80241,41,TRUE,1.0000000000100087,1955,55,FALSE
96,10001810,FALSE,67,82867,67,TRUE,1.0000000000100087,1929,29,FALSE
97,10001820,TRUE,61,31761,61,TRUE,1.0000000000100087,1935,35,FALSE
98,10001840,FALSE,11,32711,11,TRUE,1.0000000000100087,1985,85,FALSE
99,10001860,TRUE,46,12146,46,TRUE,1.0000000000100087,1950,50,FALSE
100,10001870,TRUE,50,41850,50,TRUE,1.0000000000100087,1946,46,FALSE
101,10001880,TRUE,70,42070,70,TRUE,1.0000000000100087,1926,26,FALSE
102,10001890,TRUE,46,90746,46,TRUE,1.0000000000100087,1950,50,FALSE
103,10001900,TRUE,42,40842,42,TRUE,NA,1954,54,FALSE
104,10001910,FALSE,24,40624,24,TRUE,1.0000000000100087,1972,72,FALSE
105,10001950,TRUE,59,110259,59,TRUE,1.0000000000100087,1937,37,FALSE
106,10001960,TRUE,69,110269,69,TRUE,1.0000000000100087,1927,27,FALSE
107,10001980,FALSE,9,61009,9,TRUE,1.0000000000100087,1987,87,FALSE
108,10002000,FALSE,26,11226,26,TRUE,1.0000000000100087,1970,70,FALSE
109,10002010,FALSE,50,80450,50,TRUE,1.0000000000100087,1946,46,FALSE
110,10002020,FALSE,16,12116,16,TRUE,1.0000000000100087,1980,80,FALSE
111,10002030,FALSE,77,72677,77,TRUE,1.0000000000100087,1919,19,FALSE
112,10002060,TRUE,70,41970,70,TRUE,1.0000000000100087,1926,26,FALSE
113,10002070,TRUE,54,113054,54,TRUE,1.0000000000100087,1942,42,FALSE
114,10002100,TRUE,42,82042,42,TRUE,1.0000000000100087,1954,54,FALSE
115,10002110,FALSE,65,122365,65,TRUE,1.0000000000100087,1931,31,FALSE
116,10002120,TRUE,62,82162,62,TRUE,1.0000000000100087,1934,34,FALSE
117,10002130,FALSE,55,90455,55,TRUE,1.0000000000100087,1941,41,FALSE
118,10002140,FALSE,69,61769,69,TRUE,1.0000000000100087,1927,27,FALSE
119,10002160,FALSE,51,62251,51,TRUE,1.0000000000100087,1945,45,FALSE
120,10002170,TRUE,24,61624,24,TRUE,1.0000000000100087,1972,72,FALSE
121,10002180,TRUE,38,12538,38,TRUE,1.0000000000100087,1958,58,FALSE
122,10002230,FALSE,57,51657,57,TRUE,1.0000000000100087,1939,39,FALSE
123,10002280,FALSE,66,71266,66,TRUE,1.0000000000100087,1930,30,FALSE
124,10002290,FALSE,38,120938,38,TRUE,1.0000000000100087,1958,58,FALSE
125,10002320,FALSE,45,111845,45,TRUE,1.0000000000100087,1951,51,FALSE
126,10002330,TRUE,62,40162,62,TRUE,1.0000000000100087,1934,34,FALSE
127,10002350,TRUE,44,62144,44,TRUE,1.0000000000100087,1952,52,FALSE
128,10002360,FALSE,50,10950,50,TRUE,1.0000000000100087,1946,46,FALSE
129,10002380,FALSE,50,50,50,TRUE,1.0000000000100087,1946,46,FALSE
130,10002410,TRUE,63,50863,63,TRUE,1.0000000000100087,1933,33,FALSE
131,10002420,TRUE,69,101869,69,TRUE,1.0000000000100087,1927,27,FALSE
132,10002460,FALSE,53,12353,53,TRUE,1.0000000000100087,1943,43,FALSE
133,10002480,FALSE,61,61,61,TRUE,1.0000000000100087,1935,35,FALSE
134,10002490,TRUE,43,62843,43,TRUE,1.0000000000100087,1953,53,FALSE
135,10002500,TRUE,59,42259,59,TRUE,1.0000000000100087,1937,37,FALSE
136,10002510,FALSE,71,81271,71,TRUE,1.0000000000100087,1925,25,FALSE
137,10002520,FALSE,51,52551,51,TRUE,1.0000000000100087,1945,45,FALSE
138,10002530,TRUE,65,91165,65,TRUE,1.0000000000100087,1931,31,FALSE
139,10002570,TRUE,25,31925,25,TRUE,1.0000000000100087,1971,71,FALSE
140,10002590,FALSE,69,120369,69,TRUE,1.0000000000100087,1927,27,FALSE
141,10002620,TRUE,53,51753,53,TRUE,NA,1943,43,FALSE
142,10002640,TRUE,61,60161,61,TRUE,1.0000000000100087,1935,35,FALSE
143,10002670,FALSE,37,62037,37,TRUE,1.0000000000100087,1959,59,FALSE
144,10002680,FALSE,19,72819,19,TRUE,1.0000000000100087,1977,77,FALSE
145,10002690,FALSE,23,112223,23,TRUE,1.0000000000100087,1973,73,FALSE
146,10002700,FALSE,40,41340,40,TRUE,1.0000000000100087,1956,56,FALSE
147,10002720,TRUE,38,11638,38,TRUE,1.0000000000100087,1958,58,FALSE
148,10002730,TRUE,77,50477,77,TRUE,1.0000000000100087,1919,19,FALSE
149,10002740,FALSE,NA,NA,NA,NA,1.0000000000100087,NA,NA,NA
150,10002760,FALSE,35,41035,35,TRUE,1.0000000000100087,1961,61,FALSE
151,10002770,TRUE,62,61162,62,TRUE,1.0000000000100087,1934,34,FALSE
152,10002780,TRUE,65,81065,65,TRUE,1.0000000000100087,1931,31,FALSE
153,10002790,FALSE,63,81163,63,TRUE,1.0000000000100087,1933,33,FALSE
154,10002800,TRUE,45,73145,45,TRUE,1.0000000000100087,1951,51,FALSE
155,10002810,TRUE,77,41577,77,TRUE,1.0000000000100087,1919,19,FALSE
156,10002820,TRUE,68,32768,68,TRUE,1.0000000000100087,1928,28,FALSE
157,10002830,TRUE,33,91433,33,TRUE,1.0000000000100087,1963,63,FALSE
158,10002870,TRUE,41,111841,41,TRUE,1.0000000000100087,1955,55,FALSE
159,10002890,TRUE,67,41167,67,TRUE,1.0000000000100087,1929,29,FALSE
160,10002940,TRUE,69,32469,69,TRUE,1.0000000000100087,1927,27,FALSE
161,10003000,TRUE,44,11044,44,TRUE,1.0000000000100087,1952,52,FALSE
162,10003010,FALSE,61,82361,61,TRUE,1.0000000000100087,1935,35,FALSE
163,10003020,TRUE,54,111854,54,TRUE,1.0000000000100087,1942,42,FALSE
164,10003030,FALSE,64,112664,64,TRUE,1.0000000000100087,1932,32,FALSE
165,10003040,FALSE,30,82530,30,TRUE,1.0000000000100087,1966,66,FALSE
166,10003070,FALSE,75,71075,75,TRUE,1.0000000000100087,1921,21,FALSE
167,10003080,FALSE,62,122762,62,TRUE,1.0000000000100087,1934,34,FALSE
168,10003090,TRUE,30,41230,30,TRUE,1.0000000000100087,1966,66,FALSE
169,10003120,TRUE,52,71652,52,TRUE,1.0000000000100087,1944,44,FALSE
170,10003130,TRUE,67,60567,67,TRUE,NA,1929,29,FALSE
171,10003140,FALSE,47,31147,47,TRUE,1.0000000000100087,1949,49,FALSE
172,10003150,TRUE,61,62261,61,TRUE,1.0000000000100087,1935,35,FALSE
173,10003200,FALSE,14,30114,14,TRUE,1.0000000000100087,1982,82,FALSE
174,10003220,FALSE,72,41372,72,TRUE,1.0000000000100087,1924,24,FALSE
175,10003240,FALSE,21,112321,21,TRUE,1.0000000000100087,1975,75,FALSE
176,10003260,TRUE,55,80255,55,TRUE,1.0000000000100087,1941,41,FALSE
177,10003270,TRUE,52,62552,52,TRUE,1.0000000000100087,1944,44,FALSE
178,10003290,TRUE,73,41273,73,TRUE,1.0000000000100087,1923,23,FALSE
179,10003310,FALSE,38,122438,38,TRUE,1.0000000000100087,1958,58,FALSE
180,10003320,FALSE,59,70459,59,TRUE,1.0000000000100087,1937,37,FALSE
181,10003330,TRUE,47,82347,47,TRUE,1.0000000000100087,1949,49,FALSE
182,10003340,TRUE,69,61169,69,TRUE,1.0000000000100087,1927,27,FALSE
183,10003350,TRUE,32,31532,32,TRUE,1.0000000000100087,1964,64,FALSE
184,10003370,FALSE,59,61859,59,TRUE,1.0000000000100087,1937,37,FALSE
185,10003380,FALSE,57,52057,57,TRUE,1.0000000000100087,1939,39,FALSE
186,10003400,TRUE,59,90359,59,TRUE,1.0000000000100087,1937,37,FALSE
187,10003410,TRUE,55,22855,55,TRUE,1.0000000000100087,1941,41,FALSE
188,10003420,FALSE,56,82556,56,TRUE,1.0000000000100087,1940,40,FALSE
189,10003430,TRUE,26,41026,26,TRUE,1.0000000000100087,1970,70,FALSE
190,10003440,TRUE,74,111874,74,TRUE,1.0000000000100087,1922,22,FALSE
191,10003460,TRUE,37,100637,37,TRUE,1.0000000000100087,1959,59,FALSE
192,10003500,TRUE,73,111573,73,TRUE,1.0000000000100087,1923,23,FALSE
193,10003520,TRUE,65,101865,65,TRUE,1.0000000000100087,1931,31,FALSE
194,10003560,FALSE,77,11277,77,TRUE,1.0000000000100087,1919,19,FALSE
195,10003570,FALSE,70,20470,70,TRUE,1.0000000000100087,1926,26,FALSE
196,10003580,TRUE,55,100155,55,TRUE,1.0000000000100087,1941,41,FALSE
197,10003610,TRUE,50,10150,50,TRUE,1.0000000000100087,1946,46,FALSE
