dpnum,caseid,poll_name,group_id,groupsize,female,attitude_index,t1_source_variable,t2_source_variable,t1_attitude,t2_attitude,t1_knowledge,t2_knowledge,t1_knowledge_items,t2_knowledge_items
6,10224,UK Crime,2705,16,1,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.375,0.7142857143,0.7142857143,7,7
6,10224,UK Crime,2705,16,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.25,0.15625,0.7142857143,0.7142857143,7,7
6,10224,UK Crime,2705,16,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.3166666667,0.25,0.7142857143,0.7142857143,7,7
6,10227,UK Crime,2709,16,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.75,0.6666666667,0.7142857143,0.8571428571,7,7
6,10227,UK Crime,2709,16,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5,0.7142857143,0.8571428571,7,7
6,10227,UK Crime,2709,16,1,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.5,0.7142857143,0.8571428571,7,7
6,10227,UK Crime,2709,16,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.625,0.5357142857,0.7142857143,0.8571428571,7,7
6,10227,UK Crime,2709,16,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6166666667,0.45,0.7142857143,0.8571428571,7,7
6,10228,UK Crime,2708,13,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.8333333333,0.7142857143,0.7142857143,7,7
6,10228,UK Crime,2708,13,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5,0.7142857143,0.7142857143,7,7
6,10228,UK Crime,2708,13,0,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.375,0.7142857143,0.7142857143,7,7
6,10228,UK Crime,2708,13,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.40625,0.4375,0.7142857143,0.7142857143,7,7
6,10228,UK Crime,2708,13,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6833333333,0.8666666667,0.7142857143,0.7142857143,7,7
6,10229,UK Crime,2714,18,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.5,0.8333333333,0.5714285714,0.7142857143,7,7
6,10229,UK Crime,2714,18,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.6666666667,0.5833333333,0.5714285714,0.7142857143,7,7
6,10229,UK Crime,2714,18,1,Policing,ukcrime.policet1,ukcrime.policet2,0.875,0.75,0.5714285714,0.7142857143,7,7
6,10229,UK Crime,2714,18,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.4375,0.375,0.5714285714,0.7142857143,7,7
6,10229,UK Crime,2714,18,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6333333333,0.6666666667,0.5714285714,0.7142857143,7,7
6,10234,UK Crime,2705,16,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,1,0.8333333333,0.7142857143,0.4285714286,7,7
6,10234,UK Crime,2705,16,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5,0.7142857143,0.4285714286,7,7
6,10234,UK Crime,2705,16,0,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.625,0.7142857143,0.4285714286,7,7
6,10234,UK Crime,2705,16,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.34375,0.3333333333,0.7142857143,0.4285714286,7,7
6,10234,UK Crime,2705,16,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.4166666667,0.5,0.7142857143,0.4285714286,7,7
6,10237,UK Crime,2707,11,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.9166666667,1,0.1428571429,0,7,7
6,10237,UK Crime,2707,11,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.9166666667,0.9166666667,0.1428571429,0,7,7
6,10237,UK Crime,2707,11,1,Policing,ukcrime.policet1,ukcrime.policet2,0.875,0.875,0.1428571429,0,7,7
6,10237,UK Crime,2707,11,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.53125,0.625,0.1428571429,0,7,7
6,10237,UK Crime,2707,11,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.5833333333,0.8333333333,0.1428571429,0,7,7
6,10241,UK Crime,2719,13,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,1,0.4285714286,0.7142857143,7,7
6,10241,UK Crime,2719,13,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.9166666667,0.6666666667,0.4285714286,0.7142857143,7,7
6,10241,UK Crime,2719,13,1,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.5,0.4285714286,0.7142857143,7,7
6,10241,UK Crime,2719,13,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.40625,0.3125,0.4285714286,0.7142857143,7,7
6,10241,UK Crime,2719,13,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6,0.45,0.4285714286,0.7142857143,7,7
6,10242,UK Crime,2711,18,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.8333333333,0.5714285714,0.7142857143,7,7
6,10242,UK Crime,2711,18,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.8333333333,0.8333333333,0.5714285714,0.7142857143,7,7
6,10242,UK Crime,2711,18,0,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.5,0.5714285714,0.7142857143,7,7
6,10242,UK Crime,2711,18,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.125,0.09375,0.5714285714,0.7142857143,7,7
6,10242,UK Crime,2711,18,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6333333333,0.55,0.5714285714,0.7142857143,7,7
6,10244,UK Crime,2710,15,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.75,0.5,0.1428571429,0.2857142857,7,7
6,10244,UK Crime,2710,15,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.375,0.1428571429,0.2857142857,7,7
6,10244,UK Crime,2710,15,1,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.375,0.1428571429,0.2857142857,7,7
6,10244,UK Crime,2710,15,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.4285714286,0.375,0.1428571429,0.2857142857,7,7
6,10244,UK Crime,2710,15,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6428571429,0.5416666667,0.1428571429,0.2857142857,7,7
6,10245,UK Crime,2702,17,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.9166666667,0.8571428571,1,7,7
6,10245,UK Crime,2702,17,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.75,0.8571428571,1,7,7
6,10245,UK Crime,2702,17,1,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.375,0.8571428571,1,7,7
6,10245,UK Crime,2702,17,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.25,0.1875,0.8571428571,1,7,7
6,10245,UK Crime,2702,17,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.5833333333,0.3,0.8571428571,1,7,7
6,10246,UK Crime,2703,17,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.8333333333,0.5714285714,0.5714285714,7,7
6,10246,UK Crime,2703,17,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.6666666667,0.6666666667,0.5714285714,0.5714285714,7,7
6,10246,UK Crime,2703,17,1,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.125,0.5714285714,0.5714285714,7,7
6,10246,UK Crime,2703,17,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.46875,0.53125,0.5714285714,0.5714285714,7,7
6,10246,UK Crime,2703,17,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.8166666667,0.4166666667,0.5714285714,0.5714285714,7,7
6,10247,UK Crime,2706,14,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.8333333333,0.7142857143,1,7,7
6,10247,UK Crime,2706,14,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5,0.7142857143,1,7,7
6,10247,UK Crime,2706,14,0,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.75,0.7142857143,1,7,7
6,10247,UK Crime,2706,14,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.40625,0.3125,0.7142857143,1,7,7
6,10247,UK Crime,2706,14,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.5333333333,0.3833333333,0.7142857143,1,7,7
6,10253,UK Crime,2701,17,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.75,0.8571428571,0.8571428571,7,7
6,10253,UK Crime,2701,17,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.6666666667,0.8571428571,0.8571428571,7,7
6,10253,UK Crime,2701,17,1,Policing,ukcrime.policet1,ukcrime.policet2,0.375,0.5,0.8571428571,0.8571428571,7,7
6,10253,UK Crime,2701,17,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.8125,0.71875,0.8571428571,0.8571428571,7,7
6,10253,UK Crime,2701,17,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6833333333,0.7,0.8571428571,0.8571428571,7,7
6,10255,UK Crime,2715,16,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,1,1,0.5714285714,0.7142857143,7,7
6,10255,UK Crime,2715,16,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.9166666667,0.9166666667,0.5714285714,0.7142857143,7,7
6,10255,UK Crime,2715,16,0,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.625,0.5714285714,0.7142857143,7,7
6,10255,UK Crime,2715,16,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.53125,0.21875,0.5714285714,0.7142857143,7,7
6,10255,UK Crime,2715,16,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.55,0.7678571429,0.5714285714,0.7142857143,7,7
6,10262,UK Crime,2716,12,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.9166666667,0.7142857143,0.7142857143,7,7
6,10262,UK Crime,2716,12,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.8333333333,0.6666666667,0.7142857143,0.7142857143,7,7
6,10262,UK Crime,2716,12,1,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.625,0.7142857143,0.7142857143,7,7
6,10262,UK Crime,2716,12,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.84375,0.6875,0.7142857143,0.7142857143,7,7
6,10262,UK Crime,2716,12,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.8333333333,0.85,0.7142857143,0.7142857143,7,7
6,10263,UK Crime,2709,16,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.9166666667,0.9166666667,0.2857142857,0.4285714286,7,7
6,10263,UK Crime,2709,16,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.8333333333,0.2857142857,0.4285714286,7,7
6,10263,UK Crime,2709,16,0,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.75,0.2857142857,0.4285714286,7,7
6,10263,UK Crime,2709,16,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.3125,0.53125,0.2857142857,0.4285714286,7,7
6,10263,UK Crime,2709,16,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.55,0.7333333333,0.2857142857,0.4285714286,7,7
6,10264,UK Crime,2704,15,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,1,0.2857142857,0.4285714286,7,7
6,10264,UK Crime,2704,15,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.6666666667,0.6666666667,0.2857142857,0.4285714286,7,7
6,10264,UK Crime,2704,15,0,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.625,0.2857142857,0.4285714286,7,7
6,10264,UK Crime,2704,15,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.46875,0.53125,0.2857142857,0.4285714286,7,7
6,10264,UK Crime,2704,15,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.7333333333,0.75,0.2857142857,0.4285714286,7,7
6,10265,UK Crime,2713,12,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.8333333333,0.5714285714,0.7142857143,7,7
6,10265,UK Crime,2713,12,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5,0.5833333333,0.5714285714,0.7142857143,7,7
6,10265,UK Crime,2713,12,0,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.5,0.5714285714,0.7142857143,7,7
6,10265,UK Crime,2713,12,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5625,0.625,0.5714285714,0.7142857143,7,7
6,10265,UK Crime,2713,12,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.4166666667,0.25,0.5714285714,0.7142857143,7,7
6,10266,UK Crime,2703,17,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,1,0.9166666667,0.1428571429,0.2857142857,7,7
6,10266,UK Crime,2703,17,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.5833333333,0.1428571429,0.2857142857,7,7
6,10266,UK Crime,2703,17,0,Policing,ukcrime.policet1,ukcrime.policet2,1,0.875,0.1428571429,0.2857142857,7,7
6,10266,UK Crime,2703,17,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.875,0.75,0.1428571429,0.2857142857,7,7
6,10266,UK Crime,2703,17,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.9166666667,0.85,0.1428571429,0.2857142857,7,7
6,10270,UK Crime,2708,13,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.75,1,0.4285714286,0.7142857143,7,7
6,10270,UK Crime,2708,13,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.8333333333,0.8333333333,0.4285714286,0.7142857143,7,7
6,10270,UK Crime,2708,13,0,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.5,0.4285714286,0.7142857143,7,7
6,10270,UK Crime,2708,13,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5625,0.6875,0.4285714286,0.7142857143,7,7
6,10270,UK Crime,2708,13,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.75,0.7333333333,0.4285714286,0.7142857143,7,7
6,10271,UK Crime,2712,15,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.75,0.8571428571,1,7,7
6,10271,UK Crime,2712,15,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.5833333333,0.8571428571,1,7,7
6,10271,UK Crime,2712,15,1,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.625,0.8571428571,1,7,7
6,10271,UK Crime,2712,15,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.3125,0.34375,0.8571428571,1,7,7
6,10271,UK Crime,2712,15,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.7166666667,0.7166666667,0.8571428571,1,7,7
6,10274,UK Crime,2711,18,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.75,0.2857142857,0.1428571429,7,7
6,10274,UK Crime,2711,18,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.9166666667,0.2857142857,0.1428571429,7,7
6,10274,UK Crime,2711,18,0,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.375,0.2857142857,0.1428571429,7,7
6,10274,UK Crime,2711,18,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5,0.5,0.2857142857,0.1428571429,7,7
6,10274,UK Crime,2711,18,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.9166666667,0.4166666667,0.2857142857,0.1428571429,7,7
6,10276,UK Crime,2715,16,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.8333333333,0.5714285714,0.4285714286,7,7
6,10276,UK Crime,2715,16,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.75,0.5714285714,0.4285714286,7,7
6,10276,UK Crime,2715,16,1,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.75,0.5714285714,0.4285714286,7,7
6,10276,UK Crime,2715,16,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.3125,0.25,0.5714285714,0.4285714286,7,7
6,10276,UK Crime,2715,16,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6666666667,0.65,0.5714285714,0.4285714286,7,7
6,10277,UK Crime,2717,13,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.9166666667,0.8333333333,0.5714285714,1,7,7
6,10277,UK Crime,2717,13,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.6666666667,0.5833333333,0.5714285714,1,7,7
6,10277,UK Crime,2717,13,1,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.5,0.5714285714,1,7,7
6,10277,UK Crime,2717,13,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.46875,0.4375,0.5714285714,1,7,7
6,10277,UK Crime,2717,13,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.7333333333,0.6666666667,0.5714285714,1,7,7
6,10282,UK Crime,2718,17,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.3333333333,0.1666666667,0.4285714286,0.5714285714,7,7
6,10282,UK Crime,2718,17,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.6666666667,0.4285714286,0.5714285714,7,7
6,10282,UK Crime,2718,17,1,Policing,ukcrime.policet1,ukcrime.policet2,0,0,0.4285714286,0.5714285714,7,7
6,10282,UK Crime,2718,17,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.34375,0.1875,0.4285714286,0.5714285714,7,7
6,10282,UK Crime,2718,17,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.3833333333,0.4666666667,0.4285714286,0.5714285714,7,7
6,10284,UK Crime,2720,14,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.8333333333,0.4166666667,0.2857142857,0.2857142857,7,7
6,10284,UK Crime,2720,14,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.25,0.9166666667,0.2857142857,0.2857142857,7,7
6,10284,UK Crime,2720,14,1,Policing,ukcrime.policet1,ukcrime.policet2,0.375,0.5,0.2857142857,0.2857142857,7,7
6,10284,UK Crime,2720,14,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5,0.3928571429,0.2857142857,0.2857142857,7,7
6,10284,UK Crime,2720,14,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.4285714286,0.6166666667,0.2857142857,0.2857142857,7,7
6,10286,UK Crime,2714,18,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.75,0.5714285714,0.7142857143,7,7
6,10286,UK Crime,2714,18,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5,0.5714285714,0.7142857143,7,7
6,10286,UK Crime,2714,18,0,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.5,0.5714285714,0.7142857143,7,7
6,10286,UK Crime,2714,18,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.46875,0.5625,0.5714285714,0.7142857143,7,7
6,10286,UK Crime,2714,18,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.5333333333,0.4333333333,0.5714285714,0.7142857143,7,7
6,10287,UK Crime,2710,15,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,1,0.9166666667,0.2857142857,0,7,7
6,10287,UK Crime,2710,15,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.75,0.1666666667,0.2857142857,0,7,7
6,10287,UK Crime,2710,15,0,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.625,0.2857142857,0,7,7
6,10287,UK Crime,2710,15,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.4375,0.375,0.2857142857,0,7,7
6,10287,UK Crime,2710,15,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.4666666667,0.2857142857,0.2857142857,0,7,7
6,10289,UK Crime,2701,17,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.5833333333,0.6666666667,0.2857142857,0.4285714286,7,7
6,10289,UK Crime,2701,17,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,0.5833333333,0.2857142857,0.4285714286,7,7
6,10289,UK Crime,2701,17,0,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.375,0.2857142857,0.4285714286,7,7
6,10289,UK Crime,2701,17,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5,0.5,0.2857142857,0.4285714286,7,7
6,10289,UK Crime,2701,17,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.5833333333,0.625,0.2857142857,0.4285714286,7,7
6,10290,UK Crime,2712,15,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.75,0.4285714286,0,7,7
6,10290,UK Crime,2712,15,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5833333333,1,0.4285714286,0,7,7
6,10290,UK Crime,2712,15,1,Policing,ukcrime.policet1,ukcrime.policet2,1,1,0.4285714286,0,7,7
6,10290,UK Crime,2712,15,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.6875,0.2857142857,0.4285714286,0,7,7
6,10290,UK Crime,2712,15,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.9333333333,0.5576923077,0.4285714286,0,7,7
6,10291,UK Crime,2714,18,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,1,0.6666666667,0.5714285714,0.7142857143,7,7
6,10291,UK Crime,2714,18,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.6666666667,0.5833333333,0.5714285714,0.7142857143,7,7
6,10291,UK Crime,2714,18,0,Policing,ukcrime.policet1,ukcrime.policet2,0.375,0.375,0.5714285714,0.7142857143,7,7
6,10291,UK Crime,2714,18,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.375,0.1071428571,0.5714285714,0.7142857143,7,7
6,10291,UK Crime,2714,18,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.3333333333,0.2678571429,0.5714285714,0.7142857143,7,7
6,10292,UK Crime,2712,15,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.75,0.5714285714,0.4285714286,7,7
6,10292,UK Crime,2712,15,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.5,0.5,0.5714285714,0.4285714286,7,7
6,10292,UK Crime,2712,15,1,Policing,ukcrime.policet1,ukcrime.policet2,0.625,0.5,0.5714285714,0.4285714286,7,7
6,10292,UK Crime,2712,15,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.375,0.28125,0.5714285714,0.4285714286,7,7
6,10292,UK Crime,2712,15,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6,0.6333333333,0.5714285714,0.4285714286,7,7
6,10293,UK Crime,2713,12,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.6666666667,0.75,0.7142857143,0.8571428571,7,7
6,10293,UK Crime,2713,12,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.4166666667,0.5833333333,0.7142857143,0.8571428571,7,7
6,10293,UK Crime,2713,12,1,Policing,ukcrime.policet1,ukcrime.policet2,0.875,0.75,0.7142857143,0.8571428571,7,7
6,10293,UK Crime,2713,12,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.71875,0.71875,0.7142857143,0.8571428571,7,7
6,10293,UK Crime,2713,12,1,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.65,0.55,0.7142857143,0.8571428571,7,7
6,10294,UK Crime,2701,17,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.75,0.9166666667,0.2857142857,0.2857142857,7,7
6,10294,UK Crime,2701,17,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.9166666667,0.5,0.2857142857,0.2857142857,7,7
6,10294,UK Crime,2701,17,0,Policing,ukcrime.policet1,ukcrime.policet2,1,0.875,0.2857142857,0.2857142857,7,7
6,10294,UK Crime,2701,17,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.34375,0.6875,0.2857142857,0.2857142857,7,7
6,10294,UK Crime,2701,17,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.6833333333,0.8,0.2857142857,0.2857142857,7,7
6,10295,UK Crime,2718,17,0,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.5833333333,0.75,0.5714285714,0.2857142857,7,7
6,10295,UK Crime,2718,17,0,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.3333333333,0.5833333333,0.5714285714,0.2857142857,7,7
6,10295,UK Crime,2718,17,0,Policing,ukcrime.policet1,ukcrime.policet2,0.5,0.5,0.5714285714,0.2857142857,7,7
6,10295,UK Crime,2718,17,0,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5,0.34375,0.5714285714,0.2857142857,7,7
6,10295,UK Crime,2718,17,0,Stiffer Punishment,ukcrime.punisht1,ukcrime.punisht2,0.7333333333,0.6333333333,0.5714285714,0.2857142857,7,7
6,10296,UK Crime,2710,15,1,Addressing Social Root Causes,ukcrime.rootcauset1,ukcrime.rootcauset2,0.9166666667,0.9166666667,1,1,7,7
6,10296,UK Crime,2710,15,1,Increasing Self-Protection,ukcrime.selfprotectt1,ukcrime.selfprotectt2,0.8333333333,0.8333333333,1,1,7,7
6,10296,UK Crime,2710,15,1,Policing,ukcrime.policet1,ukcrime.policet2,0.75,0.625,1,1,7,7
6,10296,UK Crime,2710,15,1,Procedural Rights,ukcrime.procrightst1,ukcrime.procrightst2,0.5625,0.3125,1,1,7,7
