source_row,caseid,historical_sample,addfac1,reduce1,addfac2,reduce2,historical_post,candidate_post
988,30009880,FALSE,10,4,NA,NA,0.5,0.5
989,30009890,FALSE,10,10,NA,NA,0.5,0.5
990,30009900,FALSE,10,10,NA,NA,0.5,0.5
991,30009910,FALSE,10,10,NA,NA,0.5,0.5
992,30009920,FALSE,10,5,NA,NA,0.5,0.5
993,30009930,FALSE,NA,10,NA,NA,0.5,0.5
994,30009940,FALSE,5,8,NA,NA,0.5,0.5
995,30009950,FALSE,5,10,NA,NA,0.5,0.5
996,30009960,FALSE,5,8,NA,NA,0.5,0.5
997,30009970,FALSE,10,10,NA,NA,0.5,0.5
998,30009980,FALSE,9,7,NA,NA,0.5,0.5
999,30009990,FALSE,8,6,NA,NA,0.5,0.5
1000,30010000,FALSE,9,8,NA,NA,0.5,0.5
1001,30010010,FALSE,10,10,NA,NA,0.5,0.5
1002,30010020,FALSE,8,5,NA,NA,0.5,0.5
1003,30010030,FALSE,10,9,NA,NA,0.5,0.5
1004,30010040,FALSE,NA,9,NA,NA,0.5,0.5
1005,30010050,FALSE,NA,8,NA,NA,0.5,0.5
1006,30010060,FALSE,NA,8,NA,NA,0.5,0.5
1007,30010070,FALSE,5,5,NA,NA,0.5,0.5
1008,30010080,FALSE,10,10,NA,NA,0.5,0.5
1009,30010090,FALSE,7,5,NA,NA,0.5,0.5
1010,30010100,FALSE,9,8,NA,NA,0.5,0.5
1011,30010110,FALSE,9,10,NA,NA,0.5,0.5
1012,30010120,FALSE,10,10,NA,NA,0.5,0.5
1013,30010130,FALSE,10,5,NA,NA,0.5,0.5
1014,30010140,FALSE,10,7,NA,NA,0.5,0.5
1015,30010150,FALSE,8,7,NA,NA,0.5,0.5
1016,30010160,FALSE,2,10,NA,NA,0.5,0.5
1017,30010170,FALSE,4,7,NA,NA,0.5,0.5
1018,30010180,FALSE,6,5,NA,NA,0.5,0.5
1019,30010190,FALSE,7,5,NA,NA,0.5,0.5
1020,30010200,FALSE,9,10,NA,NA,0.5,0.5
1021,30010210,FALSE,10,10,NA,NA,0.5,0.5
1022,30010220,FALSE,10,8,NA,NA,0.5,0.5
1023,30010230,FALSE,5,7,NA,NA,0.5,0.5
1024,30010240,FALSE,8,5,NA,NA,0.5,0.5
1025,30010250,FALSE,9,10,NA,NA,0.5,0.5
1026,30010260,FALSE,10,8,NA,NA,0.5,0.5
1027,30010270,FALSE,10,8,NA,NA,0.5,0.5
1028,30010280,FALSE,9,9,NA,NA,0.5,0.5
1029,30010290,FALSE,8,8,NA,NA,0.5,0.5
1030,30010300,FALSE,10,10,NA,NA,0.5,0.5
1031,30010310,FALSE,10,10,NA,NA,0.5,0.5
1032,30010320,FALSE,9,10,NA,NA,0.5,0.5
1033,30010330,FALSE,5,3,NA,NA,0.5,0.5
1034,30010340,FALSE,10,8,NA,NA,0.5,0.5
1035,30010350,FALSE,5,4,NA,NA,0.5,0.5
1036,30010360,FALSE,10,10,NA,NA,0.5,0.5
1037,30010370,FALSE,8,10,NA,NA,0.5,0.5
1038,30010380,FALSE,6,5,NA,NA,0.5,0.5
1039,30010390,FALSE,8,8,NA,NA,0.5,0.5
1040,30010400,FALSE,5,5,NA,NA,0.5,0.5
1041,30010410,FALSE,10,2,NA,NA,0.5,0.5
1042,30010420,FALSE,10,10,NA,NA,0.5,0.5
1043,30010430,FALSE,10,10,NA,NA,0.5,0.5
1044,30010440,FALSE,10,10,NA,NA,0.5,0.5
1045,30010450,FALSE,10,10,NA,NA,0.5,0.5
1046,30010460,FALSE,10,10,NA,NA,0.5,0.5
1047,30010470,FALSE,10,10,NA,NA,0.5,0.5
1048,30010480,FALSE,NA,10,NA,NA,0.5,0.5
1049,30010490,FALSE,5,10,NA,NA,0.5,0.5
1050,30010500,FALSE,10,10,NA,NA,0.5,0.5
1051,30010510,FALSE,NA,10,NA,NA,0.5,0.5
1052,30010520,FALSE,6,10,NA,NA,0.5,0.5
1053,30010530,FALSE,10,7,NA,NA,0.5,0.5
1054,30010540,FALSE,8,8,NA,NA,0.5,0.5
1055,30010550,FALSE,10,0,NA,NA,0.5,0.5
1056,30010560,FALSE,10,8,NA,NA,0.5,0.5
1057,30010570,FALSE,10,9,NA,NA,0.5,0.5
1058,30010580,FALSE,5,5,NA,NA,0.5,0.5
1059,30010590,FALSE,10,10,NA,NA,0.5,0.5
1060,30010600,FALSE,8,10,NA,NA,0.5,0.5
1061,30010610,FALSE,5,5,NA,NA,0.5,0.5
1062,30010620,FALSE,9,10,NA,NA,0.5,0.5
1063,30010630,FALSE,10,10,NA,NA,0.5,0.5
1064,30010640,FALSE,10,10,NA,NA,0.5,0.5
1065,30010650,FALSE,7,9,NA,NA,0.5,0.5
1066,30010660,FALSE,0,5,NA,NA,0.5,0.5
1067,30010670,FALSE,NA,8,NA,NA,0.5,0.5
1068,30010680,FALSE,10,10,NA,NA,0.5,0.5
1069,30010690,FALSE,6,7,NA,NA,0.5,0.5
1070,30010700,FALSE,10,10,NA,NA,0.5,0.5
1071,30010710,FALSE,7,5,NA,NA,0.5,0.5
1072,30010720,FALSE,10,0,NA,NA,0.5,0.5
1073,30010730,FALSE,8,3,NA,NA,0.5,0.5
1074,30010740,FALSE,7,5,NA,NA,0.5,0.5
1075,30010750,FALSE,5,8,NA,NA,0.5,0.5
1076,30010760,FALSE,8,9,NA,NA,0.5,0.5
1077,30010770,FALSE,10,10,NA,NA,0.5,0.5
1078,30010780,FALSE,8,5,NA,NA,0.5,0.5
1079,30010790,FALSE,10,10,NA,NA,0.5,0.5
1080,30010800,FALSE,6,10,NA,NA,0.5,0.5
1081,30010810,FALSE,10,10,NA,NA,0.5,0.5
1082,30010820,FALSE,10,8,NA,NA,0.5,0.5
1083,30010830,FALSE,9,9,NA,NA,0.5,0.5
1084,30010840,FALSE,10,10,NA,NA,0.5,0.5
1085,30010850,FALSE,5,9,NA,NA,0.5,0.5
1086,30010860,FALSE,10,5,NA,NA,0.5,0.5
1087,30010870,FALSE,8,8,NA,NA,0.5,0.5
1088,30010880,FALSE,8,10,NA,NA,0.5,0.5
1089,30010890,FALSE,8,5,NA,NA,0.5,0.5
1090,30010900,FALSE,8,10,NA,NA,0.5,0.5
1091,30010910,FALSE,10,5,NA,NA,0.5,0.5
1092,30010920,FALSE,10,10,NA,NA,0.5,0.5
1093,30010930,FALSE,NA,8,NA,NA,0.5,0.5
1094,30010940,FALSE,NA,5,NA,NA,0.5,0.5
1095,30010950,FALSE,10,10,NA,NA,0.5,0.5
1096,30010960,FALSE,10,8,NA,NA,0.5,0.5
1097,30010970,FALSE,7,10,NA,NA,0.5,0.5
1098,30010980,FALSE,8,8,NA,NA,0.5,0.5
1099,30010990,FALSE,5,10,NA,NA,0.5,0.5
1100,30011000,FALSE,8,9,NA,NA,0.5,0.5
1101,30011010,FALSE,6,7,NA,NA,0.5,0.5
1102,30011020,FALSE,7,10,NA,NA,0.5,0.5
1103,30011030,FALSE,7,NA,NA,NA,0.5,0.5
1104,30011040,FALSE,7,6,NA,NA,0.5,0.5
1105,30011050,FALSE,10,10,NA,NA,0.5,0.5
1106,30011060,FALSE,10,10,NA,NA,0.5,0.5
1107,30011070,FALSE,NA,10,NA,NA,0.5,0.5
1108,30011080,FALSE,6,8,NA,NA,0.5,0.5
1109,30011090,FALSE,10,10,NA,NA,0.5,0.5
1110,30011100,FALSE,10,5,NA,NA,0.5,0.5
1111,30011110,FALSE,10,10,NA,NA,0.5,0.5
1112,30011120,FALSE,5,6,NA,NA,0.5,0.5
1113,30011130,FALSE,5,7,NA,NA,0.5,0.5
1114,30011140,FALSE,10,10,NA,NA,0.5,0.5
1115,30011150,FALSE,9,7,NA,NA,0.5,0.5
1116,30011160,FALSE,10,8,NA,NA,0.5,0.5
1117,30011170,FALSE,8,8,NA,NA,0.5,0.5
1118,30011180,FALSE,7,8,NA,NA,0.5,0.5
1119,30011190,FALSE,10,10,NA,NA,0.5,0.5
1120,30011200,FALSE,10,10,NA,NA,0.5,0.5
1121,30011210,FALSE,10,10,NA,NA,0.5,0.5
1122,30011220,FALSE,5,8,NA,NA,0.5,0.5
1123,30011230,FALSE,NA,10,NA,NA,0.5,0.5
1124,30011240,FALSE,9,9,NA,NA,0.5,0.5
1125,30011250,FALSE,10,3,NA,NA,0.5,0.5
1126,30011260,FALSE,8,4,NA,NA,0.5,0.5
1127,30011270,FALSE,5,5,NA,NA,0.5,0.5
1128,30011280,FALSE,7,8,NA,NA,0.5,0.5
1129,30011290,FALSE,8,6,NA,NA,0.5,0.5
1130,30011300,FALSE,10,5,NA,NA,0.5,0.5
1131,30011310,FALSE,8,10,NA,NA,0.5,0.5
1132,30011320,FALSE,8,7,NA,NA,0.5,0.5
1133,30011330,FALSE,6,8,NA,NA,0.5,0.5
1134,30011340,FALSE,5,10,NA,NA,0.5,0.5
1135,30011350,FALSE,8,8,NA,NA,0.5,0.5
1136,30011360,FALSE,10,10,NA,NA,0.5,0.5
1137,30011370,FALSE,8,8,NA,NA,0.5,0.5
1138,30011380,FALSE,10,10,NA,NA,0.5,0.5
1139,30011390,FALSE,5,10,NA,NA,0.5,0.5
1140,30011400,FALSE,5,10,NA,NA,0.5,0.5
1141,30011410,FALSE,8,9,NA,NA,0.5,0.5
1142,30011420,FALSE,8,9,NA,NA,0.5,0.5
1143,30011430,FALSE,10,7,NA,NA,0.5,0.5
1144,30011440,FALSE,9,9,NA,NA,0.5,0.5
1145,30011450,FALSE,6,4,NA,NA,0.5,0.5
1146,30011460,FALSE,8,7,NA,NA,0.5,0.5
1147,30011470,FALSE,9,10,NA,NA,0.5,0.5
1148,30011480,FALSE,NA,6,NA,NA,0.5,0.5
1149,30011490,FALSE,10,9,NA,NA,0.5,0.5
1150,30011500,FALSE,5,5,NA,NA,0.5,0.5
1151,30011510,FALSE,10,10,NA,NA,0.5,0.5
1152,30011520,FALSE,NA,9,NA,NA,0.5,0.5
1153,30011530,FALSE,9,9,NA,NA,0.5,0.5
1154,30011540,FALSE,8,10,NA,NA,0.5,0.5
1155,30011550,FALSE,10,6,NA,NA,0.5,0.5
1156,30011560,FALSE,NA,9,NA,NA,0.5,0.5
1157,30011570,FALSE,9,10,NA,NA,0.5,0.5
1158,30011580,FALSE,8,10,NA,NA,0.5,0.5
1159,30011590,FALSE,10,10,NA,NA,0.5,0.5
1160,30011600,FALSE,5,10,NA,NA,0.5,0.5
1161,30011610,FALSE,6,8,NA,NA,0.5,0.5
1162,30011620,FALSE,5,8,NA,NA,0.5,0.5
1163,30011630,FALSE,10,10,NA,NA,0.5,0.5
1164,30011640,FALSE,NA,10,NA,NA,0.5,0.5
1165,30011650,FALSE,10,10,NA,NA,0.5,0.5
1166,30011660,FALSE,10,10,NA,NA,0.5,0.5
1167,30011670,FALSE,5,9,NA,NA,0.5,0.5
1168,30011680,FALSE,8,8,NA,NA,0.5,0.5
1169,30011690,FALSE,5,7,NA,NA,0.5,0.5
1170,30011700,FALSE,10,10,NA,NA,0.5,0.5
1171,30011710,FALSE,10,10,NA,NA,0.5,0.5
1172,30011720,FALSE,10,5,NA,NA,0.5,0.5
1173,30011730,FALSE,10,10,NA,NA,0.5,0.5
1174,30011740,FALSE,10,10,NA,NA,0.5,0.5
1175,30011750,FALSE,7,8,NA,NA,0.5,0.5
1176,30011760,FALSE,5,10,NA,NA,0.5,0.5
1177,30011770,FALSE,10,10,NA,NA,0.5,0.5
1178,30011780,FALSE,10,10,NA,NA,0.5,0.5
1179,30011790,FALSE,8,10,NA,NA,0.5,0.5
1180,30011800,FALSE,10,5,NA,NA,0.5,0.5
1181,30011810,FALSE,6,8,NA,NA,0.5,0.5
1182,30011820,FALSE,10,10,NA,NA,0.5,0.5
1183,30011830,FALSE,7,5,NA,NA,0.5,0.5
1184,30011840,FALSE,5,7,NA,NA,0.5,0.5
1185,30011850,FALSE,10,10,NA,NA,0.5,0.5
1186,30011860,FALSE,10,10,NA,NA,0.5,0.5
1187,30011870,FALSE,NA,10,NA,NA,0.5,0.5
1188,30011880,FALSE,10,10,NA,NA,0.5,0.5
1189,30011890,FALSE,5,9,NA,NA,0.5,0.5
1190,30011900,FALSE,7,8,NA,NA,0.5,0.5
1191,30011910,FALSE,4,4,NA,NA,0.5,0.5
1192,30011920,FALSE,8,10,NA,NA,0.5,0.5
1193,30011930,FALSE,8,10,NA,NA,0.5,0.5
1194,30011940,FALSE,8,8,NA,NA,0.5,0.5
1195,30011950,FALSE,9,9,NA,NA,0.5,0.5
1196,30011960,FALSE,10,10,NA,NA,0.5,0.5
1197,30011970,FALSE,10,9,NA,NA,0.5,0.5
1198,30011980,FALSE,7,9,NA,NA,0.5,0.5
1199,30011990,FALSE,10,8,NA,NA,0.5,0.5
1200,30012000,FALSE,10,10,NA,NA,0.5,0.5
1201,30012010,FALSE,8,8,NA,NA,0.5,0.5
1202,30012020,FALSE,8,9,NA,NA,0.5,0.5
1203,30012030,FALSE,7,7,NA,NA,0.5,0.5
1204,30012040,FALSE,8,8,NA,NA,0.5,0.5
1205,30012050,FALSE,8,9,NA,NA,0.5,0.5
1206,30012060,FALSE,8,10,NA,NA,0.5,0.5
1207,30012070,FALSE,10,10,NA,NA,0.5,0.5
1208,30012080,FALSE,10,7,NA,NA,0.5,0.5
1209,30012090,FALSE,4,10,NA,NA,0.5,0.5
1210,30012100,FALSE,7,8,NA,NA,0.5,0.5
1211,30012110,FALSE,9,6,NA,NA,0.5,0.5
1212,30012120,FALSE,6,10,NA,NA,0.5,0.5
1213,30012130,FALSE,10,10,NA,NA,0.5,0.5
1214,30012140,FALSE,8,7,NA,NA,0.5,0.5
1215,30012150,FALSE,5,7,NA,NA,0.5,0.5
1216,30012160,FALSE,10,5,NA,NA,0.5,0.5
1217,30012170,FALSE,9,10,NA,NA,0.5,0.5
1218,30012180,FALSE,7,0,NA,NA,0.5,0.5
1219,30012190,FALSE,NA,10,NA,NA,0.5,0.5
1220,30012200,FALSE,8,9,NA,NA,0.5,0.5
1221,30012210,FALSE,10,10,NA,NA,0.5,0.5
1222,30012220,FALSE,8,9,NA,NA,0.5,0.5
1223,30012230,FALSE,10,10,NA,NA,0.5,0.5
1224,30012240,FALSE,10,10,NA,NA,0.5,0.5
1225,30012250,FALSE,4,8,NA,NA,0.5,0.5
1226,30012260,FALSE,10,10,NA,NA,0.5,0.5
1227,30012270,FALSE,10,10,NA,NA,0.5,0.5
1228,30012280,FALSE,10,5,NA,NA,0.5,0.5
1229,30012290,FALSE,0,5,NA,NA,0.5,0.5
1230,30012300,FALSE,10,10,NA,NA,0.5,0.5
1231,30012310,FALSE,7,8,NA,NA,0.5,0.5
1232,30012320,FALSE,5,7,NA,NA,0.5,0.5
1233,30012330,FALSE,6,10,NA,NA,0.5,0.5
1234,30012340,FALSE,NA,10,NA,NA,0.5,0.5
1235,30012350,FALSE,8,8,NA,NA,0.5,0.5
1236,30012360,FALSE,9,9,NA,NA,0.5,0.5
1237,30012370,FALSE,3,10,NA,NA,0.5,0.5
1238,30012380,FALSE,8,8,NA,NA,0.5,0.5
1239,30012390,FALSE,10,10,NA,NA,0.5,0.5
1240,30012400,FALSE,NA,9,NA,NA,0.5,0.5
1241,30012410,FALSE,7,7,NA,NA,0.5,0.5
1242,30012420,FALSE,9,9,NA,NA,0.5,0.5
1243,30012430,FALSE,8,8,NA,NA,0.5,0.5
1244,30012440,FALSE,4,7,NA,NA,0.5,0.5
1245,30012450,FALSE,10,10,NA,NA,0.5,0.5
1246,30012460,FALSE,10,10,NA,NA,0.5,0.5
1247,30012470,FALSE,8,9,NA,NA,0.5,0.5
1248,30012480,FALSE,7,8,NA,NA,0.5,0.5
1249,30012490,FALSE,8,9,NA,NA,0.5,0.5
1250,30012500,FALSE,10,10,NA,NA,0.5,0.5
1251,30012510,FALSE,5,8,NA,NA,0.5,0.5
1252,30012520,FALSE,9,7,NA,NA,0.5,0.5
1253,30012530,FALSE,8,10,NA,NA,0.5,0.5
1254,30012540,FALSE,7,7,NA,NA,0.5,0.5
1255,30012550,FALSE,10,10,NA,NA,0.5,0.5
1256,30012560,FALSE,10,10,NA,NA,0.5,0.5
1257,30012570,FALSE,10,10,NA,NA,0.5,0.5
1258,30012580,FALSE,10,10,NA,NA,0.5,0.5
1259,30012590,FALSE,5,10,NA,NA,0.5,0.5
1260,30012600,FALSE,10,10,NA,NA,0.5,0.5
1261,30012610,FALSE,5,5,NA,NA,0.5,0.5
1262,30012620,FALSE,10,10,NA,NA,0.5,0.5
1263,30012630,FALSE,10,10,NA,NA,0.5,0.5
1264,30012640,FALSE,10,10,NA,NA,0.5,0.5
1265,30012650,FALSE,9,8,NA,NA,0.5,0.5
1266,30012660,FALSE,9,10,NA,NA,0.5,0.5
1267,30012670,FALSE,8,8,NA,NA,0.5,0.5
1268,30012680,FALSE,8,8,NA,NA,0.5,0.5
1269,30012690,FALSE,10,10,NA,NA,0.5,0.5
1270,30012700,FALSE,10,6,NA,NA,0.5,0.5
1271,30012710,FALSE,NA,NA,NA,NA,0.5,0.5
1272,30012720,FALSE,10,0,NA,NA,0.5,0.5
1273,30012730,FALSE,8,5,NA,NA,0.5,0.5
1274,30012740,FALSE,NA,10,NA,NA,0.5,0.5
1275,30012750,FALSE,10,10,NA,NA,0.5,0.5
1276,30012760,FALSE,4,5,NA,NA,0.5,0.5
1277,30012770,FALSE,4,6,NA,NA,0.5,0.5
1278,30012780,FALSE,2,10,NA,NA,0.5,0.5
1279,30012790,FALSE,5,10,NA,NA,0.5,0.5
1280,30012800,FALSE,10,10,NA,NA,0.5,0.5
1281,30012810,FALSE,10,10,NA,NA,0.5,0.5
1282,30012820,FALSE,10,10,NA,NA,0.5,0.5
1283,30012830,FALSE,10,8,NA,NA,0.5,0.5
1284,30012840,FALSE,5,5,NA,NA,0.5,0.5
1285,30012850,FALSE,7,8,NA,NA,0.5,0.5
1286,30012860,FALSE,5,5,NA,NA,0.5,0.5
1287,30012870,FALSE,10,9,NA,NA,0.5,0.5
1288,30012880,FALSE,NA,8,NA,NA,0.5,0.5
1289,30012890,FALSE,0,5,NA,NA,0.5,0.5
1290,30012900,FALSE,6,8,NA,NA,0.5,0.5
1291,30012910,FALSE,7,8,NA,NA,0.5,0.5
1292,30012920,FALSE,5,5,NA,NA,0.5,0.5
1293,30012930,FALSE,10,10,NA,NA,0.5,0.5
1294,30012940,FALSE,8,5,NA,NA,0.5,0.5
1295,30012950,FALSE,7,10,NA,NA,0.5,0.5
1296,30012960,FALSE,7,6,NA,NA,0.5,0.5
1297,30012970,FALSE,8,7,NA,NA,0.5,0.5
1298,30012980,FALSE,0,5,NA,NA,0.5,0.5
1299,30012990,FALSE,10,10,NA,NA,0.5,0.5
1300,30013000,FALSE,10,10,NA,NA,0.5,0.5
1301,30013010,FALSE,10,7,NA,NA,0.5,0.5
1302,30013020,FALSE,9,5,NA,NA,0.5,0.5
1303,30013030,FALSE,10,9,NA,NA,0.5,0.5
1304,30013040,FALSE,5,5,NA,NA,0.5,0.5
1305,30013050,FALSE,1,5,NA,NA,0.5,0.5
1306,30013060,FALSE,10,8,NA,NA,0.5,0.5
1307,30013070,FALSE,7,6,NA,NA,0.5,0.5
1308,30013080,FALSE,10,10,NA,NA,0.5,0.5
1309,30013090,FALSE,10,10,NA,NA,0.5,0.5
1310,30013100,FALSE,10,10,NA,NA,0.5,0.5
1311,30013110,FALSE,10,10,NA,NA,0.5,0.5
1312,30013120,FALSE,10,10,NA,NA,0.5,0.5
1313,30013130,FALSE,5,8,NA,NA,0.5,0.5
1314,30013140,FALSE,NA,10,NA,NA,0.5,0.5
1315,30013150,FALSE,7,8,NA,NA,0.5,0.5
1316,30013160,FALSE,8,10,NA,NA,0.5,0.5
1317,30013170,FALSE,10,6,NA,NA,0.5,0.5
1318,30013180,FALSE,9,9,NA,NA,0.5,0.5
1319,30013190,FALSE,8,8,NA,NA,0.5,0.5
1320,30013200,FALSE,5,4,NA,NA,0.5,0.5
1321,30013210,FALSE,9,10,NA,NA,0.5,0.5
1322,30013220,FALSE,8,8,NA,NA,0.5,0.5
1323,30013230,FALSE,5,8,NA,NA,0.5,0.5
1324,30013240,FALSE,3,5,NA,NA,0.5,0.5
1325,30013250,FALSE,5,10,NA,NA,0.5,0.5
1326,30013260,FALSE,7,5,NA,NA,0.5,0.5
1327,30013270,FALSE,NA,10,NA,NA,0.5,0.5
1328,30013280,FALSE,8,10,NA,NA,0.5,0.5
1329,30013290,FALSE,5,6,NA,NA,0.5,0.5
1330,30013300,FALSE,9,9,NA,NA,0.5,0.5
1331,30013310,FALSE,10,8,NA,NA,0.5,0.5
1332,30013320,FALSE,10,10,NA,NA,0.5,0.5
1333,30013330,FALSE,7,9,NA,NA,0.5,0.5
1334,30013340,FALSE,9,7,NA,NA,0.5,0.5
1335,30013350,FALSE,10,7,NA,NA,0.5,0.5
1336,30013360,FALSE,6,10,NA,NA,0.5,0.5
1337,30013370,FALSE,9,6,NA,NA,0.5,0.5
1338,30013380,FALSE,10,7,NA,NA,0.5,0.5
1339,30013390,FALSE,10,10,NA,NA,0.5,0.5
1340,30013400,FALSE,5,8,NA,NA,0.5,0.5
1341,30013410,FALSE,8,8,NA,NA,0.5,0.5
1342,30013420,FALSE,8,8,NA,NA,0.5,0.5
1343,30013430,FALSE,8,2,NA,NA,0.5,0.5
1344,30013440,FALSE,9,9,NA,NA,0.5,0.5
1345,30013450,FALSE,10,7,NA,NA,0.5,0.5
1346,30013460,FALSE,10,10,NA,NA,0.5,0.5
1347,30013470,FALSE,7,10,NA,NA,0.5,0.5
1348,30013480,FALSE,8,10,NA,NA,0.5,0.5
1349,30013490,FALSE,10,10,NA,NA,0.5,0.5
1350,30013500,FALSE,10,10,NA,NA,0.5,0.5
1351,30013510,FALSE,9,5,NA,NA,0.5,0.5
1352,30013520,FALSE,9,10,NA,NA,0.5,0.5
1353,30013530,FALSE,10,10,NA,NA,0.5,0.5
1354,30013540,FALSE,10,10,NA,NA,0.5,0.5
1355,30013550,FALSE,NA,NA,NA,NA,0.5,0.5
1356,30013560,FALSE,10,10,NA,NA,0.5,0.5
1357,30013570,FALSE,10,10,NA,NA,0.5,0.5
1358,30013580,FALSE,10,8,NA,NA,0.5,0.5
1359,30013590,FALSE,NA,7,NA,NA,0.5,0.5
1360,30013600,FALSE,8,8,NA,NA,0.5,0.5
1361,30013610,FALSE,8,9,NA,NA,0.5,0.5
1362,30013620,FALSE,10,10,NA,NA,0.5,0.5
1363,30013630,FALSE,5,10,NA,NA,0.5,0.5
1364,30013640,FALSE,8,8,NA,NA,0.5,0.5
1365,30013650,FALSE,8,7,NA,NA,0.5,0.5
1366,30013660,FALSE,NA,10,NA,NA,0.5,0.5
1367,30013670,FALSE,10,10,NA,NA,0.5,0.5
1368,30013680,FALSE,8,10,NA,NA,0.5,0.5
1369,30013690,FALSE,5,10,NA,NA,0.5,0.5
1370,30013700,FALSE,10,10,NA,NA,0.5,0.5
1371,30013710,FALSE,1,10,NA,NA,0.5,0.5
1372,30013720,FALSE,5,5,NA,NA,0.5,0.5
1373,30013730,FALSE,10,NA,NA,NA,0.5,0.5
1374,30013740,FALSE,8,8,NA,NA,0.5,0.5
1375,30013750,FALSE,5,8,NA,NA,0.5,0.5
1376,30013760,FALSE,10,4,NA,NA,0.5,0.5
1377,30013770,FALSE,5,10,NA,NA,0.5,0.5
1378,30013780,FALSE,10,8,NA,NA,0.5,0.5
1379,30013790,FALSE,5,10,NA,NA,0.5,0.5
1380,30013800,FALSE,7,5,NA,NA,0.5,0.5
1381,30013810,FALSE,10,10,NA,NA,0.5,0.5
1382,30013820,FALSE,8,8,NA,NA,0.5,0.5
1383,30013830,FALSE,5,5,NA,NA,0.5,0.5
1384,30013840,FALSE,10,10,NA,NA,0.5,0.5
1385,30013850,FALSE,10,10,NA,NA,0.5,0.5
1386,30013860,FALSE,9,10,NA,NA,0.5,0.5
1387,30013870,FALSE,7,9,NA,NA,0.5,0.5
1388,30013880,FALSE,5,8,NA,NA,0.5,0.5
1389,30013890,FALSE,5,8,NA,NA,0.5,0.5
1390,30013900,FALSE,9,10,NA,NA,0.5,0.5
1391,30013910,FALSE,10,9,NA,NA,0.5,0.5
1392,30013920,FALSE,8,5,NA,NA,0.5,0.5
1393,30013930,FALSE,5,7,NA,NA,0.5,0.5
1394,30013940,FALSE,5,10,NA,NA,0.5,0.5
1395,30013950,FALSE,6,5,NA,NA,0.5,0.5
1396,30013960,FALSE,5,10,NA,NA,0.5,0.5
1397,30013970,FALSE,8,8,NA,NA,0.5,0.5
1398,30013980,FALSE,8,9,NA,NA,0.5,0.5
1399,30013990,FALSE,10,10,NA,NA,0.5,0.5
1400,30014000,FALSE,5,8,NA,NA,0.5,0.5
1401,30014010,FALSE,10,10,NA,NA,0.5,0.5
1402,30014020,FALSE,7,10,NA,NA,0.5,0.5
1403,30014030,FALSE,8,10,NA,NA,0.5,0.5
1404,30014040,FALSE,8,10,NA,NA,0.5,0.5
1405,30014050,FALSE,10,10,NA,NA,0.5,0.5
1406,30014060,FALSE,10,10,NA,NA,0.5,0.5
1407,30014070,FALSE,9,7,NA,NA,0.5,0.5
1408,30014080,FALSE,9,6,NA,NA,0.5,0.5
1409,30014090,FALSE,10,10,NA,NA,0.5,0.5
1410,30014100,FALSE,10,10,NA,NA,0.5,0.5
1411,30014110,FALSE,8,8,NA,NA,0.5,0.5
1412,30014120,FALSE,5,0,NA,NA,0.5,0.5
1413,30014130,FALSE,7,7,NA,NA,0.5,0.5
1414,30014140,FALSE,8,7,NA,NA,0.5,0.5
1415,30014150,FALSE,10,10,NA,NA,0.5,0.5
1416,30014160,FALSE,10,10,NA,NA,0.5,0.5
1417,30014170,FALSE,10,10,NA,NA,0.5,0.5
1418,30014180,FALSE,10,8,NA,NA,0.5,0.5
1419,30014190,FALSE,8,8,NA,NA,0.5,0.5
1420,30014200,FALSE,7,8,NA,NA,0.5,0.5
1421,30014210,FALSE,9,9,NA,NA,0.5,0.5
1422,30014220,FALSE,10,10,NA,NA,0.5,0.5
1423,30014230,FALSE,7,8,NA,NA,0.5,0.5
1424,30014240,FALSE,10,8,NA,NA,0.5,0.5
1425,30014250,FALSE,10,10,NA,NA,0.5,0.5
1426,30014260,FALSE,4,4,NA,NA,0.5,0.5
1427,30014270,FALSE,10,10,NA,NA,0.5,0.5
1428,30014280,FALSE,10,10,NA,NA,0.5,0.5
1429,30014290,FALSE,5,10,NA,NA,0.5,0.5
1430,30014300,FALSE,8,9,NA,NA,0.5,0.5
1431,30014310,FALSE,8,10,NA,NA,0.5,0.5
1432,30014320,FALSE,3,10,NA,NA,0.5,0.5
1433,30014330,FALSE,3,10,NA,NA,0.5,0.5
1434,30014340,FALSE,7,7,NA,NA,0.5,0.5
1435,30014350,FALSE,10,8,NA,NA,0.5,0.5
1436,30014360,FALSE,NA,NA,NA,NA,0.5,0.5
1437,30014370,FALSE,9,9,NA,NA,0.5,0.5
1438,30014380,FALSE,10,9,NA,NA,0.5,0.5
1439,30014390,FALSE,10,10,NA,NA,0.5,0.5
1440,30014400,FALSE,9,9,NA,NA,0.5,0.5
1441,30014410,FALSE,5,8,NA,NA,0.5,0.5
1442,30014420,FALSE,5,8,NA,NA,0.5,0.5
1443,30014430,FALSE,10,8,NA,NA,0.5,0.5
1444,30014440,FALSE,7,10,NA,NA,0.5,0.5
1445,30014450,FALSE,10,10,NA,NA,0.5,0.5
1446,30014460,FALSE,8,6,NA,NA,0.5,0.5
1447,30014470,FALSE,10,10,NA,NA,0.5,0.5
1448,30014480,FALSE,8,10,NA,NA,0.5,0.5
1449,30014490,FALSE,10,10,NA,NA,0.5,0.5
1450,30014500,FALSE,9,9,NA,NA,0.5,0.5
1451,30014510,FALSE,10,10,NA,NA,0.5,0.5
