source_column,source_value,value_label
fp1,1,a lot better
fp1,2,somewhat better
fp1,3,somewhat worse
fp1,4,a lot worse
fp1,5,neither direction
fp1,8,don't know
fp1,9,refused
fp2a_a,98,don't know
fp2a_a,99,refused
fp2a_b,98,don't know
fp2a_b,99,refused
fp2a_c,98,don't know
fp2a_c,99,refused
fp2b_a,98,don't know
fp2b_a,99,refused
fp2b_b,98,don't know
fp2b_b,99,refused
fp2b_c,98,don't know
fp2b_c,99,refused
fp2b_d,98,don't know
fp2b_d,99,refused
fp2c_a,98,don't know
fp2c_a,99,refused
fp2c_b,98,don't know
fp2c_b,99,refused
fp2c_c,98,don't know
fp2c_c,99,refused
fp2c_d,98,don't know
fp2c_d,99,refused
fp3a_a,1,agree
fp3a_a,2,disagree
fp3a_a,3,fall in between
fp3a_a,4,haven't thought much about this
fp3a_a,8,don't know
fp3a_a,9,refused
fp3a_b,1,agree strongly
fp3a_b,5,agree somewhat
fp3a_b,8,don't know
fp3a_b,9,refused
fp3a_c,1,disagree strongly
fp3a_c,5,disagree somewhat
fp3a_c,8,don't know
fp3a_c,9,refused
fp3a_s,1,agree strongly
fp3a_s,2,agree somewhat
fp3a_s,3,fall in btwn
fp3a_s,4,disagree somewhat
fp3a_s,5,disagree strongly
fp3a_s,6,haven't thought much about this
fp3a_s,94,agree - dk
fp3a_s,95,agree - refused
fp3a_s,96,disagree - dk
fp3a_s,97,disagree - ref
fp3a_s,98,don't know
fp3a_s,99,refused
fp3b_a,1,agree
fp3b_a,2,disagree
fp3b_a,3,fall in between
fp3b_a,4,haven't thought much about this
fp3b_a,8,don't know
fp3b_a,9,refused
fp3b_b,1,agree strongly
fp3b_b,5,agree somewhat
fp3b_b,8,don't know
fp3b_b,9,refused
fp3b_c,1,disagree strongly
fp3b_c,5,disagree somewhat
fp3b_c,8,don't know
fp3b_c,9,refused
fp3b_s,1,agree strongly
fp3b_s,2,agree somewhat
fp3b_s,3,fall in between
fp3b_s,4,disagree somewhat
fp3b_s,5,disagree strongly
fp3b_s,6,haven't thought much about this
fp3b_s,94,agree - dk
fp3b_s,95,agree - refused
fp3b_s,96,disagree - dk
fp3b_s,97,disagree - ref
fp3b_s,98,don't know
fp3b_s,99,refused
fp3c_a,1,agree
fp3c_a,2,disagree
fp3c_a,3,fall in between
fp3c_a,4,haven't thought much about this
fp3c_a,8,don't know
fp3c_a,9,refused
fp3c_b,1,agree strongly
fp3c_b,5,agree somewhat
fp3c_b,8,don't know
fp3c_b,9,refused
fp3c_c,1,disagree strongly
fp3c_c,5,disagree somewhat
fp3c_c,8,don't know
fp3c_c,9,refused
fp3c_s,1,agree strongly
fp3c_s,2,agree somewhat
fp3c_s,3,fall in between
fp3c_s,4,disagree somewhat
fp3c_s,5,disagree strongly
fp3c_s,6,haven't thought much about this
fp3c_s,94,agree - dk
fp3c_s,95,agree - refused
fp3c_s,96,disagree - dk
fp3c_s,97,disagree - ref
fp3c_s,98,don't know
fp3c_s,99,refused
fp3d_a,1,agree
fp3d_a,2,disagree
fp3d_a,3,fall in between
fp3d_a,4,haven't thought much about this
fp3d_a,8,don't know
fp3d_a,9,refused
fp3d_b,1,agree strongly
fp3d_b,5,agree somewhat
fp3d_b,8,don't know
fp3d_b,9,refused
fp3d_c,1,disagree strongly
fp3d_c,5,disagree somewhat
fp3d_c,8,don't know
fp3d_c,9,refused
fp3d_s,1,agree strongly
fp3d_s,2,agree somewhat
fp3d_s,3,fall in between
fp3d_s,4,disagree somewhat
fp3d_s,5,disagree strongly
fp3d_s,6,haven't thought much about this
fp3d_s,94,agree - dk
fp3d_s,95,agree - refused
fp3d_s,96,disagree - dk
fp3d_s,97,disagree - ref
fp3d_s,98,don't know
fp3d_s,99,refused
fp4a_a,1,very important
fp4a_a,2,somewhat important
fp4a_a,3,not very important
fp4a_a,4,not important at all
fp4a_a,5,haven't thought much about this
fp4a_a,8,don't know
fp4a_a,9,refused
fp4a_b,1,very important
fp4a_b,2,somewhat important
fp4a_b,3,not very important
fp4a_b,4,not important at all
fp4a_b,5,haven't thought much about this
fp4a_b,8,don't know
fp4a_b,9,refused
fp4b_a,1,very important
fp4b_a,2,somewhat important
fp4b_a,3,not very important
fp4b_a,4,not important at all
fp4b_a,5,haven't thought much about this
fp4b_a,8,don't know
fp4b_a,9,refused
fp4b_b,1,very important
fp4b_b,2,somewhat important
fp4b_b,3,not very important
fp4b_b,4,not important at all
fp4b_b,5,haven't thought much about this
fp4b_b,8,don't know
fp4b_b,9,refused
wrm1_a,1,very serious
wrm1_a,2,somewhat serious
wrm1_a,3,not too serious
wrm1_a,4,not serious at all
wrm1_a,8,don't know
wrm1_a,9,refused
wrm1_b,1,human activities
wrm1_b,2,natural changes
wrm1_b,3,not occurring at all
wrm1_b,4,haven't thought much about this
wrm1_b,8,don't know
wrm1_b,9,refused
wrm2a_a,1,support
wrm2a_a,2,oppose
wrm2a_a,3,neither support nor oppose
wrm2a_a,4,haven't thought much about this
wrm2a_a,8,don't know
wrm2a_a,9,refused
wrm2a_b,1,support strongly
wrm2a_b,5,support somewhat
wrm2a_b,8,don't know
wrm2a_b,9,refused
wrm2a_c,1,oppose strongly
wrm2a_c,5,oppose somewhat
wrm2a_c,8,don't know
wrm2a_c,9,refused
wrm2a_s,1,support strongly
wrm2a_s,2,support somewhat
wrm2a_s,3,neither support nor oppose
wrm2a_s,4,oppose somewhat
wrm2a_s,5,oppose strongly
wrm2a_s,6,haven't thought much about this
wrm2a_s,94,support - don't know
wrm2a_s,95,support - refused
wrm2a_s,96,oppose - don't know
wrm2a_s,97,oppose - refused
wrm2a_s,98,don't know
wrm2a_s,99,refused
wrm2b_a,1,support
wrm2b_a,2,oppose
wrm2b_a,3,neither support nor oppose
wrm2b_a,4,haven't thought much about this
wrm2b_a,8,don't know
wrm2b_a,9,refused
wrm2b_b,1,support strongly
wrm2b_b,5,support somewhat
wrm2b_b,8,don't know
wrm2b_b,9,refused
wrm2b_c,1,oppose strongly
wrm2b_c,5,oppose somewhat
wrm2b_c,8,don't know
wrm2b_c,9,refused
wrm2b_s,1,support strongly
wrm2b_s,2,support somewhat
wrm2b_s,3,neither support nor oppose
wrm2b_s,4,oppose somewhat
wrm2b_s,5,oppose strongly
wrm2b_s,6,haven't thought much about this
wrm2b_s,94,support - don't know
wrm2b_s,95,support - refused
wrm2b_s,96,oppose - don't know
wrm2b_s,97,oppose - refused
wrm2b_s,98,don't know
wrm2b_s,99,refused
wrm3_a,98,don't know
wrm3_a,99,refused
wrm3_b,98,don't know
wrm3_b,99,refused
wrm3_c,98,don't know
wrm3_c,99,refused
wrm4a_a,1,agree
wrm4a_a,2,disagree
wrm4a_a,3,fall in between
wrm4a_a,4,haven't thought much about this
wrm4a_a,8,don't know
wrm4a_a,9,refused
wrm4a_b,1,agree strongly
wrm4a_b,5,agree somewhat
wrm4a_b,8,don't know
wrm4a_b,9,refused
wrm4a_c,1,disagree strongly
wrm4a_c,5,disagree somewhat
wrm4a_c,8,don't know
wrm4a_c,9,refused
wrm4a_s,1,agree strongly
wrm4a_s,2,agree somewhat
wrm4a_s,3,fall in between
wrm4a_s,4,disagree somewhat
wrm4a_s,5,disagree strongly
wrm4a_s,6,haven't thought much about this
wrm4a_s,94,agree - dk
