source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
pollid,double,numeric,,,%9.0g,,,TRUE,Retained
pollgroup,double,numeric,,,%9.0g,,,TRUE,Retained
country,double,numeric,,,%9.0g,,,TRUE,Retained
mode,double,numeric,,,%9.0g,,,TRUE,Retained
t1knowlevel,double,numeric,,,%9.0g,,,TRUE,Retained
numitems,double,numeric,,,%9.0g,,,TRUE,Retained
group,double,numeric,,,%9.0g,,,TRUE,Retained
groupsize,double,numeric,,,%9.0g,,,TRUE,Retained
pfemale,double,numeric,,,%9.0g,,,TRUE,Retained
pwhite,double,numeric,,,%9.0g,,,TRUE,Retained
pminority,double,numeric,,,%9.0g,,,TRUE,Retained
phighknow,double,numeric,,,%9.0g,,,TRUE,Retained
phigheduc,double,numeric,,,%9.0g,,,TRUE,Retained
meant1know,double,numeric,,,%9.0g,,,TRUE,Retained
meant2know,double,numeric,,,%9.0g,,,TRUE,Retained
t1know,double,numeric,,,%9.0g,,,TRUE,Retained
t2know,double,numeric,,,%9.0g,,,TRUE,Retained
age,double,numeric,,,%9.0g,,,TRUE,Retained
female,double,numeric,,,%9.0g,,,TRUE,Retained
minority,double,numeric,,,%9.0g,,,TRUE,Retained
educ4,double,numeric,,,%9.0g,,,TRUE,Retained
ppeducat,double,haven_labelled|vctrs_vctr|double,,education (categorical),%8.0g,,,TRUE,Retained
hhincome,double,numeric,,,%9.0g,,,TRUE,Retained
ppincimp,double,haven_labelled|vctrs_vctr|double,,hh income (profile and imputed),%8.0g,,,TRUE,Retained
sqrtavgvar,double,numeric,,,%9.0g,,,TRUE,Retained
caseid_original,double,numeric,,case identification number,%8.0g,,,TRUE,Retained
dop1,double,haven_labelled|vctrs_vctr|double,,jan 2003 session participant,%8.0g,,,TRUE,Retained
dop2,double,haven_labelled|vctrs_vctr|double,,sept 2003 session participant,%8.0g,,,TRUE,Retained
dop3,double,haven_labelled|vctrs_vctr|double,,january 2004 session participant,%8.0g,,,TRUE,Retained
