source_column,source_value,value_label
serial_a,-9,not answered
serial_a,-1,item not applicable
field,-1,item not applicable
field,0,area 0
field,1,area 1
field,2,area 2
field,3,area 3
field,4,area 4
field,5,area 5
field,6,area 6
field,7,area 7
field,8,area 8
field,9,area 9
region,-9,not answered
region,-1,item not applicable
tnc,-9,not answered
tnc,-1,item not applicable
units,-9,not answered
units,-1,item not applicable
selunit,-9,not answered
selunit,-1,item not applicable
adults,-9,not answered
adults,-1,item not applicable
selper,-9,not answered
selper,-1,item not applicable
recruit,-9,not answered
recruit,-1,item not applicable
recruit,1,no - definite refusal
recruit,2,no - probable refusal
recruit,3,provisional yes/maybe/uncertain
recruit,4,yes will go
passinfo,-9,not answered
passinfo,-1,item not applicable
passinfo,0,not agreed
passinfo,1,agreed to pass on details
recnumb,-9,not answered
recnumb,-1,item not applicable
recnumb,1,telephone number recorded
recnumb,2,no telephone
recnumb,3,telephone number refused
agerange,-9,not answered
agerange,-1,item not applicable
agerange,1,18-29
agerange,2,30-44
agerange,3,45-64
agerange,4,65+
sex,-9,not answered
sex,-1,item not applicable
sex,1,male
sex,2,female
workstat,-9,not answered
workstat,-1,item not applicable
workstat,1,working ft/pt
workstat,2,unemployed
workstat,3,retired
workstat,4,looking after home/family
workstat,5,other
class,-9,not answered
class,-8,not known/can't classify
class,-1,item not applicable
class,1,professional/managerial (ab)
class,2,junior manager/other non-manual (c1)
class,3,skilled manual (c2)
class,4,semi- or unskilled manual/unemployed/dependent on state (de)
serial_m,-9,not answered
serial_m,-1,item not applicable
batch,-9,not answered
batch,-1,item not applicable
gender,-9,not answered
gender,-1,item not applicable
gender,1,male
gender,2,female
age,-9,not answered
age,-8,do not know
age,-7,refused
age,-1,item not applicable
kid,-9,not answered
kid,-1,item not applicable
kids5,-9,not answered
kids5,-1,item not applicable
kids11,-9,not answered
kids11,-1,item not applicable
kids15,-9,not answered
kids15,-1,item not applicable
kids17,-9,not answered
kids17,-1,item not applicable
marstat,-9,not answered
marstat,-1,item not applicable
marstat,1,married
marstat,2,living as married
marstat,3,separated or divorced
marstat,4,widowed
marstat,5,single and never married
newsyn,-9,not answered
newsyn,-1,item not applicable
newsyn,0,no
newsyn,1,yes
newsp,-9,not answered
newsp,-1,item not applicable
newsp,1,(scottish) daily express
newsp,2,daily mail
newsp,3,daily mirror/record
newsp,4,daily star
newsp,5,the sun
newsp,6,daily telegraph
newsp,7,financial times
newsp,8,the guardian
newsp,9,the independent
newsp,10,the times
newsp,11,other daily morning paper (write in)
gpappt,-9,not answered
gpappt,-8,don't know/varies
gpappt,-1,item not applicable
gpappt,1,a lot of improvement
gpappt,2,some improvement
gpappt,3,satisfactory
gpappt,4,very good
qualgps,-9,not answered
qualgps,-8,don't know/varies
qualgps,-1,item not applicable
qualgps,1,a lot of improvement
qualgps,2,some improvement
qualgps,3,satisfactory
qualgps,4,very good
waitlist,-9,not answered
waitlist,-8,don't know/varies
waitlist,-1,item not applicable
waitlist,1,a lot of improvement
waitlist,2,some improvement
waitlist,3,satisfactory
waitlist,4,very good
qualhosp,-9,not answered
qualhosp,-8,don't know/varies
qualhosp,-1,item not applicable
qualhosp,1,a lot of improvement
qualhosp,2,some improvement
qualhosp,3,satisfactory
qualhosp,4,very good
waitappt,-9,not answered
waitappt,-8,don't know/varies
waitappt,-1,item not applicable
waitappt,1,a lot of improvement
waitappt,2,some improvement
waitappt,3,satisfactory
waitappt,4,very good
waitout,-9,not answered
waitout,-8,don't know/varies
waitout,-1,item not applicable
waitout,1,a lot of improvement
waitout,2,some improvement
waitout,3,satisfactory
waitout,4,very good
waitacc,-9,not answered
waitacc,-8,don't know/varies
waitacc,-1,item not applicable
waitacc,1,a lot of improvement
waitacc,2,some improvement
waitacc,3,satisfactory
waitacc,4,very good
fend,-9,not answered
fend,-8,don't know/varies
fend,-1,item not applicable
fend,1,strongly disagree
fend,2,disagree
fend,3,neither agree/disagree
fend,4,agree
fend,5,agree strongly
govsp,-9,not answered
govsp,-8,don't know/varies
govsp,-1,item not applicable
govsp,1,strongly disagree
govsp,2,disagree
govsp,3,neither agree/disagree
govsp,4,agree
govsp,5,agree strongly
earn,-9,not answered
earn,-8,don't know/varies
earn,-1,item not applicable
earn,1,strongly disagree
earn,2,disagree
earn,3,neither agree/disagree
earn,4,agree
earn,5,agree strongly
liveprs,-9,not answered
liveprs,-8,don't know/varies
liveprs,-1,item not applicable
liveprs,1,strongly disagree
liveprs,2,disagree
liveprs,3,neither agree/disagree
liveprs,4,agree
liveprs,5,agree strongly
pid,-9,not answered
pid,-8,dont know
pid,-7,refused
pid,-1,item not applicable
pid,0,none
pid,1,conservative
pid,2,labour
pid,3,liberal democrat
pid,4,scottish nationaist party
pid,5,plaid cymru
pid,6,green party
pid,7,other
pidlean,-9,not answered
pidlean,-8,dont know
pidlean,-7,refused
pidlean,-1,item not applicable
pidlean,0,none
pidlean,1,conservative
pidlean,2,labour
pidlean,3,liberal democrat
