source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
cserial,double,numeric,float64,id number,%12.0g,,,TRUE,Retained
status,double,haven_labelled|vctrs_vctr|double,float64,participation status of respondent,%8.0g,,,TRUE,Retained
religall,double,haven_labelled|vctrs_vctr|double,float64,religion summary table from religion for participants/non-participants/no-shows,%8.0g,,,TRUE,Retained
cathlc,double,haven_labelled|vctrs_vctr|double,float64,is respondent catholic or from catholic background? (from religall),%8.0g,,,TRUE,Retained
protstnt,double,haven_labelled|vctrs_vctr|double,float64,is respondent protestant or from protestant background? (from religall),%8.0g,,,TRUE,Retained
female,double,numeric,float64,is respondent female? (from t1q3),%8.0g,,,TRUE,Retained
time1,double,haven_labelled|vctrs_vctr|double,float64,questionnaire,%8.0g,,,TRUE,Retained
t1q1,double,haven_labelled|vctrs_vctr|double,float64,t1:q1 first may we ask if you have school age children?,%8.0g,,,TRUE,Retained
t1q2,double,haven_labelled|vctrs_vctr|double,float64,t1:q2 what is your age?,%8.0g,,,TRUE,Retained
t1q3,double,haven_labelled|vctrs_vctr|double,float64,t1:q3 gender,%8.0g,,,TRUE,Retained
t1q4,double,haven_labelled|vctrs_vctr|double,float64,t1:q4. marital status?,%8.0g,,,TRUE,Retained
t1q5,double,haven_labelled|vctrs_vctr|double,float64,t1:q5. how would you describe what you were doing last week (in the seven days e,%8.0g,,,TRUE,Retained
t1q6,double,haven_labelled|vctrs_vctr|double,float64,t1:q6. and which of these descriptions applies to what your spouse/partner was d,%8.0g,,,TRUE,Retained
t1q7a,double,haven_labelled|vctrs_vctr|double,float64,"t1:q7. how old were you when you completed your continuous full-time education,",%8.0g,,,TRUE,Retained
t1q7b,double,haven_labelled|vctrs_vctr|double,float64,t1:q7. how old were you when you completed your continuous full-time education?,%8.0g,,,TRUE,Retained
t1q8,double,haven_labelled|vctrs_vctr|double,float64,t1:q8. and what is your highest educational qualification?,%8.0g,,,TRUE,Retained
t1q9,double,numeric,float64,t1:q9. how many school age children do you have?,%8.0g,,,TRUE,Retained
t1q10a,double,haven_labelled|vctrs_vctr|double,float64,t1:q10. could you please give me details describing the schools your children ar,%8.0g,,,TRUE,Retained
t1q10a_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10a child 1: gender,%8.0g,,,TRUE,Retained
t1q10b_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10b child 1: age,%8.0g,,,TRUE,Retained
t1q10c_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10c child 1: living with you,%8.0g,,,TRUE,Retained
t1q10d_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10d child 1: school in omagh,%8.0g,,,TRUE,Retained
t1q10e_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10e child 1: primary school,%8.0g,,,TRUE,Retained
t1q10f_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10f child 1: type of primary school,%8.0g,,,TRUE,Retained
t1q10g_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10g child 1: post-primary school,%8.0g,,,TRUE,Retained
t1q10h_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10h child 1: type of post-primary school,%8.0g,,,TRUE,Retained
t1q10i_1,double,haven_labelled|vctrs_vctr|double,float64,t1:q.10i child 1: gender composition of school,%8.0g,,,TRUE,Retained
t1q10b,double,haven_labelled|vctrs_vctr|double,float64,t1:q10. could you please give me details describing the schools your children ar,%8.0g,,,TRUE,Retained
