source_column,source_value,value_label
status,1,participant
status,2,non participant
status,3,no show
status,4,control group
religall,1,catholic
religall,2,protestant
religall,3,muslim
religall,4,jewish
religall,5,other
religall,6,dont know
religall,7,no answer
cathlc,0,no
cathlc,1,yes
protstnt,0,no
protstnt,1,yes
time1,1,time 1 questionnaire
time1,10,control group questionnaire
t1q1,1,yes
t1q1,2,no
t1q1,3,no answer
t1q2,-1,no answer
t1q3,1,male
t1q3,2,female
t1q3,3,no answer
t1q4,1,single (never married)
t1q4,2,married
t1q4,3,living as married
t1q4,4,separated
t1q4,5,divorced
t1q4,6,widowed
t1q4,7,no answer
t1q5,1,working full-time
t1q5,2,working part-time
t1q5,3,not working (seeking work)
t1q5,4,on a government training scheme
t1q5,5,retired
t1q5,6,in full-time education
t1q5,7,looking after the home
t1q5,8,permanently sick or disabled
t1q5,9,not working (and not seeking work)
t1q5,10,caring for an elderly or disabled person full-time
t1q5,11,other answers
t1q5,12,no answer
t1q6,1,working full-time
t1q6,2,working part-time
t1q6,3,not working (seeking work)
t1q6,4,on a government training scheme
t1q6,5,retired
t1q6,6,in full-time education
t1q6,7,looking after the home
t1q6,8,permanently sick or disabled
t1q6,9,not working (and not seeking work)
t1q6,10,caring for an elderly or disabled person full-time
t1q6,11,other answers
t1q6,12,no answer
t1q7a,1,age
t1q7a,2,still at school/college
t1q7a,3,no answer
t1q7b,-1,no answer
t1q7b,0,not applicable
t1q8,1,degree level or higer
t1q8,2,"btec (higher), bec (higher), tec (higher), hnc, hnd"
t1q8,3,gce 'a' level including nvq level 3)
t1q8,4,"btec (national), tec (national), onc, ond"
t1q8,5,"gcse (including nvq level 2), gce 'o' level (including cse g"
t1q8,6,cse (other than grade 1)
t1q8,7,no formal qualification
t1q8,8,other answers
t1q8,9,no answer
t1q10a,0,not
t1q10a,1,child 1
t1q10a_1,1,male
t1q10a_1,2,female
t1q10a_1,3,no answer
t1q10b_1,-1,no answer
t1q10c_1,1,yes
t1q10c_1,2,no
t1q10c_1,3,no answer
t1q10d_1,1,yes
t1q10d_1,2,no
t1q10d_1,3,no answer
t1q10e_1,1,yes
t1q10e_1,2,no
t1q10e_1,3,no answer
t1q10f_1,1,maintained (catholic)
t1q10f_1,2,controlled (state)
t1q10f_1,3,integrated
t1q10f_1,4,special
t1q10f_1,5,irish-medium
t1q10f_1,6,no answer/refused
t1q10f_1,7,private
t1q10g_1,1,yes
t1q10g_1,2,no
t1q10g_1,3,no answer
t1q10h_1,1,controlled (state) secondary
t1q10h_1,2,maintained (catholic) secondary
t1q10h_1,3,controlled (state) grammar
t1q10h_1,4,(voluntary) catholic grammar
t1q10h_1,5,integrated
t1q10h_1,6,irish-medium
