source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
ipnr,double,numeric,float64,IPnr,F11.0,,,TRUE,Retained
s_01,double,haven_labelled|vctrs_vctr|double,float64,Gender,F8.2,,,TRUE,Retained
s_02,double,numeric,float64,In what year are you born?,F8.2,,,TRUE,Retained
s_03_01,double,numeric,float64,Children living at home in your household -- No Children,F8.2,,,TRUE,Retained
s_03_02,double,numeric,float64,"Children, ages 0 to 1",F8.2,,,TRUE,Retained
s_03_03,double,numeric,float64,"Children, ages 2 to 5",F8.2,,,TRUE,Retained
s_03_04,double,numeric,float64,"Children, ages 6 to 15",F8.2,,,TRUE,Retained
s_03_05,double,numeric,float64,"Young People, ages 16 to 19",F8.2,,,TRUE,Retained
s_03_06,double,numeric,float64,"Young People, ages 20 to 30",F8.2,,,TRUE,Retained
s_03_07,double,numeric,float64,Over 30,F8.2,,,TRUE,Retained
s_04_01,double,numeric,float64,Are you a relative of older people who live in -- Senior Citizen Housing,F8.2,,,TRUE,Retained
s_04_02,double,numeric,float64,Are you a relative of older people who live in -- Sheltered housing for the elderly,F8.2,,,TRUE,Retained
s_04_03,double,numeric,float64,Are you a relative of older people who live in -- Nursing Home,F8.2,,,TRUE,Retained
s_04_04,double,numeric,float64,Are you a relative of older people who live in -- No,F8.2,,,TRUE,Retained
s_05_01,double,numeric,float64,Are you a relative of older people who receive or use -- home help,F8.2,,,TRUE,Retained
s_05_02,double,numeric,float64,Are you a relative of older people who receive or use -- nursing at home,F8.2,,,TRUE,Retained
s_05_03,double,numeric,float64,Are you a relative of older people who receive or use -- senior citizen center,F8.2,,,TRUE,Retained
s_05_04,double,numeric,float64,Are you a relative of older people who receive or use -- No,F8.2,,,TRUE,Retained
s_06_01,double,numeric,float64,Do you have children living at home who are in a day care or nursery,F8.2,,,TRUE,Retained
s_06_02,double,numeric,float64,Do you have children living at home who are in preschool,F8.2,,,TRUE,Retained
s_06_03,double,numeric,float64,Do you have children living at home who are in a day care in a private home,F8.2,,,TRUE,Retained
s_06_04,double,numeric,float64,Do you have children living at home who are in a integrate institution,F8.2,,,TRUE,Retained
s_06_05,double,numeric,float64,Do you have children living at home who are on leave,F8.2,,,TRUE,Retained
s_06_06,double,numeric,float64,Do you have children living at home who are --No,F8.2,,,TRUE,Retained
s_07_01,double,numeric,float64,Do you have children living at home who are in elementary or middle school,F8.2,,,TRUE,Retained
s_07_02,double,numeric,float64,Do you have children living at home who will start elementary next year,F8.2,,,TRUE,Retained
s_07_03,double,numeric,float64,Do you have children living at home who are --No,F8.2,,,TRUE,Retained
s_08_01,double,numeric,float64,Do you have children living at home who are in high school,F8.2,,,TRUE,Retained
s_08_02,double,numeric,float64,Do you have children living at home who will start high school in the next year,F8.2,,,TRUE,Retained
s_08_03,double,numeric,float64,Do you have children living at home -- No,F8.2,,,TRUE,Retained
s_09_01,double,numeric,float64,Are you living in senior citizen housing?,F8.2,,,TRUE,Retained
s_09_02,double,numeric,float64,Are you living in sheltered housing for the elderly,F8.2,,,TRUE,Retained
s_09_03,double,numeric,float64,Are you living in a nursing home,F8.2,,,TRUE,Retained
s_09_04,double,numeric,float64,I am not living in any of the above three,F8.2,,,TRUE,Retained
s_10_01,double,numeric,float64,Do you use home care?,F8.2,,,TRUE,Retained
s_10_02,double,numeric,float64,Do you use care from a visiting nurse?,F8.2,,,TRUE,Retained
s_10_03,double,numeric,float64,Do you use care from a senior citizen center?,F8.2,,,TRUE,Retained
s_10_04,double,numeric,float64,I do not use any of the above care,F8.2,,,TRUE,Retained
s_11,double,haven_labelled|vctrs_vctr|double,float64,What is your job situation at the moment,F8.2,,,TRUE,Retained
s_11b,double,haven_labelled|vctrs_vctr|double,float64,In what type of occupation are you currently employed,F8.2,,,TRUE,Retained
s_11c,double,haven_labelled|vctrs_vctr|double,float64,Are you employed in a public/private company? or are you self employed?,F8.2,,,TRUE,Retained
s_12,double,haven_labelled|vctrs_vctr|double,float64,What is your highest level of education,F8.2,,,TRUE,Retained
s_13,double,haven_labelled|vctrs_vctr|double,float64,what is the population of the community where you live?,F8.2,,,TRUE,Retained
s_14,double,haven_labelled|vctrs_vctr|double,float64,Approximately how much was the gross income before taxes in your household in 1999?,F8.2,,,TRUE,Retained
s_14b,double,numeric,float64,14b. Husstandens samlede årlige indkomst før skat i 1999? -- N/A in survey,F8.2,,,TRUE,Retained
s_15,double,haven_labelled|vctrs_vctr|double,float64,"Due to the special opt-outs/exemptions, Denmark does not currently participate in the single currency. How",F8.2,,,TRUE,Retained
s_15b,double,haven_labelled|vctrs_vctr|double,float64,If you had to decide for or against Danish participation in the single currency how would you vote?,F8.2,,,TRUE,Retained
s_16,double,haven_labelled|vctrs_vctr|double,float64,Is it likely that you will change your opinion as a result of the debate about the euro before the referendum,F8.2,,,TRUE,Retained
s_17_01,double,haven_labelled|vctrs_vctr|double,float64,Being a member of the EU would be a positive thing for Denmark.,F8.2,,,TRUE,Retained
s_17_02,double,haven_labelled|vctrs_vctr|double,float64,It is an important priority for the EU to include additional countries in the Union as soon as possible.,F8.2,,,TRUE,Retained
s_17_03,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency reduces Denmark's independence.,F8.2,,,TRUE,Retained
s_17_04,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency would create better conditions for the Danish business community.,F8.2,,,TRUE,Retained
s_17_05,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency would pose a threat to the Danish national feeling.,F8.2,,,TRUE,Retained
s_17_06,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency lowers the current Danish interest rates.,F8.2,,,TRUE,Retained
s_17_07,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency weakens the Danish welfare system.,F8.2,,,TRUE,Retained
s_17_08,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency would give Denmark a stronger say in EU decisions.,F8.2,,,TRUE,Retained
s_17_09,double,haven_labelled|vctrs_vctr|double,float64,Keeping our own currency (the Danish krone) is more important than possible economic gain from,F8.2,,,TRUE,Retained
s_17_10,double,haven_labelled|vctrs_vctr|double,float64,"The single currency is a step toward ""The United States of Europe"".",F8.2,,,TRUE,Retained
s_17_11,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency is beneficial to the Danish economy.,F8.2,,,TRUE,Retained
s_17_12,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency would weaken the workers' situation.,F8.2,,,TRUE,Retained
s_17_13,double,haven_labelled|vctrs_vctr|double,float64,Danish participation in the single currency would improve the position of the disadvantage groups in society.,F8.2,,,TRUE,Retained
s_17_14,double,haven_labelled|vctrs_vctr|double,float64,If Denmark joins the single currency it cannot resign at a later point in time.,F8.2,,,TRUE,Retained
s_17_15,double,haven_labelled|vctrs_vctr|double,float64,Having the EU promotes peace and stability in Europe.,F8.2,,,TRUE,Retained
