source_column,source_value,value_label
S1_2,1,"For, dansk deltagelse i den fælles mønt"
S1_2,2,"Imod, dansk deltagelse i den fælles mønt"
S1_2,3,stemmer blankt
S1_2,4,Ikke stemme
S1_2,5,Ved ikke / Har du ikke besluttet dig
S1B_2,1,"For, dansk deltagelse i den fælles mønt"
S1B_2,2,"Imod, dansk deltagelse i den fælles mønt"
S1B_2,3,Ved ikke
S2_2,1,Meget usandsynligt
S2_2,2,Usandsynligt
S2_2,3,Hverken eller
S2_2,4,Sandsynligt
S2_2,5,Meget sandsynligt
S2_2,6,Ved ikke
S3A_2,1,Helt enig
S3A_2,2,Delvis enig
S3A_2,3,Hverken/ eller
S3A_2,4,Delvis uenig
S3A_2,5,Helt uenig
S3A_2,6,Ved ikke
S3B_2,1,Helt enig
S3B_2,2,Delvis enig
S3B_2,3,Hverken/ eller
S3B_2,4,Delvis uenig
S3B_2,5,Helt uenig
S3B_2,6,Ved ikke
S3C_2,1,Helt enig
S3C_2,2,Delvis enig
S3C_2,3,Hverken/ eller
S3C_2,4,Delvis uenig
S3C_2,5,Helt uenig
S3C_2,6,Ved ikke
S3D_2,1,Helt enig
S3D_2,2,Delvis enig
S3D_2,3,Hverken/ eller
S3D_2,4,Delvis uenig
S3D_2,5,Helt uenig
S3D_2,6,Ved ikke
S3E_2,1,Helt enig
S3E_2,2,Delvis enig
S3E_2,3,Hverken/ eller
S3E_2,4,Delvis uenig
S3E_2,5,Helt uenig
S3E_2,6,Ved ikke
S3F_2,1,Helt enig
S3F_2,2,Delvis enig
S3F_2,3,Hverken/ eller
S3F_2,4,Delvis uenig
S3F_2,5,Helt uenig
S3F_2,6,Ved ikke
S3G_2,1,Helt enig
S3G_2,2,Delvis enig
S3G_2,3,Hverken/ eller
S3G_2,4,Delvis uenig
S3G_2,5,Helt uenig
S3G_2,6,Ved ikke
S3H_2,1,Helt enig
S3H_2,2,Delvis enig
S3H_2,3,Hverken/ eller
S3H_2,4,Delvis uenig
S3H_2,5,Helt uenig
S3H_2,6,Ved ikke
S3I_2,1,Helt enig
S3I_2,2,Delvis enig
S3I_2,3,Hverken/ eller
S3I_2,4,Delvis uenig
S3I_2,5,Helt uenig
S3I_2,6,Ved ikke
S3J_2,1,Helt enig
S3J_2,2,Delvis enig
S3J_2,3,Hverken/ eller
S3J_2,4,Delvis uenig
S3J_2,5,Helt uenig
S3J_2,6,Ved ikke
S3K_2,1,Helt enig
S3K_2,2,Delvis enig
S3K_2,3,Hverken/ eller
S3K_2,4,Delvis uenig
S3K_2,5,Helt uenig
S3K_2,6,Ved ikke
S3L_2,1,Helt enig
S3L_2,2,Delvis enig
S3L_2,3,Hverken/ eller
S3L_2,4,Delvis uenig
S3L_2,5,Helt uenig
S3L_2,6,Ved ikke
S3M_2,1,Helt enig
S3M_2,2,Delvis enig
S3M_2,3,Hverken/ eller
S3M_2,4,Delvis uenig
S3M_2,5,Helt uenig
S3M_2,6,Ved ikke
S3N_2,1,Helt enig
S3N_2,2,Delvis enig
S3N_2,3,Hverken/ eller
S3N_2,4,Delvis uenig
S3N_2,5,Helt uenig
S3N_2,6,Ved ikke
S3O_2,1,Helt enig
S3O_2,2,Delvis enig
S3O_2,3,Hverken/ eller
S3O_2,4,Delvis uenig
S3O_2,5,Helt uenig
S3O_2,6,Ved ikke
S3P_2,1,Helt enig
S3P_2,2,Delvis enig
S3P_2,3,Hverken/ eller
S3P_2,4,Delvis uenig
S3P_2,5,Helt uenig
S3P_2,6,Ved ikke
S3Q_2,1,Helt enig
S3Q_2,2,Delvis enig
S3Q_2,3,Hverken/ eller
S3Q_2,4,Delvis uenig
S3Q_2,5,Helt uenig
S3Q_2,6,Ved ikke
S3R_2,1,Helt enig
S3R_2,2,Delvis enig
S3R_2,3,Hverken/ eller
S3R_2,4,Delvis uenig
S3R_2,5,Helt uenig
S3R_2,6,Ved ikke
S4_2,1,Det er rigtigt (korrekt svar)
S4_2,2,Det er forkert
S4_2,3,Ved ikke
S5_2,1,Det er rigtigt
S5_2,2,Det er forkert (korrekt svar)
S5_2,3,Ved ikke
S6_2,1,Det er rigtigt (korrekt svar)
S6_2,2,Det er forkert
S6_2,3,Ved ikke
S7_2,1,2001
S7_2,2,2004 (korrekt svar)
S7_2,3,2005
S7_2,4,2007
S7_2,5,Ved ikke
S8_2,1,Bliver nedlagt
S8_2,2,Fortsætte stort set som i dag
S8_2,3,Bliver en del af den Europæiske Centralbank (korrekt svar)
S8_2,4,Ved ikke
S9_2,1,Ja (korrekt svar)
S9_2,2,Nej
S9_2,3,Ved ikke
S10_2,1,Ja (korrekt svar)
S10_2,2,Nej
S10_2,3,Ved ikke
S11_1_2,1,Anbefaler et Ja
S11_1_2,2,Anbefaler et Nej
S11_1_2,3,Ved ikke
S11_2_2,1,Anbefaler et Ja
S11_2_2,2,Anbefaler et Nej
S11_2_2,3,Ved ikke
S11_3_2,1,Anbefaler et Ja
S11_3_2,2,Anbefaler et Nej
S11_3_2,3,Ved ikke
S11_4_2,1,Anbefaler et Ja
S11_4_2,2,Anbefaler et Nej
S11_4_2,3,Ved ikke
S11_5_2,1,Anbefaler et Ja
S11_5_2,2,Anbefaler et Nej
S11_5_2,3,Ved ikke
S11_6_2,1,Anbefaler et Ja
S11_6_2,2,Anbefaler et Nej
S11_6_2,3,Ved ikke
S11_7_2,1,Anbefaler et Ja
S11_7_2,2,Anbefaler et Nej
S11_7_2,3,Ved ikke
S11_8_2,1,Anbefaler et Ja
S11_8_2,2,Anbefaler et Nej
S11_8_2,3,Ved ikke
