source_column,source_value,value_label
s_33,7,Kristeligt Folkeparti
s_33,8,Venstre - Danmarks Liberale Parti
s_33,9,Fremskridtspartiet
s_33,10,Enhedslisten
s_33,11,Frihed 2000
s_33,12,other
s_33,13,returned a blank ballot
s_33,14,did not vote
s_33,15,don't know/don't remember
s_33,16,don't want to answer
s_34,1,voted for danish participation
s_34,2,voted against danish participation
s_34,3,returned a blank ballot
s_34,4,did not vote
s_34,5,did not have the right to vote
s_34,6,don't know/ cannot remember
s_34,7,don't want to answer
s_35_01,1,strongly agree
s_35_01,2,somewhat agree
s_35_01,3,neither agree nor disagree
s_35_01,4,somewhat disagree
s_35_01,5,strongly disagree
s_35_01,6,don't know
s_35_02,1,strongly agree
s_35_02,2,somewhat agree
s_35_02,3,neither agree nor disagree
s_35_02,4,somewhat disagree
s_35_02,5,strongly disagree
s_35_02,6,don't know
s_35_03,1,strongly agree
s_35_03,2,somewhat agree
s_35_03,3,neither agree nor disagree
s_35_03,4,somewhat disagree
s_35_03,5,strongly disagree
s_35_03,6,don't know
s_36,1,Agree most with A
s_36,2,Agree most with B
s_36,3,Agree most with C
s_36,4,don't agree with any of them
s_36,5,dont know
s_37,1,Yes
s_37,2,Don't know
s_37,3,No
s_38,1,Yes
s_38,2,Don't know
s_38,3,No
