legacy_field,caseid,historical_value,approved_value
female,970001,0,0
female,970002,0,0
female,970003,0,0
female,970004,1,1
female,970005,1,1
female,970006,0,0
female,970007,1,1
female,970008,1,1
female,970009,0,0
female,970010,1,1
female,970011,1,1
female,970012,0,0
female,970013,1,1
female,970014,1,1
female,970015,1,1
female,970016,0,0
female,970017,0,0
female,970018,0,0
female,970019,0,0
female,970020,0,0
female,970021,0,0
female,970022,1,1
female,970023,0,0
female,970024,0,0
female,970025,0,0
female,970026,0,0
female,970027,1,1
female,970028,0,0
female,970029,1,1
female,970030,0,0
female,970031,0,0
female,970032,0,0
female,970033,0,0
female,970034,1,1
female,970035,1,1
female,970036,1,1
female,970037,1,1
female,970038,0,0
female,970039,1,1
female,970040,1,1
female,970041,1,1
female,970042,0,0
female,970043,1,1
female,970044,1,1
female,970045,1,1
female,970046,1,1
female,970047,1,1
female,970048,1,1
female,970049,0,0
female,970050,0,0
female,970051,0,0
female,970052,0,0
female,970053,1,1
female,970054,0,0
female,970055,0,0
female,970056,1,1
female,970057,1,1
female,970058,0,0
female,970059,1,1
female,970060,1,1
female,970061,1,1
female,970062,1,1
female,970063,0,0
female,970064,0,0
female,970065,1,1
female,970066,0,0
female,970067,1,1
female,970068,1,1
female,970069,0,0
female,970070,1,1
female,970071,1,1
female,970072,0,0
female,970073,0,0
female,970074,0,0
female,970075,1,1
female,970076,1,1
female,970077,1,1
female,970078,1,1
female,970079,0,0
female,970080,1,1
female,970081,0,0
female,970082,0,0
female,970083,0,0
female,970084,0,0
female,970085,0,0
female,970086,0,0
female,970087,1,1
female,970088,1,1
female,970089,1,1
female,970090,0,0
female,970091,0,0
female,970092,0,0
female,970093,0,0
female,970094,1,1
female,970095,1,1
female,970096,0,0
female,970097,1,1
female,970098,0,0
female,970099,0,0
female,970100,0,0
female,970101,0,0
female,970102,1,1
female,970103,0,0
female,970104,0,NA
female,970105,0,0
female,970106,1,1
female,970107,1,1
female,970108,1,1
female,970109,1,1
female,970110,0,0
female,970111,0,0
female,970112,0,0
female,970113,0,0
female,970114,1,1
female,970115,1,1
female,970116,0,0
female,970117,1,1
female,970118,1,1
female,970119,1,1
female,970120,1,1
female,970121,0,0
female,970122,0,0
female,970123,0,0
female,970124,0,0
female,970125,0,0
female,970126,0,0
female,970127,1,1
female,970128,1,1
female,970129,1,1
female,970130,1,1
female,970131,1,1
female,970132,1,1
female,970133,0,0
female,970134,1,1
female,970135,1,1
female,970136,1,1
female,970137,0,0
female,970138,0,0
female,970139,1,1
female,970140,0,0
female,970141,1,1
female,970142,1,1
female,970143,1,1
female,970144,1,1
female,970145,1,1
female,970146,1,1
female,970147,0,0
female,970148,0,0
female,970149,1,1
female,970150,1,1
female,970151,0,0
female,970152,1,1
female,970153,1,1
female,970154,1,1
female,970155,0,0
female,970156,0,0
female,970157,1,1
female,970158,0,0
female,970159,0,0
female,970160,1,1
female,970161,0,0
female,970162,0,0
female,970163,1,1
female,970164,0,0
female,970165,0,0
female,970166,1,1
female,970167,1,1
female,970168,0,0
female,970169,0,0
female,970170,1,1
female,970171,1,1
female,970172,1,1
female,970173,0,0
female,970174,1,1
female,970175,0,0
female,970176,0,0
female,970177,1,1
female,970178,0,0
female,970179,0,0
female,970180,0,0
female,970181,0,0
female,970182,0,0
female,970183,1,1
female,970184,1,1
female,970185,0,0
female,970186,1,1
female,970187,0,0
female,970188,0,0
female,970189,0,0
female,970190,0,0
female,970191,0,0
female,970192,0,0
female,970193,0,0
female,970194,1,1
female,970195,1,1
female,970196,0,0
female,970197,1,1
female,970198,1,1
female,970199,1,1
female,970200,0,0
female,970201,1,1
female,970202,0,0
female,970203,0,0
female,970204,1,1
female,970205,1,1
female,970206,1,1
female,970207,1,1
female,970208,0,0
female,970209,1,1
female,970210,1,1
female,970211,1,1
female,970212,1,1
female,970213,0,0
female,970214,0,0
female,970215,0,0
female,970216,1,1
female,970217,1,1
female,970218,1,1
female,970219,1,1
female,970220,1,1
female,970221,0,0
female,970222,0,0
female,970223,1,1
female,970224,1,1
female,970225,0,0
female,970226,1,1
female,970227,0,0
female,970228,0,0
female,970229,1,1
female,970230,0,0
female,970231,0,0
female,970232,0,0
female,970233,0,0
female,970234,1,1
female,970235,0,0
female,970236,0,0
female,970237,0,0
female,970238,0,0
female,970239,1,1
female,970240,0,0
female,970241,0,0
female,970242,1,1
female,970243,0,0
female,970244,1,1
female,970245,0,0
female,970246,1,1
female,970247,0,0
female,970248,0,0
female,970249,1,1
female,970250,1,1
female,970251,0,0
female,970252,1,1
female,970253,0,0
female,970254,1,1
female,970255,1,1
female,970256,1,1
female,970257,1,1
female,970258,1,1
female,970259,1,1
female,970260,1,1
female,970261,1,1
female,970262,0,0
female,970263,0,0
female,970264,1,1
female,970265,0,0
female,970266,0,0
female,970267,0,0
female,970268,1,1
female,970269,0,0
female,970270,0,0
female,970271,1,1
female,970272,0,0
female,970273,1,1
female,970274,0,0
female,970275,0,0
female,970276,1,1
female,970277,0,0
female,970278,1,1
female,970279,1,1
female,970280,0,0
female,970281,1,1
female,970282,1,1
female,970283,1,1
female,970284,1,1
female,970285,1,1
female,970286,1,1
female,970287,0,0
female,970288,1,1
female,970289,0,0
female,970290,0,0
female,970291,1,1
female,970292,0,0
female,970293,0,0
female,970294,1,1
female,970295,1,1
female,970296,1,1
female,970297,0,0
female,970298,1,1
female,970299,1,1
female,970300,1,1
female,970301,0,0
female,970302,0,0
female,970303,1,1
female,970304,0,0
female,970305,1,1
female,970306,0,0
female,970307,1,1
female,970308,0,0
female,970309,1,1
female,970310,0,0
female,970311,1,1
female,970312,0,0
female,970313,0,0
female,970314,1,1
female,970315,0,0
female,970316,0,0
female,970317,0,0
female,970318,1,1
female,970319,1,1
female,970320,0,0
female,970321,0,0
female,970322,0,0
female,970323,0,0
female,970324,1,1
female,970325,0,0
female,970326,1,1
female,970327,0,0
female,970328,0,0
female,970329,1,1
female,970330,1,1
female,970331,0,0
female,970332,0,0
female,970333,1,1
female,970334,1,1
female,970335,1,1
female,970336,1,1
female,970337,0,0
female,970338,0,0
female,970339,0,0
female,970340,1,1
female,970341,0,0
female,970342,0,0
female,970343,0,0
female,970344,1,1
female,970345,1,1
female,970346,0,0
female,970347,1,1
female,970348,0,0
female,970349,0,0
female,970350,1,1
female,970351,1,1
female,970352,0,0
female,970353,0,0
female,970354,0,0
female,970355,1,1
female,970356,0,0
female,970357,1,1
female,970358,0,0
female,970359,1,1
female,970360,0,0
female,970361,1,1
female,970362,1,1
female,970363,0,0
female,970364,0,0
female,970365,1,1
female,970366,0,0
female,970367,0,0
female,970368,0,0
female,970369,0,0
female,970370,0,0
female,970371,1,1
female,970372,0,0
female,970373,1,1
female,970374,1,1
female,970375,1,1
female,970376,1,1
female,970377,0,0
female,970378,1,1
female,970379,0,0
female,970380,0,0
female,970381,1,1
female,970382,0,0
female,970383,0,0
female,970384,0,0
female,970385,1,1
female,970386,0,0
female,970387,0,0
female,970388,1,1
female,970389,0,0
female,970390,0,0
female,970391,1,1
female,970392,0,0
female,970393,0,0
female,970394,0,0
female,970395,1,1
female,970396,0,0
female,970397,0,0
female,970398,1,1
female,970399,0,0
female,970400,1,1
female,970401,1,1
female,970402,0,0
female,970403,1,1
female,970404,0,NA
female,970405,1,1
female,970406,0,0
female,970407,1,1
female,970408,0,0
female,970409,0,0
female,970410,0,0
female,970411,0,0
female,970412,0,0
female,970413,1,1
female,970414,1,1
female,970415,1,1
female,970416,1,1
female,970417,1,1
female,970418,0,0
female,970419,0,0
female,970420,1,1
female,970421,1,1
female,970422,0,0
female,970423,0,0
female,970424,1,1
female,970425,1,1
female,970426,1,1
female,970427,1,1
female,970428,0,0
female,970429,1,1
female,970430,0,0
female,970431,0,0
female,970432,1,1
female,970433,1,1
female,970434,0,0
female,970435,1,1
female,970436,0,0
female,970437,1,1
female,970438,1,1
female,970439,1,1
female,970440,0,0
female,970441,0,0
female,970442,1,1
female,970443,1,1
female,970444,1,1
female,970445,0,0
female,970446,1,1
female,970447,0,0
female,970448,0,0
female,970449,0,0
female,970450,0,0
female,970451,1,1
female,970452,0,0
female,970453,0,0
female,970454,1,1
pfemale,970001,0.5714285714285714,0.5714285714285714
pfemale,970002,0.5714285714285714,0.5714285714285714
pfemale,970003,0.5714285714285714,0.5714285714285714
pfemale,970004,0.5714285714285714,0.5714285714285714
pfemale,970005,0.5714285714285714,0.5714285714285714
pfemale,970006,0.5714285714285714,0.5714285714285714
pfemale,970007,0.5714285714285714,0.5714285714285714
pfemale,970008,0.5714285714285714,0.5714285714285714
pfemale,970009,0.5714285714285714,0.5714285714285714
pfemale,970010,0.5714285714285714,0.5714285714285714
pfemale,970011,0.5714285714285714,0.5714285714285714
pfemale,970012,0.5714285714285714,0.5714285714285714
pfemale,970013,0.5714285714285714,0.5714285714285714
pfemale,970014,0.5714285714285714,0.5714285714285714
pfemale,970015,0.21428571428571427,0.21428571428571427
pfemale,970016,0.21428571428571427,0.21428571428571427
pfemale,970017,0.21428571428571427,0.21428571428571427
pfemale,970018,0.21428571428571427,0.21428571428571427
pfemale,970019,0.21428571428571427,0.21428571428571427
pfemale,970020,0.21428571428571427,0.21428571428571427
pfemale,970021,0.21428571428571427,0.21428571428571427
pfemale,970022,0.21428571428571427,0.21428571428571427
pfemale,970023,0.21428571428571427,0.21428571428571427
pfemale,970024,0.21428571428571427,0.21428571428571427
pfemale,970025,0.21428571428571427,0.21428571428571427
pfemale,970026,0.21428571428571427,0.21428571428571427
pfemale,970027,0.21428571428571427,0.21428571428571427
pfemale,970028,0.21428571428571427,0.21428571428571427
pfemale,970029,0.6666666666666666,0.6666666666666666
pfemale,970030,0.6666666666666666,0.6666666666666666
pfemale,970031,0.6666666666666666,0.6666666666666666
pfemale,970032,0.6666666666666666,0.6666666666666666
pfemale,970033,0.6666666666666666,0.6666666666666666
pfemale,970034,0.6666666666666666,0.6666666666666666
pfemale,970035,0.6666666666666666,0.6666666666666666
pfemale,970036,0.6666666666666666,0.6666666666666666
pfemale,970037,0.6666666666666666,0.6666666666666666
pfemale,970038,0.6666666666666666,0.6666666666666666
pfemale,970039,0.6666666666666666,0.6666666666666666
pfemale,970040,0.6666666666666666,0.6666666666666666
pfemale,970041,0.6666666666666666,0.6666666666666666
pfemale,970042,0.6666666666666666,0.6666666666666666
pfemale,970043,0.6666666666666666,0.6666666666666666
pfemale,970044,0.6666666666666666,0.6666666666666666
pfemale,970045,0.6666666666666666,0.6666666666666666
pfemale,970046,0.6666666666666666,0.6666666666666666
pfemale,970047,0.6666666666666666,0.6666666666666666
pfemale,970048,0.6666666666666666,0.6666666666666666
pfemale,970049,0.6666666666666666,0.6666666666666666
pfemale,970050,0.5384615384615385,0.5384615384615385
pfemale,970051,0.5384615384615385,0.5384615384615385
pfemale,970052,0.5384615384615385,0.5384615384615385
pfemale,970053,0.5384615384615385,0.5384615384615385
pfemale,970054,0.5384615384615385,0.5384615384615385
pfemale,970055,0.5384615384615385,0.5384615384615385
pfemale,970056,0.5384615384615385,0.5384615384615385
pfemale,970057,0.5384615384615385,0.5384615384615385
