source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
rempres1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Prime Minister cannot remove President T1 (QB4),F8.0,,94|103,TRUE,Retained
rpfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct that P.M. can remove President any time w/ later aprroval T1,F8.0,,94|103,TRUE,Retained
party1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Labor party more in favor of republic T1 (QB5),F8.0,,94|103,TRUE,Retained
pfact1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Correct about Labor party more in favor of republic T1,F8.0,,94|103,TRUE,Retained
pmpower1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Prime minister more powerful T1 (QC1a),F8.0,,94|103,TRUE,Retained
prezpow1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,President no more powerful than Governor General T1 (QC1b),F8.0,,94|103,TRUE,Retained
repexp1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Change to republic expensive T1 (QC1c),F8.0,,94|103,TRUE,Retained
common1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Remain member of Commonwealth T1 (QC1d),F8.0,,94|103,TRUE,Retained
polstab1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Political stability endangered T1 (QC1e),F8.0,,94|103,TRUE,Retained
constrd1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Constitutional reform more difficult T1 (QC1f),F8.0,,94|103,TRUE,Retained
moreind1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Become a more independent country T1 (QC1g),F8.0,,94|103,TRUE,Retained
stanwor1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Standing in world would be improved T1 (QC1h),F8.0,,94|103,TRUE,Retained
confron1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Confrontations with P.M. more likely T1 (QC1i),F8.0,,94|103,TRUE,Retained
stweak1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,States in federal system weakened T1 (QC1j),F8.0,,94|103,TRUE,Retained
moredem1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Government more democratic T1 (QC1k),F8.0,,94|103,TRUE,Retained
quedem1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Queen plays important part guaranteeing democratic rights T1 (QC2a),F8.0,,94|103,TRUE,Retained
qbritin1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Queen promotes British interests T1 (QC2b),F8.0,,94|103,TRUE,Retained
prespol1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,President less likely a politician T1 (QC3a),F8.0,,94|103,TRUE,Retained
ppchpre1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Parties play greater role in choosing president T1 (QC3b),F8.0,,94|103,TRUE,Retained
flagchg1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Australian flag change T1 (QC4a),F8.0,,94|103,TRUE,Retained
anthem1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,National anthem change T1 (QC4b),F8.0,,94|103,TRUE,Retained
wdroyal1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Change in use of word 'royal' T1 (QC4c),F8.0,,94|103,TRUE,Retained
pargame1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,Change in participation in Commonwealth Games T1 (QC4d),F8.0,,94|103,TRUE,Retained
dkchg1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,None/don't know if change T1 (QC4e),F8.0,,94|103,TRUE,Retained
