caseid,source_row,pollgroup,legacy_field,historical_value,approved_value
52002,37,5210,chi.t1att2,0.36666667461395264,0.36666667461395264
52028,38,5210,chi.t1att2,1,1
52006,39,5208,chi.t1att2,0.4000000059604645,0.4000000059604645
52017,40,5214,chi.t1att2,0.3333333432674408,0.3333333432674408
52025,41,5203,chi.t1att2,1,1
52033,42,5210,chi.t1att2,1,1
52242,43,5213,chi.t1att2,0,0
52250,44,5204,chi.t1att2,0.3333333432674408,0.3333333432674408
52260,45,5216,chi.t1att2,0.6666666865348816,0.6666666865348816
52009,46,5210,chi.t1att2,0.699999988079071,0.699999988079071
52019,47,5213,chi.t1att2,0,0
52035,48,5209,chi.t1att2,1,1
52252,49,5211,chi.t1att2,0.5,0.5
52022,50,5202,chi.t1att2,0.550000011920929,0.550000011920929
52030,51,5207,chi.t1att2,0.5,0.5
52038,52,5212,chi.t1att2,1,1
52253,53,5215,chi.t1att2,0,0
52007,54,5209,chi.t1att2,1,1
52013,55,5206,chi.t1att2,0.8999999761581421,0.8999999761581421
52001,56,5209,chi.t1att2,0.5,0.5
52008,57,5203,chi.t1att2,0.699999988079071,0.699999988079071
52011,58,5206,chi.t1att2,0.6000000238418579,0.6000000238418579
52268,59,5216,chi.t1att2,0,0
52147,60,5211,chi.t1att2,1,1
52194,61,5203,chi.t1att2,0.4000000059604645,0.4000000059604645
52197,62,5208,chi.t1att2,0.8999999761581421,0.8999999761581421
52208,63,5214,chi.t1att2,0.6333333253860474,0.6333333253860474
52195,64,5214,chi.t1att2,0.2666666805744171,0.2666666805744171
52186,65,5211,chi.t1att2,0.699999988079071,0.699999988079071
52204,66,5215,chi.t1att2,0.44999998807907104,0.44999998807907104
52156,67,5205,chi.t1att2,0.5,0.5
52096,68,5211,chi.t1att2,0.5,0.5
52201,69,5206,chi.t1att2,0.5,0.5
52188,70,5207,chi.t1att2,0.5,0.5
52183,71,5205,chi.t1att2,1,1
52207,72,5201,chi.t1att2,0.5,0.5
52189,73,5204,chi.t1att2,0.46666666865348816,0.46666666865348816
52210,74,5210,chi.t1att2,0.6666666865348816,0.6666666865348816
52172,75,5201,chi.t1att2,0.6000000238418579,0.6000000238418579
52206,76,5211,chi.t1att2,0.75,0.75
52184,77,5211,chi.t1att2,0.6000000238418579,0.6000000238418579
52203,78,5215,chi.t1att2,0.7666666507720947,0.7666666507720947
52192,79,5204,chi.t1att2,0.30000001192092896,0.30000001192092896
52202,80,5204,chi.t1att2,0.75,0.75
52198,81,5214,chi.t1att2,0.5,0.5
52190,82,5211,chi.t1att2,0,0
52200,83,5209,chi.t1att2,0.75,0.75
52199,84,5213,chi.t1att2,0.5,0.5
52205,85,5215,chi.t1att2,0.36666667461395264,0.36666667461395264
52187,86,5205,chi.t1att2,0.3333333432674408,0.3333333432674408
52196,87,5214,chi.t1att2,0.6333333253860474,0.6333333253860474
52209,88,5201,chi.t1att2,0.3333333432674408,0.3333333432674408
52185,89,5205,chi.t1att2,0.25,0.25
52193,90,5201,chi.t1att2,1,1
52229,91,5209,chi.t1att2,0.5,0.5
52180,92,5212,chi.t1att2,0.4000000059604645,0.4000000059604645
52077,93,5208,chi.t1att2,0.6499999761581421,0.6499999761581421
52072,94,5214,chi.t1att2,0.20000000298023224,0.20000000298023224
52165,95,5215,chi.t1att2,0.5,0.5
