source_column,source_value,value_label
mtg1,0,did not attend
mtg1,1,attended
mtg1,2,unable to attend due to technical/other
mtg2,0,did not attend
mtg2,1,attended
mtg2,2,unable to attend due to technical/other
mtg3,0,did not attend
mtg3,1,attended
mtg3,2,unable to attend due to technical/other
mtg4,0,did not attend
mtg4,1,attended
mtg4,2,unable to attend due to technical/other
mtg5,0,did not attend
mtg5,1,attended
mtg5,2,unable to attend due to technical/other
stratanu,1,fresh dialup
stratanu,2,fresh broadband
stratanu,3,fresh pc
stratanu,4,followup dialup
stratanu,5,followup broadband
stratanu,6,followup withdrawn
expcont,0,control
expcont,1,experimental
group,1,experimental
group,2,control (4 sessions)
group,3,cross section (2 sessions)
husband,1,yes
husband,2,no
jan2003,1,yes
jan2003,2,no
sept2003,1,yes
sept2003,2,no
compf1,1,yes
compf1,2,no
b1durcat,1,less than 5 minutes
b1durcat,2,5 - 9:59
b1durcat,3,10 - 14:59
b1durcat,4,15 - 19:59
b1durcat,5,20 - 24:59
b1durcat,6,25 - 29:59
b1durcat,7,30 - 34:59
b1durcat,8,35 - 39:59
b1durcat,9,40 - 44:59
b1durcat,10,45 - 49:59
b1durcat,11,50 - 54:59
b1durcat,12,55 - 59:59
b1durcat,13,60 - 64:59
b1durcat,14,65 - 69:59
b1durcat,15,70 - 74:59
b1durcat,16,75 - 79:59
b1durcat,17,80 - 84:59
b1durcat,18,85 - 89:59
b1durcat,19,90 - 94:59
b1durcat,20,95 - 99:59
b1durcat,21,more than 100 minutes
b1q1,-2,not asked
b1q1,-1,refused
b1q1,1,agree strongly
b1q1,2,agree somewhat
b1q1,3,neither agree nor disagree
b1q1,4,disagree somewhat
b1q1,5,disagree strongly
b1q1,6,haven't thought much about that
b1q2,-2,not asked
b1q2,-1,refused
b1q2,1,agree strongly
b1q2,2,agree somewhat
b1q2,3,neither agree nor disagree
b1q2,4,disagree somewhat
b1q2,5,disagree strongly
b1q2,6,haven't thought much about that
b1q3,-2,not asked
b1q3,-1,refused
b1q3,1,agree strongly
b1q3,2,agree somewhat
