poll_id,definition_id,source_column
uk-health-1998,ukhealth.t1payhlt@historical-v1,payhlth1
uk-health-1998,ukhealth.t1poora@historical-v1,poora1
uk-health-1998,ukhealth.t1option@historical-v1,options1
uk-health-1998,ukhealth.t1hlthfu@historical-v1,chgp1
uk-health-1998,ukhealth.t1hlthfu@historical-v1,chvis1
uk-health-1998,ukhealth.t1hlthfu@historical-v1,chmeal1
uk-health-1998,ukhealth.t1hlthfu@historical-v1,chstay1
uk-health-1998,ukhealth.t1hlthfu@historical-v1,chamb1
uk-health-1998,ukhealth.t1ctexpt@historical-v1,treata1
uk-health-1998,ukhealth.t1ctexpt@historical-v1,cthart1
uk-health-1998,ukhealth.t1ctexpt@historical-v1,ctnurs1
uk-health-1998,ukhealth.t1ctexpt@historical-v1,ctbaby1
uk-health-1998,ukhealth.t1pritre@historical-v1,ctfert1
uk-health-1998,ukhealth.t1pritre@historical-v1,cthosp1
uk-health-1998,ukhealth.t1pritre@historical-v1,ctcosm1
uk-health-1998,ukhealth.t1severi@historical-v1,lista1
uk-health-1998,ukhealth.t1severi@historical-v1,severa1
uk-health-1998,ukhealth.t1preven@historical-v1,preva1
uk-health-1998,ukhealth.t1dispub@historical-v1,ingova1
uk-health-1998,ukhealth.t1dispub@historical-v1,inpuba1
uk-health-1998,ukhealth.t1avgdis@historical-v1,ingpa1
uk-health-1998,ukhealth.t1avgdis@historical-v1,indoca1
uk-health-1998,ukhealth.t1moresa@historical-v1,say1
uk-health-1998,ukhealth.t2payhlt@historical-v1,payhlth2
uk-health-1998,ukhealth.t2poora@historical-v1,poora2
uk-health-1998,ukhealth.t2option@historical-v1,options2
uk-health-1998,ukhealth.t2hlthfu@historical-v1,chgp2
uk-health-1998,ukhealth.t2hlthfu@historical-v1,chvis2
uk-health-1998,ukhealth.t2hlthfu@historical-v1,chmeal2
uk-health-1998,ukhealth.t2hlthfu@historical-v1,chstay2
uk-health-1998,ukhealth.t2hlthfu@historical-v1,chamb2
uk-health-1998,ukhealth.t2ctexpt@historical-v1,treata2
uk-health-1998,ukhealth.t2ctexpt@historical-v1,cthart2
uk-health-1998,ukhealth.t2ctexpt@historical-v1,ctnurs2
uk-health-1998,ukhealth.t2ctexpt@historical-v1,ctbaby2
uk-health-1998,ukhealth.t2pritre@historical-v1,ctfert2
uk-health-1998,ukhealth.t2pritre@historical-v1,cthosp2
uk-health-1998,ukhealth.t2pritre@historical-v1,ctcosm2
uk-health-1998,ukhealth.t2severi@historical-v1,lista2
uk-health-1998,ukhealth.t2severi@historical-v1,severa2
uk-health-1998,ukhealth.t2preven@historical-v1,preva2
uk-health-1998,ukhealth.t2dispub@historical-v1,ingova2
uk-health-1998,ukhealth.t2dispub@historical-v1,inpuba2
uk-health-1998,ukhealth.t2avgdis@historical-v1,ingpa2
uk-health-1998,ukhealth.t2avgdis@historical-v1,indoca2
uk-health-1998,ukhealth.t2moresa@historical-v1,say2
uk-health-1998,female@historical-v1,gender
uk-health-1998,minority@historical-v1,ethnic
uk-health-1998,ppage@historical-v1,age
uk-health-1998,educ4@historical-v1,educa
uk-health-1998,educ3@historical-v1,educa
uk-health-1998,bettered@historical-v1,educa
uk-health-1998,hhincome@historical-v1,income
uk-health-1998,highinc@historical-v1,income
uk-health-1998,highinc_early@historical-v1,income
uk-health-1998,severity_t1_unscaled@historical-v1,lista1
uk-health-1998,severity_t1_unscaled@historical-v1,severa1
uk-health-1998,severity_t2_unscaled@historical-v1,lista2
uk-health-1998,severity_t2_unscaled@historical-v1,severa2
uk-health-1998,attextreme@historical-v1,chamb1
uk-health-1998,attextreme@historical-v1,chgp1
uk-health-1998,attextreme@historical-v1,chmeal1
uk-health-1998,attextreme@historical-v1,chstay1
uk-health-1998,attextreme@historical-v1,chvis1
uk-health-1998,attextreme@historical-v1,ctbaby1
uk-health-1998,attextreme@historical-v1,ctcosm1
uk-health-1998,attextreme@historical-v1,ctfert1
uk-health-1998,attextreme@historical-v1,cthart1
uk-health-1998,attextreme@historical-v1,cthosp1
uk-health-1998,attextreme@historical-v1,ctnurs1
uk-health-1998,attextreme@historical-v1,indoca1
uk-health-1998,attextreme@historical-v1,ingova1
uk-health-1998,attextreme@historical-v1,ingpa1
uk-health-1998,attextreme@historical-v1,inpuba1
uk-health-1998,attextreme@historical-v1,lista1
uk-health-1998,attextreme@historical-v1,options1
uk-health-1998,attextreme@historical-v1,payhlth1
uk-health-1998,attextreme@historical-v1,poora1
uk-health-1998,attextreme@historical-v1,preva1
uk-health-1998,attextreme@historical-v1,say1
uk-health-1998,attextreme@historical-v1,severa1
uk-health-1998,attextreme@historical-v1,treata1
uk-health-1998,t1know@historical-v1,sopha1
uk-health-1998,t1know@historical-v1,sophb1
uk-health-1998,t1know@historical-v1,sophc1
uk-health-1998,t1know@historical-v1,sophd1
uk-health-1998,t1know@historical-v1,sophe1
uk-health-1998,t1know@historical-v1,sophf1
uk-health-1998,t2know@historical-v1,sopha2
uk-health-1998,t2know@historical-v1,sophb2
uk-health-1998,t2know@historical-v1,sophc2
uk-health-1998,t2know@historical-v1,sophd2
uk-health-1998,t2know@historical-v1,sophe2
uk-health-1998,t2know@historical-v1,sophf2
uk-health-1998,t1knowcor@historical-v1,sopha1
uk-health-1998,t1knowcor@historical-v1,sophb1
uk-health-1998,t1knowcor@historical-v1,sophc1
uk-health-1998,t1knowcor@historical-v1,sophd1
uk-health-1998,t1knowcor@historical-v1,sophe1
uk-health-1998,t1knowcor@historical-v1,sophf1
uk-health-1998,t1knowcor@historical-v1,sopha2
uk-health-1998,t1knowcor@historical-v1,sophb2
uk-health-1998,t1knowcor@historical-v1,sophc2
uk-health-1998,t1knowcor@historical-v1,sophd2
uk-health-1998,t1knowcor@historical-v1,sophe2
uk-health-1998,t1knowcor@historical-v1,sophf2
uk-health-1998,knowgain@historical-v1,sopha1
uk-health-1998,knowgain@historical-v1,sophb1
uk-health-1998,knowgain@historical-v1,sophc1
uk-health-1998,knowgain@historical-v1,sophd1
uk-health-1998,knowgain@historical-v1,sophe1
uk-health-1998,knowgain@historical-v1,sophf1
uk-health-1998,knowgain@historical-v1,sopha2
uk-health-1998,knowgain@historical-v1,sophb2
uk-health-1998,knowgain@historical-v1,sophc2
uk-health-1998,knowgain@historical-v1,sophd2
uk-health-1998,knowgain@historical-v1,sophe2
uk-health-1998,knowgain@historical-v1,sophf2
uk-health-1998,knowgain2@historical-v1,sopha1
uk-health-1998,knowgain2@historical-v1,sophb1
uk-health-1998,knowgain2@historical-v1,sophc1
uk-health-1998,knowgain2@historical-v1,sophd1
uk-health-1998,knowgain2@historical-v1,sophe1
uk-health-1998,knowgain2@historical-v1,sophf1
uk-health-1998,knowgain2@historical-v1,sopha2
uk-health-1998,knowgain2@historical-v1,sophb2
uk-health-1998,knowgain2@historical-v1,sophc2
uk-health-1998,knowgain2@historical-v1,sophd2
uk-health-1998,knowgain2@historical-v1,sophe2
uk-health-1998,knowgain2@historical-v1,sophf2
uk-health-1998,logpk@historical-v1,sopha1
uk-health-1998,logpk@historical-v1,sophb1
uk-health-1998,logpk@historical-v1,sophc1
uk-health-1998,logpk@historical-v1,sophd1
uk-health-1998,logpk@historical-v1,sophe1
uk-health-1998,logpk@historical-v1,sophf1
uk-health-1998,logpk@historical-v1,sopha2
uk-health-1998,logpk@historical-v1,sophb2
uk-health-1998,logpk@historical-v1,sophc2
uk-health-1998,logpk@historical-v1,sophd2
uk-health-1998,logpk@historical-v1,sophe2
uk-health-1998,logpk@historical-v1,sophf2
uk-health-1998,tobitpk@historical-v1,sopha1
uk-health-1998,tobitpk@historical-v1,sophb1
uk-health-1998,tobitpk@historical-v1,sophc1
uk-health-1998,tobitpk@historical-v1,sophd1
uk-health-1998,tobitpk@historical-v1,sophe1
uk-health-1998,tobitpk@historical-v1,sophf1
uk-health-1998,tobitpk@historical-v1,sopha2
uk-health-1998,tobitpk@historical-v1,sophb2
uk-health-1998,tobitpk@historical-v1,sophc2
uk-health-1998,tobitpk@historical-v1,sophd2
uk-health-1998,tobitpk@historical-v1,sophe2
uk-health-1998,tobitpk@historical-v1,sophf2
uk-health-1998,t1know_rounded@historical-v1,sopha1
uk-health-1998,t1know_rounded@historical-v1,sophb1
uk-health-1998,t1know_rounded@historical-v1,sophc1
uk-health-1998,t1know_rounded@historical-v1,sophd1
uk-health-1998,t1know_rounded@historical-v1,sophe1
uk-health-1998,t1know_rounded@historical-v1,sophf1
uk-eu-1995,ukeu.eurelat1g@historical-v1,releu1
uk-eu-1995,ukeu.eurelat1g@historical-v1,longpol1
uk-eu-1995,ukeu.eurelat1g@historical-v1,unite1
uk-eu-1995,ukeu.euscope1g@historical-v1,trabloc1
uk-eu-1995,ukeu.euscope1g@historical-v1,pasport1
uk-eu-1995,ukeu.commies1r@historical-v1,commies1
uk-eu-1995,ukeu.favref1r@historical-v1,favref1
uk-eu-1995,ukeu.eurelat2g@ukeu-03-v2,releu2
uk-eu-1995,ukeu.eurelat2g@ukeu-03-v2,longpol2
uk-eu-1995,ukeu.eurelat2g@ukeu-03-v2,unite2
uk-eu-1995,ukeu.euscope2g@ukeu-04-v2,trabloc2
uk-eu-1995,ukeu.euscope2g@ukeu-04-v2,pasport2
uk-eu-1995,ukeu.commies2r@historical-v1,commies2
uk-eu-1995,ukeu.favref2r@historical-v1,favref2
uk-eu-1995,female@historical-v1,sex
uk-eu-1995,minority@historical-v1,ethnic
uk-eu-1995,ppage@historical-v1,age
uk-eu-1995,educ4@historical-v1,educ
uk-eu-1995,educ3@historical-v1,educ
uk-eu-1995,bettered@historical-v1,educ
uk-eu-1995,t1polint@historical-v1,genint
uk-eu-1995,attextreme@historical-v1,releu1
uk-eu-1995,attextreme@historical-v1,longpol1
uk-eu-1995,attextreme@historical-v1,unite1
uk-eu-1995,attextreme@historical-v1,trabloc1
uk-eu-1995,attextreme@historical-v1,pasport1
uk-eu-1995,attextreme@historical-v1,commies1
uk-eu-1995,attextreme@historical-v1,favref1
uk-eu-1995,t1know@historical-v1,eusize1
uk-eu-1995,t1know@historical-v1,swiss1
uk-eu-1995,t1know@historical-v1,inctax1
uk-eu-1995,t1know@historical-v1,elect1
uk-eu-1995,t1know@historical-v1,ptyapp1
uk-eu-1995,t2know@historical-v1,eusize2
uk-eu-1995,t2know@historical-v1,swiss2
uk-eu-1995,t2know@historical-v1,inctax2
uk-eu-1995,t2know@historical-v1,elect2
uk-eu-1995,t2know@historical-v1,ptyapp2
uk-eu-1995,t1knowcor@historical-v1,eusize1
uk-eu-1995,t1knowcor@historical-v1,swiss1
uk-eu-1995,t1knowcor@historical-v1,inctax1
uk-eu-1995,t1knowcor@historical-v1,elect1
uk-eu-1995,t1knowcor@historical-v1,ptyapp1
uk-eu-1995,t1knowcor@historical-v1,eusize2
uk-eu-1995,t1knowcor@historical-v1,swiss2
uk-eu-1995,t1knowcor@historical-v1,inctax2
uk-eu-1995,t1knowcor@historical-v1,elect2
uk-eu-1995,t1knowcor@historical-v1,ptyapp2
uk-eu-1995,knowgain@historical-v1,eusize1
uk-eu-1995,knowgain@historical-v1,swiss1
uk-eu-1995,knowgain@historical-v1,inctax1
uk-eu-1995,knowgain@historical-v1,elect1
uk-eu-1995,knowgain@historical-v1,ptyapp1
uk-eu-1995,knowgain@historical-v1,eusize2
uk-eu-1995,knowgain@historical-v1,swiss2
uk-eu-1995,knowgain@historical-v1,inctax2
uk-eu-1995,knowgain@historical-v1,elect2
uk-eu-1995,knowgain@historical-v1,ptyapp2
uk-eu-1995,knowgain2@historical-v1,eusize1
uk-eu-1995,knowgain2@historical-v1,swiss1
uk-eu-1995,knowgain2@historical-v1,inctax1
uk-eu-1995,knowgain2@historical-v1,elect1
uk-eu-1995,knowgain2@historical-v1,ptyapp1
uk-eu-1995,knowgain2@historical-v1,eusize2
uk-eu-1995,knowgain2@historical-v1,swiss2
uk-eu-1995,knowgain2@historical-v1,inctax2
uk-eu-1995,knowgain2@historical-v1,elect2
uk-eu-1995,knowgain2@historical-v1,ptyapp2
uk-eu-1995,logpk@historical-v1,eusize1
uk-eu-1995,logpk@historical-v1,swiss1
uk-eu-1995,logpk@historical-v1,inctax1
uk-eu-1995,logpk@historical-v1,elect1
uk-eu-1995,logpk@historical-v1,ptyapp1
uk-eu-1995,logpk@historical-v1,eusize2
uk-eu-1995,logpk@historical-v1,swiss2
uk-eu-1995,logpk@historical-v1,inctax2
uk-eu-1995,logpk@historical-v1,elect2
uk-eu-1995,logpk@historical-v1,ptyapp2
uk-eu-1995,tobitpk@historical-v1,eusize1
uk-eu-1995,tobitpk@historical-v1,swiss1
uk-eu-1995,tobitpk@historical-v1,inctax1
uk-eu-1995,tobitpk@historical-v1,elect1
uk-eu-1995,tobitpk@historical-v1,ptyapp1
uk-eu-1995,tobitpk@historical-v1,eusize2
uk-eu-1995,tobitpk@historical-v1,swiss2
uk-eu-1995,tobitpk@historical-v1,inctax2
uk-eu-1995,tobitpk@historical-v1,elect2
uk-eu-1995,tobitpk@historical-v1,ptyapp2
uk-monarchy-1996,monarchy_support_t1@historical-v1,Q1
uk-monarchy-1996,monarchy_support_t1@historical-v1,Q11
uk-monarchy-1996,monarchy_support_t1@historical-v1,Q9
uk-monarchy-1996,monarchy_support_t1@historical-v1,Q14
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q6A
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q6B
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q6E
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q6F
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q7A
uk-monarchy-1996,monarchy_people_t1@historical-v1,Q7B
uk-monarchy-1996,monarchy_power_t1@historical-v1,Q15
uk-monarchy-1996,monarchy_power_t1@historical-v1,Q13D
uk-monarchy-1996,lords_reform_t1@historical-v1,Q18
uk-monarchy-1996,lords_reform_t1@historical-v1,Q19A
uk-monarchy-1996,lords_reform_t1@historical-v1,Q19B
uk-monarchy-1996,monarchy_support_t2@historical-v1,R1
uk-monarchy-1996,monarchy_support_t2@historical-v1,R11
uk-monarchy-1996,monarchy_support_t2@historical-v1,R9
uk-monarchy-1996,monarchy_support_t2@historical-v1,R14
uk-monarchy-1996,monarchy_people_t2@historical-v1,R6A
uk-monarchy-1996,monarchy_people_t2@historical-v1,R6B
uk-monarchy-1996,monarchy_people_t2@historical-v1,R6E
uk-monarchy-1996,monarchy_people_t2@historical-v1,R6F
uk-monarchy-1996,monarchy_people_t2@historical-v1,R7A
uk-monarchy-1996,monarchy_people_t2@historical-v1,R7B
uk-monarchy-1996,monarchy_power_t2@historical-v1,R15
uk-monarchy-1996,monarchy_power_t2@historical-v1,R13D
uk-monarchy-1996,lords_reform_t2@historical-v1,R18
uk-monarchy-1996,lords_reform_t2@historical-v1,R19A
uk-monarchy-1996,lords_reform_t2@historical-v1,R19B
uk-monarchy-1996,female@historical-v1,SEX
uk-monarchy-1996,minority@historical-v1,B16
uk-monarchy-1996,age@historical-v1,AGEB
uk-monarchy-1996,political_interest_t1@historical-v1,A6
uk-monarchy-1996,education_four@historical-v1,B12A
uk-monarchy-1996,education_four@historical-v1,B12B
uk-monarchy-1996,education_three@historical-v1,B12A
uk-monarchy-1996,education_three@historical-v1,B12B
uk-monarchy-1996,higher_education@historical-v1,B12A
uk-monarchy-1996,higher_education@historical-v1,B12B
uk-monarchy-1996,knowledge_t1@historical-v1,Q5A
uk-monarchy-1996,knowledge_t1@historical-v1,Q5B
uk-monarchy-1996,knowledge_t1@historical-v1,Q5C
uk-monarchy-1996,knowledge_t1@historical-v1,Q5D
uk-monarchy-1996,knowledge_t1@historical-v1,Q5E
uk-monarchy-1996,knowledge_t1@historical-v1,Q5F
uk-monarchy-1996,knowledge_t1@historical-v1,Q5G
uk-monarchy-1996,knowledge_t1@historical-v1,Q5H
uk-monarchy-1996,knowledge_t1@historical-v1,Q8A
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5A
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5B
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5C
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5D
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5E
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5F
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5G
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R5H
uk-monarchy-1996,knowledge_t2@ukm-01-v2,R8A
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5A
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5B
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5C
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5D
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5E
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5F
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5G
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q5H
uk-monarchy-1996,knowledge_joint@ukm-01-v2,Q8A
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5A
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5B
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5C
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5D
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5E
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5F
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5G
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R5H
uk-monarchy-1996,knowledge_joint@ukm-01-v2,R8A
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5A
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5B
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5C
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5D
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5E
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5F
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5G
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q5H
uk-monarchy-1996,knowledge_gain@ukm-01-v2,Q8A
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5A
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5B
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5C
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5D
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5E
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5F
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5G
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R5H
uk-monarchy-1996,knowledge_gain@ukm-01-v2,R8A
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5A
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5B
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5C
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5D
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5E
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5F
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5G
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q5H
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,Q8A
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5A
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5B
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5C
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5D
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5E
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5F
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5G
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R5H
uk-monarchy-1996,knowledge_gain_joint@ukm-01-v2,R8A
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5A
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5B
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5C
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5D
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5E
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5F
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5G
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q5H
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,Q8A
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5A
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5B
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5C
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5D
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5E
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5F
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5G
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R5H
uk-monarchy-1996,log_knowledge_joint@ukm-01-v2,R8A
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5A
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5B
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5C
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5D
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5E
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5F
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5G
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q5H
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,Q8A
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5A
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5B
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5C
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5D
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5E
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5F
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5G
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R5H
uk-monarchy-1996,high_knowledge_joint@ukm-01-v2,R8A
uk-monarchy-1996,attitude_extremity@historical-v1,Q1
uk-monarchy-1996,attitude_extremity@historical-v1,Q11
uk-monarchy-1996,attitude_extremity@historical-v1,Q9
uk-monarchy-1996,attitude_extremity@historical-v1,Q14
uk-monarchy-1996,attitude_extremity@historical-v1,Q6A
uk-monarchy-1996,attitude_extremity@historical-v1,Q6B
uk-monarchy-1996,attitude_extremity@historical-v1,Q6E
uk-monarchy-1996,attitude_extremity@historical-v1,Q6F
uk-monarchy-1996,attitude_extremity@historical-v1,Q7A
uk-monarchy-1996,attitude_extremity@historical-v1,Q7B
uk-monarchy-1996,attitude_extremity@historical-v1,Q15
uk-monarchy-1996,attitude_extremity@historical-v1,Q13D
uk-monarchy-1996,attitude_extremity@historical-v1,Q18
uk-monarchy-1996,attitude_extremity@historical-v1,Q19A
uk-monarchy-1996,attitude_extremity@historical-v1,Q19B
uk-general-election-1997,redistribution_t1@historical-v1,redstr1
uk-general-election-1997,tax_t1@historical-v1,taxr1
uk-general-election-1997,minimum_wage_t1@historical-v1,wager1
uk-general-election-1997,european_union_t1@historical-v1,eur1
uk-general-election-1997,redistribution_t2@historical-v1,redstr2
uk-general-election-1997,tax_t2@historical-v1,taxret2
uk-general-election-1997,minimum_wage_t2@historical-v1,wager2
uk-general-election-1997,european_union_t2@historical-v1,eur2
uk-general-election-1997,female@historical-v1,gender
uk-general-election-1997,minority@historical-v1,ethnic
uk-general-election-1997,age@historical-v1,age
uk-general-election-1997,political_interest_t1@historical-v1,int1
uk-general-election-1997,household_income@historical-v1,income
uk-general-election-1997,high_income@historical-v1,income
uk-general-election-1997,education_four@historical-v1,educa
uk-general-election-1997,education_four@historical-v1,educb
uk-general-election-1997,education_three@historical-v1,educa
uk-general-election-1997,education_three@historical-v1,educb
uk-general-election-1997,higher_education@historical-v1,educa
uk-general-election-1997,higher_education@historical-v1,educb
uk-general-election-1997,knowledge_t1@historical-v1,inflat1
uk-general-election-1997,knowledge_t1@historical-v1,intrst1
uk-general-election-1997,knowledge_t1@historical-v1,ukempl1
uk-general-election-1997,knowledge_t1@historical-v1,redstc1
uk-general-election-1997,knowledge_t1@historical-v1,taxc1
uk-general-election-1997,knowledge_t1@historical-v1,wagec1
uk-general-election-1997,knowledge_t1@historical-v1,euc1
uk-general-election-1997,knowledge_t1@historical-v1,redstl1
uk-general-election-1997,knowledge_t1@historical-v1,taxl1
uk-general-election-1997,knowledge_t1@historical-v1,wagel1
uk-general-election-1997,knowledge_t1@historical-v1,eul1
uk-general-election-1997,knowledge_t1@historical-v1,redstld1
uk-general-election-1997,knowledge_t1@historical-v1,taxld1
uk-general-election-1997,knowledge_t1@historical-v1,wageld1
uk-general-election-1997,knowledge_t1@historical-v1,euld1
uk-general-election-1997,knowledge_t2@ukge-03-v2,inflat2
uk-general-election-1997,knowledge_t2@ukge-03-v2,intrst2
uk-general-election-1997,knowledge_t2@ukge-03-v2,ukempl2
uk-general-election-1997,knowledge_t2@ukge-03-v2,redstc2
uk-general-election-1997,knowledge_t2@ukge-03-v2,taxc2
uk-general-election-1997,knowledge_t2@ukge-03-v2,wagec2
uk-general-election-1997,knowledge_t2@ukge-03-v2,euc2
uk-general-election-1997,knowledge_t2@ukge-03-v2,redstl2
uk-general-election-1997,knowledge_t2@ukge-03-v2,taxl2
uk-general-election-1997,knowledge_t2@ukge-03-v2,wagel2
uk-general-election-1997,knowledge_t2@ukge-03-v2,eul2
uk-general-election-1997,knowledge_t2@ukge-03-v2,redstld2
uk-general-election-1997,knowledge_t2@ukge-03-v2,taxld2
uk-general-election-1997,knowledge_t2@ukge-03-v2,wageld2
uk-general-election-1997,knowledge_t2@ukge-03-v2,euld2
uk-general-election-1997,knowledge_joint@ukge-03-v2,inflat1
uk-general-election-1997,knowledge_joint@ukge-03-v2,intrst1
uk-general-election-1997,knowledge_joint@ukge-03-v2,ukempl1
uk-general-election-1997,knowledge_joint@ukge-03-v2,redstc1
uk-general-election-1997,knowledge_joint@ukge-03-v2,taxc1
uk-general-election-1997,knowledge_joint@ukge-03-v2,wagec1
uk-general-election-1997,knowledge_joint@ukge-03-v2,euc1
uk-general-election-1997,knowledge_joint@ukge-03-v2,redstl1
uk-general-election-1997,knowledge_joint@ukge-03-v2,taxl1
uk-general-election-1997,knowledge_joint@ukge-03-v2,wagel2
uk-general-election-1997,knowledge_joint@ukge-03-v2,wagel1
uk-general-election-1997,knowledge_joint@ukge-03-v2,eul1
uk-general-election-1997,knowledge_joint@ukge-03-v2,redstld1
uk-general-election-1997,knowledge_joint@ukge-03-v2,taxld1
uk-general-election-1997,knowledge_joint@ukge-03-v2,wageld1
uk-general-election-1997,knowledge_joint@ukge-03-v2,euld1
uk-general-election-1997,knowledge_joint@ukge-03-v2,inflat2
uk-general-election-1997,knowledge_joint@ukge-03-v2,intrst2
uk-general-election-1997,knowledge_joint@ukge-03-v2,ukempl2
uk-general-election-1997,knowledge_joint@ukge-03-v2,redstc2
uk-general-election-1997,knowledge_joint@ukge-03-v2,taxc2
uk-general-election-1997,knowledge_joint@ukge-03-v2,wagec2
uk-general-election-1997,knowledge_joint@ukge-03-v2,euc2
uk-general-election-1997,knowledge_joint@ukge-03-v2,redstl2
uk-general-election-1997,knowledge_joint@ukge-03-v2,taxl2
