reference_id,poll_id,kind,title,url,local_artifact_id,accessed,notes
us-san-mateo-2008-stanford-event,san-mateo-2008,event-report,Threshold 2008: San Mateo Countywide Assembly on Housing Choices,https://deliberation.stanford.edu/news/threshold-2008-san-mateo-countywide-assembly-housing-choices,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-michigan-2009-stanford-event,michigan-2009,event-report,By the People: Hard Times Hard Choices Michigan Citizens Deliberate,https://deliberation.stanford.edu/news/people-hard-times-hard-choices-michigan-citizens-deliberate,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-california-whats-next-2011-stanford-event,california-whats-next-2011,event-report,By the People: What’s Next California?,https://deliberation.stanford.edu/news/people-whats-next-california,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-america-in-one-room-2019-stanford-event,america-in-one-room-2019,event-report,America in One Room Results,https://deliberation.stanford.edu/news/america-one-room-results,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-a1r-climate-2021-stanford-event,a1r-climate-2021,event-report,America in One Room: Climate and Energy,https://deliberation.stanford.edu/news/america-one-room-climate-and-energy,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-cpl-1996-stanford-utilities,cpl-1996,event-report,Deliberative Polling: Texas Electric Utilities,https://deliberation.stanford.edu/news/deliberative-pollingr-texas-electric-utilities,,2026-09-24,"Official overview of eight utility polls, not a poll-specific questionnaire."
us-cpl-1996-wang2020,cpl-1996,paper,"Wang, Fishkin and Luskin (2020), Does Deliberation Increase Public-Spiritedness?",https://doi.org/10.1111/ssqu.12863,,2026-09-24,Social Science Quarterly; verified via Stanford publication page. Published study of seven utility service-area polls; existing 2014 working-paper version already local. No duplicate downloaded.
us-wtu-1996-stanford-utilities,wtu-1996,event-report,Deliberative Polling: Texas Electric Utilities,https://deliberation.stanford.edu/news/deliberative-pollingr-texas-electric-utilities,,2026-09-24,"Official overview of eight utility polls, not a poll-specific questionnaire."
us-wtu-1996-wang2020,wtu-1996,paper,"Wang, Fishkin and Luskin (2020), Does Deliberation Increase Public-Spiritedness?",https://doi.org/10.1111/ssqu.12863,,2026-09-24,Social Science Quarterly; verified via Stanford publication page. Published study of seven utility service-area polls; existing 2014 working-paper version already local. No duplicate downloaded.
us-swepco-1996-stanford-utilities,swepco-1996,event-report,Deliberative Polling: Texas Electric Utilities,https://deliberation.stanford.edu/news/deliberative-pollingr-texas-electric-utilities,,2026-09-24,"Official overview of eight utility polls, not a poll-specific questionnaire."
us-swepco-1996-wang2020,swepco-1996,paper,"Wang, Fishkin and Luskin (2020), Does Deliberation Increase Public-Spiritedness?",https://doi.org/10.1111/ssqu.12863,,2026-09-24,Social Science Quarterly; verified via Stanford publication page. Published study of seven utility service-area polls; existing 2014 working-paper version already local. No duplicate downloaded.
us-nic2-2003-brookings2003,nic2-2003,event-report,"Brady, Fishkin and Luskin (2003), Informed Public Opinion About Foreign Policy",https://www.brookings.edu/articles/informed-public-opinion-about-foreign-policy-the-uses-of-deliberative-polling/,material-dd722fd627b2e9f0-nic2-2003,2026-09-24,"Publisher classifies this as Commentary. It describes the Philadelphia face-to-face convention, not the online National source."
us-btp-national-2003-primaries-methods-cross-reference,btp-national-2003,paper,"Iyengar, Luskin and Fishkin (2005), Deliberative Preferences in the Presidential Nomination Campaign",https://citeseerx.ist.psu.edu/document?doi=1b54e9717aeb33d1bdd332f0523dbe367c099480&repid=rep1&type=pdf,,2026-09-24,Research manuscript pp 5–6 explicitly describes prior 2002/2003 foreign-policy online cohort; local copy data/shared/papers/primaries-paper.pdf belongs to primaries catalog records.
us-new-haven-2004-farrar2010,new-haven-2004,paper,"Farrar et al.(2010), Disaggregating Deliberation’s Effects: An Experiment within a Deliberative Poll",https://doi.org/10.1017/S0007123409990433,,2026-09-24,Peer-reviewed British Journal of Political Science 40(2): 333–347; existing local paper verified.
us-new-haven-2004-jpal-event,new-haven-2004,event-report,Disaggregating the Effects of Deliberation on Policy Attitudes in the United States,https://www.povertyactionlab.org/evaluation/disaggregating-effects-deliberation-policy-attitudes-united-states,,2026-09-24,Research organization study summary links the empirical paper; not the October 2004 PBSevent.
us-california-whats-next-2011-published-agenda-setting,california-whats-next-2011,paper,"Fishkin, Kousser, Luskin, Siu (2015), Deliberative Agenda Setting: Piloting Reform of Direct Democracy in California",https://doi.org/10.1017/S1537592715002297,material-5cb1d017f73d4742-california-whats-next-2011,2026-09-24,Published research article; institutional repository https://escholarship.org/uc/item/7bx779kd also identifies this publication.
us-america-in-one-room-2019-apsr2021,america-in-one-room-2019,paper,"Fishkin, Siu, Diamond, Bradburn (2021), Is Deliberation an Antidote to Extreme Partisan Polarization?",https://doi.org/10.1017/S0003055421000642,material-f937811041f72f6f-america-in-one-room-2019,2026-09-24,"American Political Science Review 115(4): 1464–1481; public replication documentation DOI10.7910/DVN/KJ8IH2; browser DOIresolver failed, followup needed for separate questionnaires/codebook."
us-a1r-climate-2021-perspectives2025,a1r-climate-2021,paper,"Fishkin, Bolotnyy, Lerner, Siu, Bradburn, Scaling Dialogue for Democracy: Can Automated Deliberation Create More Deliberative Voters?",https://www.cambridge.org/core/journals/perspectives-on-politics/article/scaling-dialogue-for-democracy-can-automated-deliberation-create-more-deliberative-voters/969F1ECDAE76F682F1E61550DEDD891D,material-76ae7185d1d8b5db-a1r-climate-2021,2026-09-24,"Perspectives on Politics, published online January 3, 2025; research article includes 2021 experiment and 2022 midterm followup, which must not be conflated with baseline experiment counts."
us-btp-2007-embedded-questionnaire,btp-2007,questionnaire,By the People 2007 codebook: Questionnaire Text,,cdd-btp-2007-codebook,2026-09-24,"Full questionnaire section embedded in original authored 2007 BTP_CODEBOOK.pdf; preserve existing singlePDF, no duplicate copy."
us-btp-online-primaries-2004-wang-siu2009,btp-online-primaries-2004,paper,"Wang and Siu (2009), Refined or Biased Opinions? Examining Self-selected Participation in Deliberation and Post-survey in On-line Deliberative Polls",http://www.asasrms.org/Proceedings/y2009/Files/400061.pdf,material-e603bbecfa97be6b-btp-online-primaries-2004,2026-09-24,"ASA/AAPOR proceedings; directly analyzes all three Knowledge Networks experiments. OnePDF stored under btp-national-2003, referenced across relevant polls."
us-btp-presidential-primaries-2004-wang-siu2009,btp-presidential-primaries-2004,paper,"Wang and Siu (2009), Refined or Biased Opinions? Examining Self-selected Participation in Deliberation and Post-survey in On-line Deliberative Polls",http://www.asasrms.org/Proceedings/y2009/Files/400061.pdf,material-e603bbecfa97be6b-btp-presidential-primaries-2004,2026-09-24,"ASA/AAPOR proceedings; directly analyzes all three Knowledge Networks experiments. OnePDF stored under btp-national-2003, referenced across relevant polls."
us-btp-general-election-2004-wang-siu2009,btp-general-election-2004,paper,"Wang and Siu (2009), Refined or Biased Opinions? Examining Self-selected Participation in Deliberation and Post-survey in On-line Deliberative Polls",http://www.asasrms.org/Proceedings/y2009/Files/400061.pdf,material-e603bbecfa97be6b-btp-general-election-2004,2026-09-24,"ASA/AAPOR proceedings; directly analyzes all three Knowledge Networks experiments. OnePDF stored under btp-national-2003, referenced across relevant polls."
uk-crime-1994-stanford-event,uk-crime-1994,event-report,The first Deliberative Poll: Crime in the United Kingdom,https://deliberation.stanford.edu/news/first-deliberative-pollingr-crime-united-kingdom,,2026-09-24,Official source; publication date is not necessarily event date.
australia-republic-1999-stanford-event,australia-republic-1999,event-report,Deliberative Polling on the Referendum to make Australia a Republic,https://deliberation.stanford.edu/news/deliberative-pollingr-referendum-make-australia-republic,,2026-09-24,Official source; publication date is not necessarily event date.
denmark-euro-2000-stanford-event,denmark-euro-2000,event-report,Deliberative Polling on a Single European Currency for Denmark,https://deliberation.stanford.edu/news/deliberative-pollingr-single-european-currency-denmark,,2026-09-24,Official source; publication date is not necessarily event date.
zeguo-2005-stanford-event,zeguo-2005,event-report,The First Deliberative Polling in China,https://deliberation.stanford.edu/news/first-deliberative-pollingr-china,,2026-09-24,Official source; publication date is not necessarily event date.
marousi-2006-stanford-event,marousi-2006,event-report,"Deliberative Polling in the Municipality of Marousi, Greece",https://deliberation.stanford.edu/news/deliberative-pollingr-municipality-marousi-greece,,2026-09-24,Official source; publication date is not necessarily event date.
tomorrows-europe-2007-stanford-event,tomorrows-europe-2007,event-report,Tomorrow’s Europe: The First EU-Wide Deliberative Poll,https://deliberation.stanford.edu/tomorrows-europe-first-eu-wide-deliberative-poll,,2026-09-24,Official source; publication date is not necessarily event date.
bulgaria-2007-stanford-event,bulgaria-2007,event-report,Deliberative Polling on Policies toward the Roma in Bulgaria,https://deliberation.stanford.edu/news/deliberative-pollingr-policies-toward-roma-bulgaria,,2026-09-24,Official source; publication date is not necessarily event date.
northern-ireland-2007-stanford-event,northern-ireland-2007,event-report,"Deliberative Polling on Education Policy in Omagh, Northern Ireland",https://deliberation.stanford.edu/news/deliberative-pollingr-education-policy-omagh-northern-ireland,,2026-09-24,Official source; publication date is not necessarily event date.
europolis-2009-stanford-event,europolis-2009,event-report,EuroPolis: Deliberative Polling on the European Union,https://deliberation.stanford.edu/news/europolis-deliberative-pollingr-european-union,,2026-09-24,Official source; publication date is not necessarily event date.
tanzania-2015-stanford-event,tanzania-2015,event-report,Tanzania: First National Deliberative Poll in Africa,https://deliberation.stanford.edu/news/tanzania-first-national-deliberative-poll-africa,,2026-09-24,Official source; publication date is not necessarily event date.
bulgaria-crime-2002-stanford-event,bulgaria-crime-2002,event-report,Deliberative Polling on Crime in Bulgaria,https://deliberation.stanford.edu/news/deliberative-pollingr-crime-bulgaria,,2026-09-24,Official source; publication date is not necessarily event date.
uk-crime-1994-local-cdd-uk-crime-variables,uk-crime-1994,codebook,uk-crime-1994 variables.csv,,cdd-uk-crime-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/variables.csv
uk-crime-1994-local-cdd-uk-crime-value-labels,uk-crime-1994,codebook,uk-crime-1994 value-labels.csv,,cdd-uk-crime-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/value-labels.csv
uk-crime-1994-local-cdd-uk-crime-codebook,uk-crime-1994,codebook,uk-crime-1994 codebook.txt,,cdd-uk-crime-codebook,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/codebook.txt
uk-crime-1994-local-material-628f37bfc90de006-uk-crime-1994,uk-crime-1994,paper,ConsideredOpinions,,material-628f37bfc90de006-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/papers/consideredopinions.pdf
uk-crime-1994-local-material-6eaeae118f40db64-uk-crime-1994,uk-crime-1994,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-6eaeae118f40db64-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/sturgis-30-65.pdf Published Public Opinion Quarterly 69(1):30–65 (2005); distinct from downloaded AAPOR 2003 draft.
uk-crime-1994-local-material-7731a4ce1a2d98a7-uk-crime-1994,uk-crime-1994,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
uk-crime-1994-local-material-6180dbb6f0a7a41c-uk-crime-1994,uk-crime-1994,paper,Considered Opinions: Deliberative Polling in Britain,,material-6180dbb6f0a7a41c-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/papers/british-crime-paper.pdf
uk-crime-1994-local-material-3d9d41d8bc592937-uk-crime-1994,uk-crime-1994,paper,Deliberative Polling and Public Consultation,,material-3d9d41d8bc592937-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/public-consultation-paper.pdf
uk-crime-1994-local-material-c082c7217c856b73-uk-crime-1994,uk-crime-1994,briefing-material,Rising Crime: What Should We Do?,,material-c082c7217c856b73-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/briefing/rising-crime-briefing.pdf
uk-crime-1994-local-material-580ac20de6f19c5c-uk-crime-1994,uk-crime-1994,questionnaire,Rising Crime: What can we do about it?,,material-580ac20de6f19c5c-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-crime-1994/questionnaires/crime-questionnaire.pdf
uk-crime-1994-local-material-29cbe30c018c2d68-uk-crime-1994,uk-crime-1994,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-29cbe30c018c2d68-uk-crime-1994,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/papers/deliberation-attitude-constraint.pdf
uk-eu-1995-local-cdd-uk-eu-variables,uk-eu-1995,codebook,uk-eu-1995 variables.csv,,cdd-uk-eu-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/variables.csv
uk-eu-1995-local-cdd-uk-eu-value-labels,uk-eu-1995,codebook,uk-eu-1995 value-labels.csv,,cdd-uk-eu-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/value-labels.csv
uk-eu-1995-local-cdd-uk-eu-codebook,uk-eu-1995,codebook,uk-eu-1995 codebook.txt,,cdd-uk-eu-codebook,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/codebook.txt
uk-eu-1995-local-material-6eaeae118f40db64-uk-eu-1995,uk-eu-1995,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-6eaeae118f40db64-uk-eu-1995,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/sturgis-30-65.pdf Published Public Opinion Quarterly 69(1):30–65 (2005); distinct from downloaded AAPOR 2003 draft.
uk-eu-1995-local-material-7731a4ce1a2d98a7-uk-eu-1995,uk-eu-1995,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-uk-eu-1995,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
uk-eu-1995-local-material-7ad6c3c2eb5f0731-uk-eu-1995,uk-eu-1995,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-uk-eu-1995,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/deliberation-net-change-paper.pdf
uk-eu-1995-local-material-3d9d41d8bc592937-uk-eu-1995,uk-eu-1995,paper,Deliberative Polling and Public Consultation,,material-3d9d41d8bc592937-uk-eu-1995,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/public-consultation-paper.pdf
uk-eu-1995-local-material-29cbe30c018c2d68-uk-eu-1995,uk-eu-1995,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-29cbe30c018c2d68-uk-eu-1995,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/papers/deliberation-attitude-constraint.pdf
uk-monarchy-1996-local-cdd-uk-monarchy-1996-variables,uk-monarchy-1996,codebook,uk-monarchy-1996 variables.csv,,cdd-uk-monarchy-1996-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-monarchy-1996/variables.csv
uk-monarchy-1996-local-cdd-uk-monarchy-1996-value-labels,uk-monarchy-1996,codebook,uk-monarchy-1996 value-labels.csv,,cdd-uk-monarchy-1996-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-monarchy-1996/value-labels.csv
uk-monarchy-1996-local-cdd-uk-monarchy-1996-codebook,uk-monarchy-1996,codebook,uk-monarchy-1996 codebook.doc,,cdd-uk-monarchy-1996-codebook,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-monarchy-1996/codebook.doc
uk-monarchy-1996-local-material-6eaeae118f40db64-uk-monarchy-1996,uk-monarchy-1996,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-6eaeae118f40db64-uk-monarchy-1996,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/sturgis-30-65.pdf Published Public Opinion Quarterly 69(1):30–65 (2005); distinct from downloaded AAPOR 2003 draft.
uk-monarchy-1996-local-material-7731a4ce1a2d98a7-uk-monarchy-1996,uk-monarchy-1996,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-uk-monarchy-1996,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
uk-monarchy-1996-local-material-7ad6c3c2eb5f0731-uk-monarchy-1996,uk-monarchy-1996,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-uk-monarchy-1996,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/deliberation-net-change-paper.pdf
uk-monarchy-1996-local-material-3d9d41d8bc592937-uk-monarchy-1996,uk-monarchy-1996,paper,Deliberative Polling and Public Consultation,,material-3d9d41d8bc592937-uk-monarchy-1996,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/public-consultation-paper.pdf
uk-monarchy-1996-local-material-29cbe30c018c2d68-uk-monarchy-1996,uk-monarchy-1996,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-29cbe30c018c2d68-uk-monarchy-1996,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/papers/deliberation-attitude-constraint.pdf
uk-general-election-1997-local-cdd-uk-general-election-1997-variables,uk-general-election-1997,codebook,uk-general-election-1997 variables.csv,,cdd-uk-general-election-1997-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-general-election-1997/variables.csv
uk-general-election-1997-local-cdd-uk-general-election-1997-value-labels,uk-general-election-1997,codebook,uk-general-election-1997 value-labels.csv,,cdd-uk-general-election-1997-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-general-election-1997/value-labels.csv
uk-general-election-1997-local-cdd-uk-general-election-1997-codebook,uk-general-election-1997,codebook,uk-general-election-1997 codebook.txt,,cdd-uk-general-election-1997-codebook,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-general-election-1997/codebook.txt
uk-general-election-1997-local-material-6eaeae118f40db64-uk-general-election-1997,uk-general-election-1997,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-6eaeae118f40db64-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/sturgis-30-65.pdf Published Public Opinion Quarterly 69(1):30–65 (2005); distinct from downloaded AAPOR 2003 draft.
uk-general-election-1997-local-material-77127c12491dcc60-uk-general-election-1997,uk-general-election-1997,paper,ge2,,material-77127c12491dcc60-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-general-election-1997/papers/ge2.doc
uk-general-election-1997-local-material-7731a4ce1a2d98a7-uk-general-election-1997,uk-general-election-1997,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
uk-general-election-1997-local-material-1a6478af06bb3df1-uk-general-election-1997,uk-general-election-1997,paper,Learning and Voting in Britain: Insights from the Deliberative Poll,,material-1a6478af06bb3df1-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-general-election-1997/papers/british-election-paper.pdf Research manuscript with incomplete citations and inconsistent April weekday/date; not treated as a final published version.
uk-general-election-1997-local-material-7ad6c3c2eb5f0731-uk-general-election-1997,uk-general-election-1997,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/deliberation-net-change-paper.pdf
uk-general-election-1997-local-material-3d9d41d8bc592937-uk-general-election-1997,uk-general-election-1997,paper,Deliberative Polling and Public Consultation,,material-3d9d41d8bc592937-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/public-consultation-paper.pdf
uk-general-election-1997-local-material-29cbe30c018c2d68-uk-general-election-1997,uk-general-election-1997,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-29cbe30c018c2d68-uk-general-election-1997,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/papers/deliberation-attitude-constraint.pdf
uk-health-1998-local-cdd-uk-health-variables,uk-health-1998,codebook,uk-health-1998 variables.csv,,cdd-uk-health-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-health-1998/variables.csv
uk-health-1998-local-cdd-uk-health-value-labels,uk-health-1998,codebook,uk-health-1998 value-labels.csv,,cdd-uk-health-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-health-1998/value-labels.csv
uk-health-1998-local-material-6eaeae118f40db64-uk-health-1998,uk-health-1998,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-6eaeae118f40db64-uk-health-1998,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/sturgis-30-65.pdf Published Public Opinion Quarterly 69(1):30–65 (2005); distinct from downloaded AAPOR 2003 draft.
uk-health-1998-local-material-7731a4ce1a2d98a7-uk-health-1998,uk-health-1998,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-uk-health-1998,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
uk-health-1998-local-material-7ad6c3c2eb5f0731-uk-health-1998,uk-health-1998,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-uk-health-1998,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/deliberation-net-change-paper.pdf
uk-health-1998-local-material-3d9d41d8bc592937-uk-health-1998,uk-health-1998,paper,Deliberative Polling and Public Consultation,,material-3d9d41d8bc592937-uk-health-1998,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/public-consultation-paper.pdf
uk-health-1998-local-material-29cbe30c018c2d68-uk-health-1998,uk-health-1998,paper,"A Different Take on the Deliberative Poll: Information, Deliberation, and Attitude Constraint",,material-29cbe30c018c2d68-uk-health-1998,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/uk-eu-1995/papers/deliberation-attitude-constraint.pdf
australia-republic-1999-local-cdd-australia-republic-1999-survey-variables,australia-republic-1999,codebook,Source variables,,cdd-australia-republic-1999-survey-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/australia-republic-1999/variables.csv
australia-republic-1999-local-cdd-australia-republic-1999-survey-value-labels,australia-republic-1999,codebook,Source value-labels,,cdd-australia-republic-1999-survey-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/australia-republic-1999/value-labels.csv
australia-republic-1999-local-cdd-australia-republic-1999-codebook,australia-republic-1999,codebook,Original codebook.doc,,cdd-australia-republic-1999-codebook,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/australia-republic-1999/codebook.doc
australia-republic-1999-local-material-218f80d359921e91-australia-republic-1999,australia-republic-1999,paper,adp5,,material-218f80d359921e91-australia-republic-1999,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/australia-republic-1999/papers/adp5.doc
australia-republic-1999-local-material-7731a4ce1a2d98a7-australia-republic-1999,australia-republic-1999,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-australia-republic-1999,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
australia-republic-1999-local-material-a7a3c9c03cb4f75a-australia-republic-1999,australia-republic-1999,paper,Deliberation and Referendum Voting,,material-a7a3c9c03cb4f75a-australia-republic-1999,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/australia-republic-1999/papers/australia-referendum-paper.pdf Research manuscript with placeholder citations; journal-publication status unverified.
australia-republic-1999-local-material-7ad6c3c2eb5f0731-australia-republic-1999,australia-republic-1999,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-australia-republic-1999,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/shared/papers/deliberation-net-change-paper.pdf
denmark-euro-2000-local-cdd-denmark-euro-2000-survey-variables,denmark-euro-2000,codebook,Source variables,,cdd-denmark-euro-2000-survey-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/variables.csv
denmark-euro-2000-local-cdd-denmark-euro-2000-survey-value-labels,denmark-euro-2000,codebook,Source value-labels,,cdd-denmark-euro-2000-survey-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/value-labels.csv
denmark-euro-2000-local-cdd-denmark-euro-2000-departure-variables,denmark-euro-2000,codebook,Source variables,,cdd-denmark-euro-2000-departure-variables,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/departure-variables.csv
denmark-euro-2000-local-cdd-denmark-euro-2000-departure-value-labels,denmark-euro-2000,codebook,Source value-labels,,cdd-denmark-euro-2000-departure-value-labels,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/departure-value-labels.csv
denmark-euro-2000-local-cdd-denmark-euro-2000-questionnaire,denmark-euro-2000,questionnaire,Original questionnaire.pdf,,cdd-denmark-euro-2000-questionnaire,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/questionnaire.pdf
denmark-euro-2000-local-material-ee26ba3b4b986754-denmark-euro-2000,denmark-euro-2000,questionnaire,Denmark euro questionnaire,,material-ee26ba3b4b986754-denmark-euro-2000,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/questionnaires/denmark-questionnaire.pdf
denmark-euro-2000-local-material-74c9b79b98a13028-denmark-euro-2000,denmark-euro-2000,event-report,Denmark euro results,,material-74c9b79b98a13028-denmark-euro-2000,2026-09-24,Existing catalog material; questionnaire wave/translation and draft versus publication version must be checked before recoding. data/denmark-euro-2000/reports/denmark-results.pdf
