source_column,source_value,value_label
WAVE,1,T1 - Recruitment
WAVE,2,T2 - Arrival
WAVE,3,T3 - Departure
WAVE,4,T4 - Post-election
GROUP_T1,1,Test Group
GROUP_T1,2,Control Group
GROUP_T1BIS,1, Test Group participants
GROUP_T1BIS,2, Test Group Non-participants
GROUP_T1BIS,3, Control Group
COUNTRY1,1,Austria
COUNTRY1,2,Beglium
COUNTRY1,3,Bulgaria
COUNTRY1,4,Cyprus
COUNTRY1,5,Czech republic
COUNTRY1,6,Denmark
COUNTRY1,7,Estonia
COUNTRY1,8,Finland
COUNTRY1,9,France
COUNTRY1,10,Germany
COUNTRY1,11,Greece
COUNTRY1,12,Hungary
COUNTRY1,13,Ireland
COUNTRY1,14,Italy
COUNTRY1,15,Latvia
COUNTRY1,16,Lithuania
COUNTRY1,17,Luxembourg
COUNTRY1,18,Malta
COUNTRY1,19,The Netheralands
COUNTRY1,20,Poland
COUNTRY1,21,Portugal
COUNTRY1,22,Romania
COUNTRY1,23,Slovak republic
COUNTRY1,24,Slovenia
COUNTRY1,25,Spain
COUNTRY1,26,Sweden
COUNTRY1,27,United Kingdom
COUNTRY2,1,Belgium
COUNTRY2,2,Denmark
COUNTRY2,3,Germany
COUNTRY2,4,Greece
COUNTRY2,5,Spain
COUNTRY2,6,Finland
COUNTRY2,7,France
COUNTRY2,8,Ireland
COUNTRY2,9,Italy
COUNTRY2,10,Luxembourg
COUNTRY2,11,The Netherlands
COUNTRY2,12,Austria
COUNTRY2,13,Portugal
COUNTRY2,14,Sweden
COUNTRY2,15,United Kingdom
COUNTRY2,31,Bulgaria
COUNTRY2,32,Cyprus
COUNTRY2,33,Czech republic
COUNTRY2,34,Estonia
COUNTRY2,35,Hungary
COUNTRY2,36,Latvia
COUNTRY2,37,Lithuania
COUNTRY2,38,Malta
COUNTRY2,39,Poland
COUNTRY2,40,Romania
COUNTRY2,41,Slovakia
COUNTRY2,42,Slovenia
TYPE,1, TGP_INT
TYPE,2, TGP_NOT_INT
TYPE,3, TGNP_INT
TYPE,4, TGNP_NOT_INT
TYPE,5, CG_TGP_INT
TYPE,6, CG_TGP_NOT_INT
TYPE,7, CG_TGNP_INT
TYPE,8, CG_TGNP_NOT_INT
TYPE,9, CG_INT
TYPE,10, CG_NOT_INT
Q1_A1,1,Refusal by respondent/Declined to do the interview
Q1_A1,2,Refusal by other household member
Q1_A1,3,Series of broken appointments to avoid interview
Q1_A1,4,Telephone line problems (telephone only)/ no answer at the d
Q1_A1,5,Refusal by respondent to go on with the interview
Q1_B1,1,No reason given
Q1_B1,2,Generic reason:
sex1,1,Male
sex1,2,Female
educ1,0,Still studying
educ1,1,No education
educ1,997,Refusal
educ1,999,Don't know
class1,1,Upper class
class1,2,Upper middle class
class1,3,Lower middle class
class1,4,Working class
class1,5,None of these (SP.)
class1,997,Refusal (SP.)
class1,999,DK (SP.)
reli1,1,Catholic
reli1,2,Orthodox
reli1,3,Protestant
reli1,4,Other Christian
reli1,5,Jewish
reli1,6,Muslim
reli1,7,Sikh
reli1,8,Buddhist
reli1,9,Hindu
reli1,10,Atheist\ Non believer\ Agnostic
reli1,996,Other
reli1,997,Refusal
reli1,999,DK 
religiosity1,1,More than once a week
religiosity1,2,Once a week
religiosity1,3,About once a month
religiosity1,4,Once every 2 or 3 months
religiosity1,5,Only on special holy days
religiosity1,6,About once a year
religiosity1,7,Less often
religiosity1,8,Never
religiosity1,997,Refusal (SP.)
religiosity1,999,DK(SP.)
birth1,1,In [COUNTRY]
birth1,2,In another Member country of the European Union
birth1,3,In another European country that is not a Member of the Euro
birth1,4,"In Asia, Africa or Latin America"
birth1,5,"In Northern America, Japan or Oceania"
birth1,997,Refusal (SP.)
birth1,999,DK (SP.)
parentsbirth1,1,Your mother and your father were born in [COUNTRY]
parentsbirth1,2,One of your parents was born in [COUNTRY] and the other was
parentsbirth1,3,Your mother and your father were born in another Member Stat
parentsbirth1,4,At least one of your parents was born outside the European U
parentsbirth1,999,DK/Refusal (SP.)
leftright14,0,Left
leftright14,1,1
leftright14,2,2
leftright14,3,3
leftright14,4,4
leftright14,5,5
leftright14,6,6
leftright14,7,7
leftright14,8,8
leftright14,9,9
leftright14,10,Right
leftright14,999,DK (SP.)
nat1_1,0,No
nat1_1,1,yes
nat1_2,0,No
nat1_2,1,yes
nat1_3,0,No
nat1_3,1,yes
nat1_4,0,No
nat1_4,1,yes
nat1_5,0,No
nat1_5,1,yes
nat1_6,0,No
nat1_6,1,yes
nat1_7,0,No
nat1_7,1,yes
nat1_8,0,No
nat1_8,1,yes
nat1_9,0,No
nat1_9,1,yes
nat1_10,0,No
nat1_10,1,yes
nat1_11,0,No
nat1_11,1,yes
nat1_12,0,No
nat1_12,1,yes
nat1_13,0,No
nat1_13,1,yes
nat1_14,0,No
nat1_14,1,yes
nat1_15,0,No
nat1_15,1,yes
nat1_16,0,No
nat1_16,1,yes
nat1_17,0,No
nat1_17,1,yes
nat1_18,0,No
nat1_18,1,yes
nat1_19,0,No
nat1_19,1,yes
nat1_20,0,No
nat1_20,1,yes
nat1_21,0,No
nat1_21,1,yes
nat1_22,0,No
nat1_22,1,yes
nat1_23,0,No
nat1_23,1,yes
nat1_24,0,No
nat1_24,1,yes
nat1_25,0,No
nat1_25,1,yes
nat1_26,0,No
nat1_26,1,yes
nat1_27,0,No
nat1_27,1,yes
nat1_28,0,No
nat1_28,1,yes
nat1_29,0,No
nat1_29,1,yes
V1Q1,0,Definitely won't vote
V1Q1,1,1
V1Q1,2,2
V1Q1,3,3
V1Q1,4,4
V1Q1,5,5
V1Q1,6,6
V1Q1,7,7
V1Q1,8,8
V1Q1,9,9
V1Q1,10,Definitely will vote
V1Q1,999,DK (SP.)
V1Q2,101,SPÖ
V1Q2,102,ÖVP
V1Q2,103,FPÖ
V1Q2,104,BZÖ
V1Q2,105,GRÜNE
V1Q2,106,LINKE
V1Q2,107,Hans-Peter Martin
V1Q2,201,Christen-Democratisch en Vlaams (Christian-Democratic and Fl
V1Q2,202,"Nieuw-Vlaamse Alliantie (New-Flemish Alliance), N-VA"
V1Q2,203,Groen! (Green!)
V1Q2,204,Socialistische Partij - Anders (Socialist Party – Different)
V1Q2,205,"Sociaal-Liberale Partij (Social Liberal Party), SLP"
V1Q2,206,"Vlaams Belang (Flemish Interest), VB"
V1Q2,207,Open Vlaamse Liberalen en Democraten (Open Flemish Liberals
V1Q2,208,Lijst Dedecker (Dedecker list)
V1Q2,209,"Partij van de Arbeid (Workers' Party of Belgium), PvdA"
V1Q2,210,"Parti Socialiste (Socialist Party), PS"
V1Q2,211,"Mouvement Réformateur (Reformist Movement), MR"
V1Q2,212,"Centre Démocrate Humaniste (Humanist Democratic Centre), CDh"
V1Q2,213,Ecolo (Ecology)
V1Q2,214,"Front National (National Front), FN"
V1Q2,215,"Parti du Travail de Belgique (Workers' Party of Belgium), PT"
V1Q2,301,(Bulgarian Socialist Party) BSP
V1Q2,302,National Movement for stability and prosperity) NDSV
V1Q2,303,Movement for Rights and Freedoms) DPS
V1Q2,304,Attack Party
V1Q2,305," Coalition of Union of Democratic Forces (SDS), Democrats fo"
V1Q2,306,Citizens for the European Development of Bulgaria) GERB
V1Q2,307,The New Time
V1Q2,308,Euroroma
