source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
demo1,double,numeric,,fp4b_a/q9,%8.0g,,,TRUE,Retained
demo1p,double,numeric,,qfp4b_a/q9,%8.0g,,,TRUE,Retained
demo2,double,numeric,,pair3_a/q22,%8.0g,,,TRUE,Retained
demo2p,double,numeric,,qpair3_a/q22,%8.0g,,,TRUE,Retained
demo3,double,numeric,,pdem1_a/q23a,%8.0g,,,TRUE,Retained
demo3p,double,numeric,,qpdem1_a/q23a,%8.0g,,,TRUE,Retained
demo4,double,numeric,,pdem1_b/q23b,%8.0g,,,TRUE,Retained
demo4p,double,numeric,,qpdem1_b/q23b,%8.0g,,,TRUE,Retained
demo5,double,numeric,,pdem1_c/q23c,%8.0g,,,TRUE,Retained
demo5p,double,numeric,,qpdem1_c/q23c,%8.0g,,,TRUE,Retained
demo6,double,numeric,,pdem2_a/q23d,%8.0g,,,TRUE,Retained
demo6p,double,numeric,,qpdem2_a/q23d,%8.0g,,,TRUE,Retained
demo7,double,numeric,,pdem2_b/q23e,%8.0g,,,TRUE,Retained
demo7p,double,numeric,,qpdem2_b/q23e,%8.0g,,,TRUE,Retained
demo8,double,numeric,,pdem2_c/q23f,%8.0g,,,TRUE,Retained
demo8p,double,numeric,,qpdem2_c/q23f,%8.0g,,,TRUE,Retained
demo9,double,numeric,,aid2a_c/q25c,%8.0g,,,TRUE,Retained
demo9p,double,numeric,,qaid2a_c/q25c,%8.0g,,,TRUE,Retained
demo10,double,numeric,,int1a_a/q37a,%8.0g,,,TRUE,Retained
demo10p,double,numeric,,qint1a_a/q37a,%8.0g,,,TRUE,Retained
envir1p,double,numeric,,qfp2a_a/q2a,%8.0g,,,TRUE,Retained
envir2p,double,numeric,,qwrm2a_s/q13,%8.0g,,,TRUE,Retained
envir3p,double,numeric,,qwrm2b_s/q14,%8.0g,,,TRUE,Retained
envir4p,double,numeric,,qwrm3_a/q15,%8.0g,,,TRUE,Retained
foraid1,double,numeric,,pair1_a/q20,%8.0g,,,TRUE,Retained
foraid1p,double,numeric,,qpair1_a/q20,%8.0g,,,TRUE,Retained
foraid2,double,numeric,,pair2_a/q21,%8.0g,,,TRUE,Retained
foraid2p,double,numeric,,qpair2_a/q21,%8.0g,,,TRUE,Retained
foraid3,double,numeric,,aid1/q24,%8.0g,,,TRUE,Retained
foraid3p,double,numeric,,qaid1/q24,%8.0g,,,TRUE,Retained
globalt1,double,numeric,,fp2b_d/q2f,%8.0g,,,TRUE,Retained
globalt2,double,numeric,,qfp2b_d/q2f,%8.0g,,,TRUE,Retained
globalt20,double,numeric,,fp2c_d/q2j,%8.0g,,,TRUE,Retained
globalt3,double,numeric,,qfp2c_d/q2j,%8.0g,,,TRUE,Retained
globalt30,double,numeric,,fp2b_a/q25d,%8.0g,,,TRUE,Retained
