source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
CASEID,double,numeric,,,F15.0,,,TRUE,Retained
Q040DT3,double,haven_labelled|vctrs_vctr|double,,Moderator ensured consideration of opposing arguments,F11.0,,,TRUE,Retained
Q040ET3,double,haven_labelled|vctrs_vctr|double,,Important aspects covered,F11.0,,,TRUE,Retained
Q040FT3,double,haven_labelled|vctrs_vctr|double,,I learned a lot about people different from me,F11.0,,,TRUE,Retained
Q040GT3,double,haven_labelled|vctrs_vctr|double,,Briefing document fair,F11.0,,,TRUE,Retained
Q041T3,double,haven_labelled|vctrs_vctr|double,,How much read before deliberations,F11.0,,,TRUE,Retained
Q042T3,double,haven_labelled|vctrs_vctr|double,,How much read at end of deliberations,F11.0,,,TRUE,Retained
Q043AT3,double,haven_labelled|vctrs_vctr|double,,Motive - chance to discuss important topic,F11.0,,,TRUE,Retained
Q043BT3,double,haven_labelled|vctrs_vctr|double,,Motive - meeting people from across state,F11.0,,,TRUE,Retained
Q043CT3,double,haven_labelled|vctrs_vctr|double,,Motive - mention in newspaper,F11.0,,,TRUE,Retained
Q043DT3,double,haven_labelled|vctrs_vctr|double,,Motive - being seen on TV,F11.0,,,TRUE,Retained
Q043ET3,double,haven_labelled|vctrs_vctr|double,,Motive - questioning experts,F11.0,,,TRUE,Retained
Q043FT3,double,haven_labelled|vctrs_vctr|double,,Motive - honorarium,F11.0,,,TRUE,Retained
Q043GT3,double,haven_labelled|vctrs_vctr|double,,Motive - hotel weekend,F11.0,,,TRUE,Retained
Q043HT3,double,haven_labelled|vctrs_vctr|double,,Motive - weekend in Burlington,F11.0,,,TRUE,Retained
Q043IT3,double,haven_labelled|vctrs_vctr|double,,Motive - making your voice heard,F11.0,,,TRUE,Retained
Q043JT3,double,haven_labelled|vctrs_vctr|double,,Motive - chance to affect energy policy,F11.0,,,TRUE,Retained
