WEIGHT_CONTROL	WEIGHT_DELEGATE	POST	GROUP	CONDITION	Q1	Q2A	Q2B	Q2C	Q2D	Q2E	Q2F	Q2G	Q2H	Q2I	Q3A	Q3B	Q3C	Q3D	Q3E	Q3F	Q3G	Q3H	Q4A	Q4B	Q4C	Q4D	Q4E	Q4F	Q4G	Q4H	Q4I	Q4J	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q6G	Q6H	Q6I	Q6J	D1	D2D	D2R	D2I	LIBCONV	Q9_1	Q9_2	PK1	PK1TIME	PK2	PK2TIME	PK3	PK3TIME	PK4	PK4TIME	PK5	PK5TIME	PK6	PK6TIME	PK7	PK7TIME	T2Q1	T2Q2A	T2Q2B	T2Q2C	T2Q2D	T2Q2E	T2Q2F	T2Q2G	T2Q2H	T2Q2I	T2Q3A	T2Q3B	T2Q3C	T2Q3D	T2Q3E	T2Q3F	T2Q3G	T2Q3H	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q4F	T2Q4G	T2Q4H	T2Q4I	T2Q4J	T2Q5A	T2Q5B	T2Q5C	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q6G	T2Q6H	T2Q6I	T2Q6J	T2D1	T2D2D	T2D2R	T2D2I	T2LIBCONV	T2Q9_1	T2Q9_2	T2PK1	T2PK1TIME	T2PK2	T2PK2TIME	T2PK3	T2PK3TIME	T2PK4	T2PK4TIME	T2PK6	T2PK6TIME	T2PK5	T2PK5TIME	T2PK7	T2PK7TIME	PARTYID3	T2PARTYID3	GENDER	AGE	AGE4	RACETHNICITY	EDUC4
" "	" "	0	" "	1	6	3	10	10	10	10	5	10	10	10	10	10	10	10	2	0	0	8	0	5	5	6	9	4	10	4	0	0	0	0	6	6	10	8	10	5	8	5	10	5	8	10	5	9	6	10	5	10	1	"2"	" "	" "	2	50	0	2	18	1	3	77	9	77	22	4	14	77	22	77	22	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	67	4	1	3
" "	" "	0	" "	1	7	0	10	0	10	10	10	77	10	5	0	5	0	0	5	5	5	10	0	0	10	0	0	10	10	0	0	0	10	77	77	77	10	0	0	0	10	77	0	5	5	10	10	0	0	5	10	10	3	" "	" "	"2"	8	10	50	2	6	1	3	2	7	4	132	4	55	2	54	2	16	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	49	3	1	4
"1.763826867"	" "	1	" "	0	3	5	10	10	8	5	10	5	10	5	5	5	7	6	10	2	1	10	10	10	5	10	10	0	10	10	5	6	0	0	10	10	10	5	10	10	10	10	10	5	10	8	8	77	10	5	6	5	1	"2"	" "	" "	4	88	0	2	14	1	5	77	10	4	15	4	15	77	11	2	17	"2"	"5"	"10"	"5"	"5"	"5"	"10"	"5"	"10"	"5"	"10"	"77"	"5"	"10"	"5"	"0"	"0"	"10"	"10"	"10"	"5"	"10"	"10"	"0"	"10"	"10"	"5"	"5"	"0"	"0"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"5"	"10"	"10"	"5"	"77"	"10"	"8"	"77"	"5"	"1"	"2"	" "	" "	"8"	"97"	"5"	"2"	"10"	"1"	"2"	"77"	"4"	"4"	"8"	"77"	"5"	"4"	"11"	"2"	"20"	1	"1"	2	67	4	1	2
" "	" "	0	" "	1	0	10	10	2	5	0	10	0	5	10	0	10	0	5	10	5	5	10	10	5	77	0	10	10	10	5	5	0	0	0	0	5	10	10	10	10	5	10	5	10	10	5	10	0	0	5	10	5	2	" "	"2"	" "	6	2	100	2	42	1	4	2	8	4	14	4	16	4	5	4	15	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	49	3	4	3
" "	" "	0	" "	1	8	1	8	6	5	5	77	4	2	8	5	4	1	5	9	1	77	5	5	5	77	5	5	9	5	5	5	1	8	8	5	5	10	77	5	8	9	9	5	3	77	8	5	77	5	10	9	10	2	" "	"2"	" "	8	54	98	1	9	1	4	77	5	77	38	1	14	77	8	77	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	66	4	1	3
" "	" "	0	" "	1	7	5	8	77	77	5	8	7	8	4	77	77	6	5	7	4	77	5	6	9	77	5	4	0	3	5	1	0	0	1	77	77	9	6	77	77	5	5	9	77	9	6	77	77	10	10	8	9	4	" "	" "	"1"	4	75	14	2	6	1	5	77	4	77	5	4	24	77	8	77	14	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	62	4	1	3
" "	" "	0	" "	1	5	6	5	4	6	5	6	5	77	5	5	10	10	10	0	10	7	6	5	6	4	4	5	6	7	4	5	4	7	7	6	7	7	6	6	6	7	6	3	6	5	7	6	6	6	7	6	5	3	" "	" "	"2"	4	15	25	77	2	3	1	3	0	4	4	4	1	3	1	77	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	22	1	4	2
" "	" "	0	" "	1	98	9	8	7	6	7	77	9	9	5	3	6	6	4	5	2	3	7	7	3	8	3	8	3	8	77	2	2	6	5	5	6	6	7	6	3	8	7	6	5	7	5	4	4	8	7	4	7	2	" "	"2"	" "	6	2	62	1	11	1	4	77	12	77	27	77	17	3	27	2	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	68	4	1	4
" "	" "	0	" "	1	7	5	7	3	4	4	6	4	6	6	7	7	6	6	7	5	5	10	7	8	7	10	8	77	8	10	7	5	0	1	6	8	10	7	6	8	8	7	5	5	8	1	7	5	8	4	5	7	1	"2"	" "	" "	4	77	43	2	7	1	3	77	3	77	14	77	23	77	12	1	11	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	72	4	2	2
" "	" "	0	" "	0	5	5	77	5	5	5	77	10	10	5	10	10	5	77	3	0	1	8	0	8	5	10	77	5	5	3	5	0	1	0	2	98	5	10	1	5	5	10	5	5	10	10	77	77	10	7	3	5	3	" "	" "	"1"	4	80	40	2	9	1	8	77	13	4	30	77	30	77	19	77	24	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	81	4	1	2
"0.973086259"	" "	1	" "	0	98	98	98	98	98	98	98	98	98	98	1	1	5	0	6	6	5	0	2	5	0	10	0	7	0	0	0	0	10	0	0	0	10	5	5	0	10	5	98	98	98	98	98	98	98	98	98	98	2	" "	"2"	" "	6	7	58	2	5	1	3	77	6	77	9	77	25	2	9	2	11	"5"	"0"	"5"	"2"	"3"	"10"	"7"	"5"	"5"	"3"	"0"	"0"	"3"	"0"	"5"	"5"	"5"	"1"	"4"	"5"	"0"	"10"	"0"	"5"	"0"	"0"	"0"	"0"	"8"	"5"	"2"	"3"	"10"	"5"	"5"	"0"	"10"	"6"	"0"	"8"	"5"	"0"	"5"	"10"	"0"	"5"	"0"	"0"	"2"	" "	"2"	" "	"7"	"18"	"69"	"2"	"4"	"1"	"4"	"2"	"6"	"77"	"13"	"2"	"10"	"1"	"0"	"2"	"4"	2	"2"	1	72	4	1	4
" "	" "	0	" "	1	10	10	9	5	5	5	9	10	0	10	0	0	0	0	10	10	10	0	0	0	10	0	5	10	0	0	0	0	10	5	0	0	10	0	0	0	10	10	1	10	5	7	5	0	0	9	9	5	2	" "	"1"	" "	6	10	90	2	5	1	4	2	10	4	16	4	21	2	7	2	17	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	68	4	1	4
" "	" "	0	" "	0	6	4	7	6	2	9	10	5	1	8	2	6	6	4	9	10	2	8	0	4	10	8	5	3	7	8	4	3	5	8	8	3	9	7	9	5	8	5	8	5	6	5	4	9	4	8	3	8	1	"2"	" "	" "	5	777	777	77	13	77	2	77	2	77	6	77	7	77	6	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	54	3	2	2
" "	" "	0	" "	1	8	10	7	5	1	0	5	8	0	10	77	7	10	10	10	0	5	7	10	7	0	10	10	5	10	10	10	0	10	10	5	10	10	0	10	10	10	10	5	6	77	77	6	77	77	10	7	77	2	" "	"1"	" "	4	22	90	77	3	1	7	2	8	77	4	77	11	77	4	77	4	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	32	2	1	3
"1.100892736"	" "	1	" "	0	6	0	10	10	10	10	8	0	10	0	10	10	5	10	10	0	10	10	2	10	5	98	10	10	10	10	10	5	10	4	10	10	98	98	10	10	10	10	10	0	10	10	5	10	10	10	5	10	1	"1"	" "	" "	6	998	13	2	6	1	5	77	9	77	15	4	37	2	6	77	15	"8"	"0"	"10"	"10"	"10"	"10"	"6"	"5"	"10"	"0"	"10"	"10"	"6"	"10"	"10"	"0"	"5"	"98"	"5"	"8"	"8"	"8"	"8"	"8"	"8"	"10"	"10"	"7"	"0"	"0"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"0"	"10"	"10"	"7"	"10"	"10"	"10"	"6"	"10"	"1"	"1"	" "	" "	"6"	"98"	"11"	"2"	"7"	"1"	"4"	"77"	"7"	"77"	"14"	"77"	"9"	"1"	"12"	"4"	"9"	1	"1"	1	68	4	4	4
"0.780911402"	" "	1	" "	0	6	5	3	6	7	6	5	4	8	10	10	10	10	9	6	0	0	8	6	10	9	8	10	0	10	8	7	2	2	2	10	10	10	10	8	10	10	10	1	3	4	10	7	77	10	10	0	6	3	" "	" "	"1"	3	15	10	2	11	1	1	77	4	4	10	1	6	77	5	2	22	"5"	"10"	"1"	"6"	"7"	"3"	"77"	"2"	"7"	"77"	"10"	"10"	"8"	"9"	"5"	"0"	"0"	"8"	"77"	"10"	"9"	"10"	"10"	"0"	"10"	"3"	"7"	"3"	"2"	"1"	"7"	"9"	"10"	"5"	"10"	"10"	"10"	"10"	"77"	"77"	"7"	"10"	"7"	"77"	"9"	"5"	"0"	"4"	"3"	" "	" "	"1"	"3"	"40"	"10"	"2"	"4"	"1"	"1"	"77"	"3"	"77"	"5"	"77"	"2"	"77"	"5"	"77"	"2"	3	"3"	1	26	1	4	4
" "	" "	0	" "	1	8	7	8	10	10	4	10	8	10	3	4	7	7	7	7	8	7	6	7	7	8	7	7	9	10	10	10	8	10	98	10	7	10	98	10	10	9	10	6	4	4	5	4	1	9	98	3	8	3	" "	" "	"1"	6	82	20	1	12	2	2	1	7	1	5	4	10	2	1	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	22	1	5	2
" "	" "	0	" "	1	2	7	10	9	9	7	5	8	5	6	5	5	8	0	2	6	5	2	4	8	77	7	8	77	7	2	0	0	3	5	8	5	10	10	8	3	10	10	77	77	7	77	98	77	77	8	5	8	2	" "	"2"	" "	4	5	24	2	34	1	9	77	8	77	7	4	13	2	66	77	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	55	3	1	4
" "	" "	0	" "	0	5	5	5	5	5	5	5	5	5	5	5	5	5	77	5	77	5	5	5	77	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	" "	" "	"2"	8	50	50	77	1	77	2	3	8	4	11	77	2	98	3	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	20	1	4	3
" "	" "	0	" "	1	7	4	5	6	4	3	8	6	8	6	9	8	6	7	5	3	4	7	5	3	3	7	8	5	9	7	5	1	3	5	6	7	10	8	8	5	8	8	7	8	8	5	6	7	7	5	5	6	1	"2"	" "	" "	5	72	34	2	17	1	2	1	30	4	35	1	27	3	16	2	71	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	66	4	1	3
"0.569971863"	" "	1	" "	0	5	10	4	4	5	5	77	9	4	10	3	3	3	3	6	3	3	5	2	0	77	8	3	3	0	0	0	0	5	77	4	4	3	2	7	2	8	8	5	8	5	4	6	77	8	6	5	6	2	" "	"2"	" "	5	3	11	98	2	98	0	98	3	98	0	98	6	98	1	98	0	"6"	"5"	"5"	"3"	"7"	"5"	"4"	"5"	"4"	"5"	"3"	"4"	"5"	"0"	"5"	"3"	"3"	"4"	"3"	"1"	"1"	"5"	"5"	"5"	"3"	"0"	"1"	"0"	"6"	"3"	"3"	"3"	"3"	"0"	"3"	"3"	"8"	"7"	"5"	"5"	"5"	"5"	"5"	"4"	"7"	"5"	"5"	"8"	"2"	" "	"2"	" "	"4"	"3"	"8"	"1"	"6"	"2"	"1"	"4"	"6"	"3"	"9"	"3"	"4"	"1"	"5"	"2"	"15"	2	"2"	1	61	4	1	4
" "	" "	0	" "	1	4	0	10	7	3	10	5	10	10	5	10	10	10	10	5	0	3	5	3	5	5	5	10	0	10	10	10	10	10	77	10	77	10	10	10	77	10	10	7	10	10	10	10	5	77	10	5	10	3	" "	" "	"1"	4	59	25	1	6	1	1	77	2	77	6	4	13	4	5	1	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	32	2	4	2
" "	" "	0	" "	1	5	3	7	7	7	7	7	7	8	5	7	8	6	7	7	5	5	7	7	7	6	7	8	2	7	7	7	5	2	4	7	6	7	5	6	7	7	7	7	2	7	7	6	8	9	7	6	6	1	"2"	" "	" "	3	77	32	2	7	1	4	77	3	77	9	4	9	77	6	1	5	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	52	3	2	3
" "	" "	0	" "	1	3	3	9	5	6	5	5	5	9	5	10	7	6	5	7	5	77	8	5	9	1	7	77	3	5	5	7	77	1	1	5	5	10	9	5	6	7	8	5	2	6	5	5	5	8	7	8	6	1	"2"	" "	" "	4	86	15	2	7	1	4	77	7	77	5	77	15	77	9	1	14	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	84	4	1	2
" "	" "	0	" "	1	4	0	10	8	10	10	7	10	10	2	9	10	9	10	2	1	1	9	10	10	10	8	6	0	10	10	8	5	0	0	8	10	10	10	10	8	10	10	9	5	7	8	3	9	10	8	0	5	1	"1"	" "	" "	2	72	10	2	10	1	4	1	9	77	25	4	23	1	25	2	26	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	79	4	1	4
"1.400051843"	" "	1	" "	0	5	6	5	5	7	7	7	5	4	77	77	77	77	5	9	6	6	6	5	5	5	5	7	5	5	5	5	5	5	7	4	5	77	77	77	5	6	6	4	5	98	5	5	7	6	77	77	77	2	" "	"1"	" "	6	21	77	2	6	2	1	77	1	77	3	77	1	77	1	77	1	"5"	"5"	"5"	"6"	"4"	"6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"6"	"5"	"5"	"5"	"5"	"7"	"6"	"7"	"4"	"5"	"5"	"77"	"5"	"4"	"5"	"6"	"6"	"5"	"3"	"6"	"6"	"5"	"3"	"5"	"5"	"5"	"5"	"5"	"98"	"6"	"5"	"5"	"2"	" "	"2"	" "	"6"	"8"	"91"	"2"	"2"	"2"	"4"	"77"	"1"	"77"	"1"	"77"	"2"	"77"	"1"	"77"	"1"	2	"2"	2	34	2	1	3
"1.819919468"	" "	1	" "	0	3	4	9	6	5	7	7	5	9	3	8	9	8	7	7	2	3	6	5	8	77	9	8	2	8	5	5	3	2	2	6	7	10	8	5	6	8	7	8	4	8	7	5	7	9	7	6	5	3	" "	" "	"2"	4	55	42	2	8	1	5	77	8	4	26	4	23	77	10	1	39	"3"	"4"	"8"	"7"	"5"	"8"	"5"	"6"	"8"	"7"	"8"	"8"	"7"	"9"	"4"	"4"	"5"	"5"	"3"	"7"	"5"	"9"	"8"	"3"	"8"	"5"	"5"	"5"	"2"	"4"	"5"	"5"	"10"	"5"	"5"	"5"	"5"	"6"	"7"	"4"	"9"	"8"	"6"	"7"	"10"	"7"	"7"	"6"	"3"	" "	" "	"2"	"4"	"50"	"29"	"2"	"8"	"1"	"5"	"77"	"9"	"4"	"15"	"3"	"14"	"4"	"23"	"2"	"28"	3	"3"	1	73	4	1	2
"0.855324771"	" "	1	" "	0	5	3	10	7	5	5	0	10	10	0	10	10	10	10	0	0	0	5	5	10	3	10	10	0	10	5	5	0	0	0	10	10	10	5	5	0	10	10	8	3	10	10	0	8	10	8	0	10	1	"2"	" "	" "	4	75	20	2	14	1	9	77	9	4	39	4	22	77	16	1	48	"4"	"5"	"10"	"10"	"8"	"5"	"5"	"10"	"10"	"0"	"10"	"10"	"10"	"10"	"0"	"0"	"0"	"10"	"5"	"10"	"0"	"10"	"5"	"0"	"10"	"5"	"5"	"0"	"0"	"0"	"10"	"8"	"10"	"5"	"5"	"4"	"10"	"10"	"10"	"2"	"10"	"10"	"5"	"8"	"10"	"8"	"2"	"10"	"3"	" "	" "	"1"	"3"	"88"	"11"	"2"	"11"	"1"	"6"	"77"	"9"	"4"	"26"	"77"	"18"	"4"	"14"	"2"	"48"	1	"3"	1	74	4	1	4
"1.221806389"	" "	1	" "	0	3	10	5	3	3	3	3	10	10	10	1	1	0	5	10	10	8	5	5	7	7	7	9	7	9	8	8	7	5	6	6	7	7	7	7	7	6	6	5	4	4	7	7	5	0	8	7	7	2	" "	"1"	" "	6	6	80	1	11	1	8	77	8	4	15	4	21	4	14	1	40	"7"	"10"	"0"	"0"	"0"	"0"	"5"	"10"	"5"	"10"	"0"	"0"	"0"	"10"	"10"	"10"	"10"	"0"	"10"	"10"	"0"	"10"	"10"	"10"	"10"	"10"	"10"	"5"	"10"	"10"	"0"	"0"	"10"	"10"	"10"	"10"	"5"	"5"	"5"	"4"	"7"	"7"	"6"	"10"	"0"	"10"	"10"	"0"	"2"	" "	"1"	" "	"6"	"12"	"99"	"1"	"9"	"1"	"7"	"3"	"14"	"4"	"12"	"77"	"16"	"4"	"22"	"2"	"25"	2	"2"	1	49	3	1	2
"0.883579213"	" "	1	" "	0	9	10	10	3	10	8	10	8	3	5	0	0	0	0	9	9	7	0	0	0	10	0	0	7	0	0	2	0	10	7	0	0	10	5	5	0	10	0	2	0	7	10	8	0	0	7	10	7	2	" "	"1"	" "	6	1	90	2	8	1	5	3	10	4	19	4	20	2	10	2	41	"8"	"0"	"10"	"6"	"10"	"8"	"10"	"7"	"7"	"5"	"0"	"7"	"5"	"0"	"10"	"7"	"7"	"0"	"0"	"0"	"10"	"0"	"0"	"10"	"0"	"5"	"0"	"0"	"10"	"2"	"0"	"5"	"10"	"5"	"3"	"2"	"10"	"0"	"7"	"5"	"7"	"10"	"8"	"0"	"2"	"4"	"10"	"8"	"2"	" "	"1"	" "	"6"	"1"	"90"	"2"	"5"	"1"	"3"	"3"	"11"	"4"	"23"	"2"	"15"	"4"	"113"	"2"	"27"	2	"2"	1	71	4	1	4
" "	"0.183048024"	1	"8"	1	77	10	9	8	7	8	5	10	10	0	9	8	8	8	8	0	77	5	1	4	8	5	7	77	10	9	10	77	77	8	8	77	9	9	6	9	10	8	77	77	9	77	77	77	77	77	77	77	4	" "	" "	"2"	8	30	20	2	1	1	1	77	5	77	11	77	12	77	6	77	17	"77"	"0"	"8"	"77"	"9"	"9"	"0"	"8"	"9"	"0"	"5"	"6"	"77"	"77"	"8"	"0"	"5"	"2"	"0"	"0"	"7"	"4"	"6"	"0"	"77"	"5"	"5"	"1"	"0"	"2"	"6"	"7"	"10"	"1"	"8"	"1"	"8"	"7"	"8"	"2"	"7"	"8"	"77"	"9"	"77"	"6"	"5"	"5"	"4"	" "	" "	"2"	"8"	"35"	"33"	"77"	" "	"77"	" "	"77"	" "	"1"	" "	"3"	" "	"4"	" "	"77"	" "	3	"3"	2	23	1	2	4
" "	" "	0	" "	1	77	0	5	10	0	5	5	10	10	0	5	77	5	5	5	5	5	5	5	5	5	0	5	5	10	10	10	5	10	0	5	5	7	5	6	2	3	9	5	5	4	5	5	5	5	5	5	5	3	" "	" "	"1"	6	82	24	77	1	77	0	77	1	77	1	77	1	77	0	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	21	1	2	1
