WEIGHT_CONTROL	WEIGHT_DELEGATE	POST	GROUP	CONDITION	Q1	Q2A	Q2B	Q2C	Q2D	Q2E	Q2F	Q2G	Q2H	Q2I	Q3A	Q3B	Q3C	Q3D	Q3E	Q3F	Q3G	Q3H	Q4A	Q4B	Q4C	Q4D	Q4E	Q4F	Q4G	Q4H	Q4I	Q4J	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q6G	Q6H	Q6I	Q6J	D1	D2D	D2R	D2I	LIBCONV	Q9_1	Q9_2	PK1	PK1TIME	PK2	PK2TIME	PK3	PK3TIME	PK4	PK4TIME	PK5	PK5TIME	PK6	PK6TIME	PK7	PK7TIME	T2Q1	T2Q2A	T2Q2B	T2Q2C	T2Q2D	T2Q2E	T2Q2F	T2Q2G	T2Q2H	T2Q2I	T2Q3A	T2Q3B	T2Q3C	T2Q3D	T2Q3E	T2Q3F	T2Q3G	T2Q3H	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q4F	T2Q4G	T2Q4H	T2Q4I	T2Q4J	T2Q5A	T2Q5B	T2Q5C	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q6G	T2Q6H	T2Q6I	T2Q6J	T2D1	T2D2D	T2D2R	T2D2I	T2LIBCONV	T2Q9_1	T2Q9_2	T2PK1	T2PK1TIME	T2PK2	T2PK2TIME	T2PK3	T2PK3TIME	T2PK4	T2PK4TIME	T2PK6	T2PK6TIME	T2PK5	T2PK5TIME	T2PK7	T2PK7TIME	PARTYID3	T2PARTYID3	GENDER	AGE	AGE4	RACETHNICITY	EDUC4
"1.075012106"	" "	1	" "	0	6	77	8	7	7	10	9	7	9	3	10	10	10	8	6	3	7	5	2	3	2	7	3	0	7	6	77	0	2	0	5	6	8	8	5	2	10	10	7	0	5	5	6	4	2	5	8	10	3	" "	" "	"3"	4	57	23	2	5	1	3	77	13	77	23	4	11	2	46	2	17	"7"	"3"	"7"	"8"	"5"	"10"	"10"	"8"	"8"	"5"	"10"	"10"	"10"	"7"	"6"	"5"	"5"	"4"	"3"	"7"	"1"	"8"	"77"	"1"	"5"	"3"	"77"	"0"	"0"	"1"	"77"	"77"	"9"	"7"	"5"	"2"	"10"	"8"	"9"	"0"	"7"	"5"	"6"	"6"	"2"	"4"	"9"	"10"	"3"	" "	" "	"1"	"4"	"777"	"777"	"2"	"6"	"1"	"3"	"77"	"9"	"4"	"19"	"2"	"37"	"4"	"12"	"2"	"15"	3	"3"	1	72	4	1	4
" "	" "	0	" "	0	0	0	10	10	10	10	77	8	10	0	10	10	10	10	0	0	0	8	10	10	0	5	10	77	10	3	77	0	0	3	10	10	10	10	10	10	10	10	77	0	10	10	77	5	10	10	77	10	1	"1"	" "	" "	2	82	1	2	5	1	2	77	3	1	8	4	8	77	5	77	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	38	2	1	3
" "	" "	0	" "	1	5	0	5	77	10	5	10	2	10	5	8	7	10	7	4	0	0	3	5	2	0	5	10	0	5	7	7	0	0	0	5	5	10	5	10	5	10	0	10	0	10	10	2	10	10	10	0	10	3	" "	" "	"1"	4	80	20	2	6	1	3	2	7	77	16	4	9	4	5	2	10	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	31	2	1	4
" "	"1.504846769"	1	"38"	1	2	0	10	10	6	9	7	9	10	5	10	10	10	10	5	2	3	8	3	10	0	10	7	0	8	7	8	3	0	0	8	7	10	10	10	4	10	4	10	2	4	7	7	10	10	7	3	8	3	" "	" "	"1"	2	75	10	2	5	2	3	1	10	77	32	4	15	2	12	2	16	"4"	"2"	"9"	"10"	"6"	"5"	"9"	"5"	"10"	"3"	"10"	"10"	"10"	"6"	"4"	"1"	"3"	"7"	"8"	"9"	"1"	"7"	"8"	"0"	"5"	"3"	"1"	"1"	"1"	"0"	"8"	"8"	"10"	"3"	"9"	"2"	"9"	"7"	"10"	"2"	"4"	"6"	"8"	"10"	"10"	"8"	"2"	"3"	"3"	" "	" "	"1"	"2"	"60"	"10"	"2"	" "	"1"	" "	"1"	" "	"77"	" "	"2"	" "	"4"	" "	"4"	" "	3	"3"	1	73	4	1	4
" "	" "	0	" "	1	4	10	5	5	7	4	6	5	4	8	5	5	5	77	8	5	5	77	2	4	7	7	4	5	5	4	3	3	2	2	2	5	8	5	77	7	5	9	5	5	7	6	7	5	3	8	6	5	4	" "	" "	"3"	4	2	20	2	7	1	9	77	9	77	11	1	34	4	10	77	13	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	69	4	1	2
" "	" "	0	" "	0	77	10	5	10	0	3	6	0	2	10	77	77	1	77	77	77	77	5	77	5	5	2	7	9	98	3	5	10	6	8	10	8	10	9	5	10	10	10	77	2	8	9	5	10	10	5	8	5	1	"2"	" "	" "	8	81	777	77	13	2	6	77	6	77	6	77	24	77	7	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	38	2	2	2
" "	"0.659594177"	1	"37"	1	6	3	8	7	8	8	9	5	8	3	10	10	8	8	7	5	3	5	1	4	5	7	6	6	8	6	8	4	3	3	6	6	7	7	8	7	8	6	8	5	10	9	6	8	8	7	7	8	2	" "	"2"	" "	3	85	10	2	2	1	1	1	9	4	7	4	11	3	10	2	5	"8"	"2"	"9"	"6"	"8"	"8"	"8"	"8"	"8"	"4"	"9"	"7"	"7"	"5"	"2"	"2"	"6"	"5"	"6"	"6"	"4"	"5"	"9"	"2"	"6"	"6"	"3"	"3"	"2"	"2"	"5"	"6"	"9"	"8"	"8"	"5"	"9"	"6"	"10"	"2"	"9"	"9"	"8"	"9"	"9"	"6"	"2"	"7"	"2"	" "	"2"	" "	"5"	"80"	"20"	"2"	" "	"1"	" "	"1"	" "	"4"	" "	"2"	" "	"4"	" "	"2"	" "	2	"2"	1	37	2	6	4
" "	" "	0	" "	0	2	5	8	7	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	98	77	77	77	2	" "	"2"	" "	8	777	777	77	1	77	1	77	1	77	0	77	1	77	1	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	24	1	4	3
" "	" "	0	" "	1	3	5	5	0	5	3	10	5	3	8	5	4	5	0	6	4	6	3	10	7	10	7	8	7	4	5	6	3	10	4	4	6	9	6	7	6	7	10	2	6	5	6	3	8	7	5	10	7	4	" "	" "	"3"	5	15	33	2	4	1	2	2	7	4	8	4	16	77	14	2	17	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	48	3	1	3
" "	"2.195644654"	1	"9"	1	5	5	5	5	5	6	5	5	6	3	7	77	5	77	4	4	77	77	4	3	77	3	77	77	77	5	77	77	77	77	6	6	6	7	77	7	7	77	77	77	77	77	77	77	5	77	77	77	1	"2"	" "	" "	8	51	777	77	3	77	2	77	2	77	3	77	2	77	4	77	5	"7"	"3"	"10"	"8"	"8"	"8"	"0"	"8"	"10"	"0"	"8"	"8"	"7"	"8"	"0"	"0"	"0"	"5"	"5"	"5"	"77"	"2"	"5"	"0"	"0"	"5"	"0"	"0"	"5"	"5"	"5"	"7"	"8"	"5"	"5"	"2"	"8"	"7"	"5"	"5"	"77"	"77"	"3"	"77"	"8"	"8"	"2"	"8"	"1"	"2"	" "	" "	"8"	"70"	"777"	"77"	" "	"77"	" "	"1"	" "	"77"	" "	"77"	" "	"1"	" "	"77"	" "	1	"1"	2	27	1	4	2
"0.533014854"	" "	1	" "	0	7	1	10	8	10	10	9	10	9	8	10	9	10	10	5	0	1	3	10	6	4	7	10	8	10	10	10	3	2	2	7	9	10	5	5	10	10	10	9	3	10	10	7	9	10	10	4	8	3	" "	" "	"1"	4	80	5	2	4	1	2	1	9	1	1	4	24	4	13	2	19	"7"	"4"	"6"	"6"	"9"	"7"	"9"	"10"	"8"	"8"	"10"	"10"	"10"	"6"	"3"	"0"	"1"	"3"	"5"	"6"	"5"	"7"	"8"	"3"	"9"	"10"	"8"	"9"	"1"	"2"	"9"	"10"	"10"	"8"	"9"	"10"	"10"	"9"	"9"	"5"	"9"	"6"	"4"	"7"	"8"	"9"	"1"	"7"	"3"	" "	" "	"1"	"4"	"66"	"15"	"2"	"4"	"1"	"3"	"1"	"5"	"1"	"19"	"4"	"14"	"4"	"11"	"2"	"11"	3	"3"	1	47	3	3	4
" "	" "	0	" "	1	77	10	77	5	5	5	77	10	5	10	77	77	77	5	77	77	77	77	5	1	5	1	5	5	5	4	4	77	6	5	7	7	5	5	5	77	77	8	77	77	77	77	77	77	5	5	5	4	2	" "	"2"	" "	5	777	777	77	5	77	2	77	3	77	4	77	8	77	5	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	29	1	1	3
" "	" "	0	" "	1	3	1	10	1	10	10	77	9	10	3	10	10	7	8	5	0	0	10	8	6	7	7	8	1	10	8	3	0	0	1	6	6	7	5	8	5	5	10	8	2	10	10	5	3	10	5	4	10	1	"1"	" "	" "	2	85	0	2	38	1	5	1	42	4	123	4	106	2	55	2	92	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	68	4	1	4
"0.791276109"	" "	1	" "	0	5	10	2	3	3	0	10	2	2	10	6	5	5	7	9	5	2	5	10	10	5	10	10	0	3	0	10	0	3	8	2	8	5	7	6	0	8	8	7	5	10	7	5	8	6	8	8	3	2	" "	"2"	" "	3	13	52	1	16	77	6	4	8	4	12	4	26	4	16	2	15	"7"	"10"	"5"	"0"	"0"	"5"	"10"	"10"	"2"	"10"	"5"	"5"	"5"	"5"	"10"	"5"	"0"	"3"	"10"	"10"	"77"	"10"	"10"	"0"	"5"	"0"	"0"	"0"	"10"	"0"	"0"	"7"	"5"	"10"	"10"	"5"	"10"	"10"	"8"	"5"	"10"	"8"	"5"	"0"	"0"	"8"	"5"	"4"	"2"	" "	"2"	" "	"4"	"5"	"60"	"1"	"7"	"1"	"8"	"4"	"10"	"4"	"15"	"4"	"9"	"77"	"10"	"1"	"12"	2	"2"	1	64	4	1	1
"1.192968545"	" "	1	" "	0	5	10	7	2	8	8	77	10	5	10	8	77	77	77	8	77	77	10	0	0	10	10	5	9	5	3	2	0	10	9	1	1	10	5	10	10	10	10	77	8	8	77	77	77	10	5	7	2	2	" "	"2"	" "	8	15	30	2	8	1	4	77	7	77	5	77	13	77	10	77	10	"5"	"10"	"10"	"5"	"8"	"10"	"10"	"10"	"77"	"10"	"10"	"77"	"77"	"77"	"77"	"77"	"77"	"77"	"0"	"0"	"10"	"77"	"10"	"10"	"77"	"0"	"0"	"0"	"10"	"77"	"77"	"77"	"10"	"5"	"5"	"8"	"10"	"10"	"77"	"5"	"77"	"77"	"77"	"77"	"10"	"77"	"10"	"77"	"2"	" "	"2"	" "	"8"	"27"	"49"	"77"	"12"	"77"	"5"	"4"	"10"	"77"	"6"	"77"	"11"	"77"	"15"	"77"	"10"	2	"2"	2	80	4	1	2
" "	" "	0	" "	1	5	0	10	5	10	10	10	10	10	0	10	10	10	10	5	0	5	5	10	10	0	10	10	0	10	10	10	10	0	0	10	10	10	10	10	10	10	10	10	0	10	10	5	10	10	10	10	10	1	"2"	" "	" "	2	77	1	2	10	1	2	2	5	4	10	4	8	2	6	77	21	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	44	2	1	4
" "	" "	0	" "	1	8	6	6	4	9	3	6	6	7	8	3	3	5	0	5	2	77	7	0	1	2	2	8	8	3	8	2	2	6	7	6	6	6	77	5	6	5	7	5	5	3	4	6	0	4	6	2	2	2	" "	"2"	" "	5	5	60	2	10	1	3	1	10	4	11	77	16	2	9	1	15	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	37	2	1	4
" "	" "	0	" "	1	5	0	0	0	5	3	9	5	0	10	0	7	6	0	6	0	7	0	0	5	0	7	5	10	0	7	0	0	10	9	4	5	9	5	7	7	8	8	0	10	10	0	6	0	0	8	6	10	3	" "	" "	"3"	6	59	53	2	5	1	3	2	4	77	3	77	4	77	3	77	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	21	1	4	3
" "	" "	0	" "	1	5	10	10	10	10	10	10	10	10	5	10	10	10	10	0	0	5	10	0	10	10	10	10	0	10	10	10	10	0	0	10	10	10	10	10	10	10	10	10	5	10	10	10	5	10	10	10	10	1	"1"	" "	" "	4	100	50	2	139	1	6	2	20	77	11	1	18	77	12	2	37	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	58	3	2	3
" "	" "	0	" "	1	0	5	5	0	5	5	5	0	10	10	0	0	0	0	5	0	0	5	0	0	0	0	5	5	5	0	0	0	10	5	0	0	5	5	5	5	10	10	0	5	5	0	5	5	10	10	2	2	3	" "	" "	"2"	7	0	22	2	3	1	3	77	31	77	17	77	17	77	8	98	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	52	3	1	2
"1.211306294"	" "	1	" "	0	4	5	10	5	2	6	8	7	5	5	10	10	10	8	4	3	3	9	4	6	5	10	9	4	5	1	1	5	4	5	6	8	10	4	5	77	8	8	5	6	8	7	6	7	8	7	8	10	2	" "	"2"	" "	3	57	29	77	12	1	2	77	4	77	4	1	10	77	3	98	6	"6"	"7"	"9"	"77"	"77"	"5"	"8"	"7"	"4"	"7"	"9"	"9"	"9"	"9"	"77"	"2"	"2"	"8"	"6"	"6"	"2"	"8"	"8"	"1"	"5"	"1"	"7"	"77"	"7"	"77"	"77"	"77"	"8"	"8"	"77"	"77"	"8"	"7"	"77"	"3"	"7"	"7"	"7"	"77"	"7"	"7"	"7"	"9"	"2"	" "	"2"	" "	"8"	"41"	"5"	"2"	"232"	"1"	"2"	"77"	"4"	"77"	"6"	"3"	"4"	"4"	"11"	"77"	"6"	2	"2"	2	48	3	1	4
" "	" "	0	" "	1	5	7	8	9	9	9	9	5	8	6	7	7	7	7	5	0	0	7	7	10	5	5	8	5	7	4	6	10	5	5	5	5	10	10	10	10	10	10	5	7	8	9	8	5	7	5	5	5	3	" "	" "	"2"	8	81	42	77	4	77	2	2	6	77	17	77	27	77	4	77	4	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	32	2	1	3
" "	" "	0	" "	1	3	10	10	9	10	10	10	5	10	0	10	10	10	10	0	0	4	8	8	10	6	10	10	5	10	7	10	10	5	5	8	5	10	6	10	10	5	5	10	5	4	10	5	2	5	10	6	10	1	"2"	" "	" "	2	93	2	77	8	77	5	4	12	77	9	77	27	77	3	77	17	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	21	1	4	3
" "	" "	0	" "	1	5	5	7	6	7	5	5	4	7	7	10	10	9	10	5	1	77	8	5	9	3	9	9	2	9	9	5	5	3	5	5	6	10	8	7	10	8	8	7	5	5	7	6	77	10	7	6	7	1	"2"	" "	" "	1	68	14	77	2	77	1	77	1	77	3	1	9	77	2	2	1	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	29	1	6	3
"0.884245999"	" "	1	" "	0	8	7	77	1	77	77	10	9	5	8	5	1	1	0	7	77	5	0	5	1	7	2	7	77	3	1	77	1	9	77	2	3	2	2	77	77	77	5	1	5	77	77	77	7	5	5	5	2	3	" "	" "	"3"	6	2	52	2	16	1	4	77	7	4	77	1	18	2	27	2	22	"7"	"8"	"77"	"2"	"77"	"77"	"8"	"77"	"5"	"8"	"2"	"2"	"2"	"2"	"6"	"77"	"5"	"2"	"8"	"1"	"8"	"2"	"5"	"5"	"2"	"2"	"77"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"77"	"2"	"77"	"77"	"2"	"5"	"77"	"5"	"98"	"77"	"5"	"3"	"5"	"5"	"3"	" "	" "	"3"	"6"	"10"	"50"	"2"	"14"	"2"	"3"	"3"	"4"	"4"	"7"	"3"	"5"	"4"	"10"	"4"	"9"	3	"3"	2	48	3	1	3
" "	" "	0	" "	1	3	10	2	0	8	5	5	10	10	10	6	5	5	5	5	5	5	5	10	4	5	5	5	5	5	10	10	5	8	5	9	5	5	7	10	10	3	8	6	8	7	5	5	5	5	5	5	5	1	"1"	" "	" "	2	69	27	2	3	1	2	1	3	77	3	1	4	2	2	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	23	1	4	3
" "	" "	0	" "	1	5	10	2	2	2	2	10	10	5	10	7	7	0	9	10	5	77	5	0	0	9	0	10	8	0	0	0	0	10	10	2	2	10	0	5	5	10	5	8	77	5	9	5	77	8	5	4	5	3	" "	" "	"3"	5	10	40	2	12	1	3	77	4	77	4	1	18	2	7	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	62	4	1	4
" "	" "	0	" "	0	7	0	10	7	10	10	5	7	10	0	8	9	10	8	2	1	2	5	77	77	2	10	7	2	9	9	77	77	1	2	7	8	10	5	7	5	7	4	77	77	7	8	3	8	9	10	3	8	1	"1"	" "	" "	2	85	35	2	41	1	3	77	5	77	6	4	18	77	6	77	5	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	24	1	1	4
"1.041870119"	" "	1	" "	0	5	8	8	5	8	5	10	0	1	10	1	2	3	0	9	8	7	4	8	3	8	3	5	9	1	1	1	0	5	4	4	4	10	8	8	5	8	10	5	5	7	7	8	0	5	10	8	8	2	" "	"1"	" "	7	10	85	1	18	2	5	1	9	77	10	4	17	77	16	2	20	"5"	"10"	"5"	"2"	"8"	"5"	"10"	"2"	"0"	"9"	"0"	"0"	"5"	"0"	"10"	"10"	"9"	"0"	"10"	"2"	"7"	"1"	"5"	"9"	"0"	"0"	"0"	"0"	"8"	"5"	"5"	"5"	"8"	"5"	"8"	"5"	"9"	"9"	"0"	"8"	"8"	"5"	"9"	"0"	"4"	"10"	"10"	"5"	"2"	" "	"1"	" "	"7"	"20"	"88"	"2"	"10"	"1"	"7"	"1"	"23"	"77"	"23"	"77"	"18"	"4"	"12"	"2"	"23"	2	"2"	1	52	3	1	3
" "	"0.632676311"	1	"7"	1	8	7	4	7	5	5	7	7	4	5	3	3	2	2	5	2	2	0	6	1	2	4	5	5	4	3	3	1	9	77	77	77	8	6	6	5	7	77	1	6	3	4	4	4	8	4	4	5	3	" "	" "	"3"	6	15	54	2	5	1	3	2	13	77	12	77	13	2	4	2	10	"7"	"4"	"7"	"6"	"6"	"3"	"4"	"5"	"2"	"4"	"3"	"5"	"4"	"0"	"6"	"5"	"0"	"0"	"2"	"0"	"9"	"6"	"6"	"7"	"4"	"4"	"2"	"2"	"4"	"5"	"5"	"2"	"8"	"6"	"7"	"2"	"8"	"7"	"1"	"5"	"3"	"2"	"5"	"5"	"10"	"4"	"3"	"8"	"2"	" "	"2"	" "	"7"	"32"	"55"	"2"	" "	"1"	" "	"1"	" "	"4"	" "	"3"	" "	"77"	" "	"2"	" "	3	"2"	1	61	4	1	3
" "	" "	0	" "	1	5	5	5	4	5	5	6	5	6	6	5	6	6	5	4	0	0	8	5	5	3	3	5	5	6	3	5	0	4	4	4	4	6	6	2	1	5	6	5	6	6	5	5	6	3	4	5	5	1	"1"	" "	" "	4	94	0	1	8	2	14	1	19	4	12	4	19	77	10	1	38	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	68	4	1	3
" "	" "	0	" "	1	2	10	6	7	4	4	9	7	7	10	5	5	6	5	6	6	5	5	5	2	77	9	9	6	9	10	7	7	4	5	6	8	10	5	8	5	8	6	5	7	8	77	5	5	5	5	7	6	4	" "	" "	"2"	8	777	777	77	5	77	1	77	2	4	5	4	14	3	4	1	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	41	2	1	2
