poll_id,pollgroup,n,p,complete_n,pairwise_n_min,pairwise_n_max,covariance_sha256,attitudes_sha256,covariance_class,covariance_rank,negative_eigenvalues,near_zero_eigenvalues,minimum_eigenvalue,maximum_eigenvalue,eigenvalue_tolerance,eigenvalues,determinant,source_genvar,perturbation_upper,benchmark_genvar,absolute_delta,relative_delta,reviewed_covariance,numerical_exception
btp-health-education-2005,9730,17,11,14,14,17,b3b853d7f44da3c2128dcbb98adc54c2256dea63d16d1688c9679737f67fc43e,d7c5387f8e9ddf9858d9f9836ad6ec016b06ea84f3cc095a94f294e64652ef99,indefinite,11,1,0,-0.004551077126720584,0.5441102399032584,8.505498725150803e-14,0.54411023990325835;0.36655901827394927;0.22018748016963594;0.12523335692981305;0.074062422876308501;0.062399159036301992;0.031384580954590617;0.019172144477822676;0.013502128755032273;0.0026031718363366185;-0.0045510771267205843,-2.4463940321580327e-15,0.21669161654660937,0.21669161654728689,0.216691616546609,3.608224830031759e-16,1.6651427902637166e-15,FALSE,FALSE
san-mateo-2008,9601,6,7,5,5,6,20300fc0c0bcd7e9910623e3f579f1cde7ba853eadaaab61cf8cd652bbff1ed7,88206bd156b40dd6024217cafbb1dc867debf71d3eb8ef1d9ea4739117d3b150,indefinite_and_singular,6,1,1,-0.014312405145344124,0.5791469412181748,5.761121128283581e-14,0.57914694121817478;0.31855206979578921;0.040951389366030856;0.02287287146370005;0.0061224663700732785;-3.9336576526950318e-17;-0.014312405145344124,4.828952802062592e-25,0.018328729183213908,0.03131740621206488,0.014864446815595,0.0034642823676189084,0.23305827728377787,TRUE,TRUE
san-mateo-2008,9602,13,7,11,11,13,d57d74dae6d03ff9d75bbd31c633c33bf5408511d633e715bde4b44866361940,90d06eabe0df689606ad51cb037d7fa78a536b6049544241d7728009df16af1c,positive_definite,7,0,0,0.008230886945156373,0.34662211709758517,3.448057583004664e-14,0.34662211709758517;0.19072729070942629;0.15680737187296714;0.095092210202778249;0.028751788953961913;0.017939512370390456;0.0082308869451563731,4.1850694583122335e-9,0.25208684956200766,0.2520868495621549,0.252086849562008,3.3306690738754696e-16,1.3212387237423887e-15,FALSE,FALSE
san-mateo-2008,9603,8,7,7,7,8,7849dce3f430d9f602f6c567cf0010474e6b5ec1efe141eb850b56717b9babd7,a49c01b11619a63cd2795f45ef7e8004616f024ab4ff26f7fe668ca233a04849,positive_definite,7,0,0,0.0021577363615538224,0.4962210608176333,4.936207781331963e-14,0.49622106081763329;0.21431318893945212;0.13006653776534138;0.0797529019940387;0.054223614266193987;0.0098720953037415224;0.0021577363615538224,1.274184588055475e-9,0.23155782061865224,0.23155782061915017,0.231557820618652,2.498001805406602e-16,1.0787810140606358e-15,FALSE,FALSE
san-mateo-2008,9604,6,7,6,6,6,e67ab983aabc7f542499374a28b7b90bf318211e60687f939d79221136ba9c08,c38f926d0d93b64c4834220ac27abc2807fe071c7535b8ecfd9bcf49c5af29b3,numerically_singular,5,0,2,-2.6651275718101617e-17,0.2771695359000004,2.75717120430841e-14,0.27716953590000037;0.2074621722106621;0.049879226097516036;0.025282449156318908;0.0063917854536955886;6.9948208727078874e-19;-2.6651275718101617e-17,1.2370174532660706e-41,0.0011968145070411554,0.0040787663132884665,0.00111271252642242,8.410198061873536e-5,0.0755828469812765,TRUE,TRUE
san-mateo-2008,9605,11,7,8,9,11,dac2704c71f0040a8601f42a64de1e542c82924654df72703a882cbb567e4efc,642babb90d2818010193e7db8a49fdcc72170326bd9ccad9cf35febe4fb460fa,indefinite,7,1,0,-0.0031113524194902476,0.3866568889947548,3.846307411895515e-14,0.38665688899475481;0.1986031574441032;0.14401373356080741;0.03845387778126725;0.03081282560432096;0.0045326945293199172;-0.0031113524194902476,-1.8479624232333478e-10,0.20172689107685127,0.20172689107719194,0.201726891076851,2.7755575615628914e-16,1.3758986453152146e-15,FALSE,FALSE
san-mateo-2008,9606,12,7,8,9,12,a4c767e55385d17f0182b692f4242deacc0ca9beb929119c6a4b2ccbaedba147,8b8a69e4c4e0dbf4d07ae4d728af942f057f3a249ed837da89467c9c4489e848,positive_definite,7,0,0,0.010519594748851143,0.2892060743386993,2.8769058536268166e-14,0.28920607433869933;0.21277035411281917;0.12253293219611683;0.080920779230345033;0.053553826439888694;0.034610338284383563;0.010519594748851143,1.1896707113010661e-8,0.2716183176680223,0.2716183176681178,0.271618317668022,2.7755575615628914e-16,1.0218594921699058e-15,FALSE,FALSE
san-mateo-2008,9607,13,7,10,10,13,492a491c7460546e1c3ea4a82a762c9c8a31cc45e00bd2644eef663bc0de4a51,8db90a0dead1025788871e423549eb9303f0fc367bb4d0450138cc53ade7dd1d,positive_definite,7,0,0,0.015816697590786376,0.2711139050919431,2.6969322215728678e-14,0.27111390509194311;0.1907316573962351;0.11123033892924776;0.069917659925505721;0.044055695026805008;0.041267675039818111;0.015816697590786376,1.1564120024456326e-8,0.27106876102964494,0.27106876102971933,0.271068761029645,5.551115123125783e-17,2.0478623586281468e-16,FALSE,FALSE
san-mateo-2008,9608,11,7,10,10,11,3b26bbc686635e989f70f5d5ec9b74292bfa435f4d46d7134a4cf32a7fee38dc,4226b83ef6b382a930d5e1cdabb4cf63cbe67c06b92907af5292848da57a8d02,positive_definite,7,0,0,0.0026267549907540203,0.42020023836090264,4.179983177048028e-14,0.42020023836090264;0.28023740256188456;0.12737293648822726;0.038998460130284525;0.037278968249732154;0.020647733426678343;0.0026267549907540203,1.1826680067112813e-9,0.23032832341174123,0.23032832341208168,0.230328323411741,2.220446049250313e-16,9.640351722097959e-16,FALSE,FALSE
san-mateo-2008,9609,8,7,7,7,8,e20aa8319738dc1f1521b47397b1a5a2ec3d6723d23f68b850f718d101b55599,7887fa5f83ab98129b095c4da82715c3a8331c408fc07e9662c4e035c202bbcf,indefinite,7,1,0,-0.005824985805769471,0.3993704521166804,3.9727768308022784e-14,0.39937045211668037;0.30463825996462918;0.22415997742948587;0.10490443916119076;0.049705532962449048;0.0016905079003955972;-0.0058249858057694706,-1.4003259195900763e-9,0.23312443404753974,0.2331244340480714,0.23312443404754,2.498001805406602e-16,1.0715315259048292e-15,FALSE,FALSE
san-mateo-2008,9610,10,7,8,8,10,a021d012c1165550c1111ef37880116b99c4bdf2161d1448d70dcaeba69a0a2e,66038b5b9153cb4310ca40f180e9ff512276822649b0472dd54ae7f10935f26c,positive_definite,7,0,0,0.003106837285802026,0.21016438981449778,2.0906309269740354e-14,0.21016438981449778;0.15131925507447952;0.05990966656323328;0.042910215049459792;0.02813285100823144;0.014265845440931044;0.003106837285802026,1.0193907503491386e-10,0.19333480699268293,0.19333480699282116,0.193334806992683,5.551115123125783e-17,2.8712445572906447e-16,FALSE,FALSE
san-mateo-2008,9611,11,7,8,9,11,f25d06e80f287e10c15f61f7609eeb8067f95b2f847e743522092c2308f7e1a6,45fcdf03d2885ab90d262d3934cd2d19f9b0f0eb75f7f50b1a49a0eae7dd32fe,indefinite,7,1,0,-0.002258393115274941,0.25196856942294266,2.5064821130067095e-14,0.25196856942294266;0.1164863201619083;0.083467787879410865;0.033140387197621364;0.015761888285692069;0.010293146782791135;-0.0022583931152749411,-2.974772310315759e-11,0.17705322341082003,0.17705322341102858,0.17705322341082,2.7755575615628914e-17,1.5676402316170838e-16,FALSE,FALSE
san-mateo-2008,9612,12,7,9,9,12,2f0a87b20271ce2df923a6f5017fc45cc1597c0210b099ec33c94f048793bc42,da433451c213836dea341ef42e3b6f1c6c40c1e4d8bab1ec238fafdc9b97e0ca,positive_definite,7,0,0,0.005051710364493888,0.1825331894839728,1.815766845521423e-14,0.18253318948397279;0.17603009783005272;0.11891114780797193;0.082983805704838806;0.04644378311960045;0.031079377969902552;0.0050517103644938883,2.3119745083755747e-9,0.2416248769156491,0.24162487691573786,0.241624876915649,1.1102230246251565e-16,4.594820859495914e-16,FALSE,FALSE
san-mateo-2008,9613,12,7,11,11,12,712d9b09d4ac3371d0994d857d8b075d6eda45abe9869ead6811f63108eb287f,7dedc930da144203b251618e95d0276878620d78d0c821332f857f65e821eb87,positive_definite,7,0,0,0.0022164536407984752,0.32971787684080567,3.2799009913526896e-14,0.32971787684080567;0.20295612173666785;0.10660753394070059;0.087298749289068833;0.052764509750045013;0.020467367744421604;0.0022164536407984752,1.4907441755502902e-9,0.23416867273425726,0.23416867273455766,0.234168672734257,2.498001805406602e-16,1.066753198128011e-15,FALSE,FALSE
san-mateo-2008,9614,8,7,8,8,8,98446b405f4a1778d6b02a2ac6efc777e2618da60a3b74e379076a13a738d32f,e2c8a76efad1d55c7c121c25340dddda5c96624a30bb0882d32c984c3377f390,positive_definite,7,0,0,2.3570982597395982e-4,0.3893641116187081,3.87323777506901e-14,0.3893641116187081;0.15051016543784912;0.09471242536651267;0.03555901797450528;0.023694896314151313;0.020149857931904117;0.00023570982597395982,2.221175924327604e-11,0.1733970241502584,0.17339702415235939,0.173397024150259,6.106226635438361e-16,3.5215290835366047e-15,FALSE,FALSE
san-mateo-2008,9615,8,7,8,8,8,8380ce82a2a5f6f6958452d9b325ed0fe82847a3f42d8c315806eaed4fcd14fc,699a4afb624e34d82f14eed67fe4992e52d2feeb720cd83dc0f24dd65baabaeb,positive_definite,7,0,0,2.8006499968581244e-4,0.22623454804227752,2.2504904056517355e-14,0.22623454804227752;0.13119424543881866;0.10752648959449129;0.027040037294255411;0.017505133428012781;0.0035131270586226024;0.00028006499968581244,1.4863277503482738e-12,0.14293909953691544,0.14293909953782857,0.142939099536915,4.440892098500626e-16,3.1068420837181332e-15,FALSE,FALSE
san-mateo-2008,9616,7,7,7,7,7,7841d3d8eab79bcf94640b0790fab6e5cc4181cb6f2d91716b2d3d1d5d908880,f664da56de4d10c46ec4c2b2fa3ab016db8307b2f6cfd9cc844a5b6b55c36f8d,numerically_singular,6,0,1,1.7546005925604015e-18,0.3154811669610217,3.138279920345826e-14,0.31548116696102169;0.099228946113839561;0.066209105854981548;0.025675232976690408;0.016896097836276953;0.0067739952818945204;1.7546005925604015e-18,-4.616939886127482e-27,0.013148688726250772,0.028097701850523345,0.0131516193816686,2.930655417827596e-6,2.2283608830046388e-4,TRUE,TRUE
san-mateo-2008,9617,7,7,7,7,7,792daa55e96bb0f66711f182a068ab3c433db88e527e0a1dcc4617268890c559,f6078f01e617d6df86b5b868ba3cd8aea93d9830c3d2760ed8ea9b40b38571ed,numerically_singular,6,0,1,-4.517621594427161e-18,0.4027755425870112,4.006649302978472e-14,0.4027755425870112;0.16830263487621866;0.097940154069643889;0.069473197387910163;0.020692268921614167;0.00065744069224321264;-4.5176215944271612e-18,-5.201439612598996e-27,0.01326112150638522,0.028653215227449513,0.0135209829047787,2.598613983934815e-4,0.01921912040149382,TRUE,TRUE
san-mateo-2008,9618,10,7,8,8,10,98ae6e4bdff9bc6702e33bbd2695be83758f77fabfb20edb3ec93ef703a25252,5b786413ad590bb90eebc0db143f0ef011bd822ad918cffae17b1b14cac68b93,positive_definite,7,0,0,0.005033234264908344,0.3974998052989003,3.954168387696629e-14,0.39749980529890028;0.19322940734464639;0.17685644127161004;0.068530245643607907;0.046208534589683006;0.011587201629593287;0.0050332342649083437,2.50877213416899e-9,0.2430389057811152,0.24303890578134474,0.243038905781115,1.942890293094024e-16,7.99415339223023e-16,FALSE,FALSE
san-mateo-2008,9619,9,7,8,8,9,5768079901c0ec0b86e1f189037626837867c79f8e0475c5584da813930a3224,15830ebfc3d8c615f26257f637e5e2914483d83634cfab08eec253233b9859bb,indefinite,7,1,0,-0.0012369571842333446,0.26550798604401465,2.6411667907781615e-14,0.26550798604401465;0.13012564179370484;0.068965595686763331;0.037631710539768271;0.01699611789279212;0.0017519579494215372;-0.0012369571842333446,-3.3025926076706545e-12,0.15132762446996892,0.1513276244703945,0.151327624469969,8.326672684688674e-17,5.502414191627718e-16,FALSE,FALSE
san-mateo-2008,9620,11,7,10,10,11,1ddda7f96ed95001a8c5de1562ea960e342b5418b88977b40dc6d76938dbb22a,bd7d454e2dcba4c6c6160d3f6fb757394bdfc4eaf78f73d88b1c92e58dd5e6f2,positive_definite,7,0,0,0.012996652859999309,0.34695397103143244,3.451358732633064e-14,0.34695397103143244;0.13586611268485127;0.10315081594533777;0.051687409626935188;0.036996666120347965;0.021025131934406235;0.012996652859999309,2.540816415885939e-9,0.24325933797057517,0.24325933797068966,0.243259337970575,1.6653345369377348e-16,6.845922342924308e-16,FALSE,FALSE
san-mateo-2008,9621,5,7,4,4,5,c6f447625706279952edc9f3a6daa22c55b7d0606932deb3cc06c0009a58f939,089fcbb43e57136d81cb9dde7818db0afc3b308c53e70727abcfcfc5d23f92bf,indefinite_and_singular,6,2,1,-0.015609686138581663,0.41761547669434496,4.154271006286215e-14,0.41761547669434496;0.30819488682591661;0.065120738491035626;0.039895123976158797;4.8662401128105438e-18;-0.0086424902347793601;-0.015609686138581663,-1.3270091403771186e-26,0.01417861633831973,0.03307403157092699,0.0162896164128089,0.002111000074489172,0.12959176084890764,TRUE,TRUE
san-mateo-2008,9622,12,7,11,11,12,98e30f20bc6ae19de8c4d71109c93b050b35af1f772b9d8de11146b2c396de61,672db038d1b81d4bd89181988ae303e0ab6493da5f80d50e36fb41c285279188,positive_definite,7,0,0,0.0057437039041060905,0.34705596843314196,3.4523733618129795e-14,0.34705596843314196;0.31307999243660178;0.13794036008368002;0.11704190843032271;0.049063078130796522;0.030638949469019409;0.0057437039041060905,1.514636043320226e-8,0.27634435147469777,0.27634435147486747,0.276344351474698,2.220446049250313e-16,8.035069424799213e-16,FALSE,FALSE
san-mateo-2008,9623,7,7,6,6,7,612fc39b9c3ead8737ddceaeb3391edaf36c88187bf5c0dd1d8d7ed38ab7d763,4be54af8aaa440c6f4a99856dec1ed57662a75e0d954868d1ebf7ce521d92e46,indefinite,7,2,0,-0.0014962630637674708,0.4508143002480875,4.484519567052718e-14,0.4508143002480875;0.33615424554124496;0.049339639114141708;0.030546897289096105;0.011825682792786483;-1.5199495585404957e-05;-0.0014962630637674708,6.142748209178964e-14,0.11384438685999117,0.1138443868842794,0.11384438685999,1.1657341758564144e-15,1.0239715878922313e-14,FALSE,FALSE
san-mateo-2008,9624,8,7,5,5,8,f754d6ef92173be75c609b9a27582b575961cd9c23fc06ac4d9031e480998ba4,a340f7d59d45053f16b17df9f0e468ac1579b2421a51fb7923877612363e8a81,indefinite,7,2,0,-0.007657639384973737,0.3391058860627659,3.3732891359354676e-14,0.33910588606276593;0.1340131421890981;0.12047498610139216;0.082015671343050919;0.0059446549656103215;-0.0014826865338242641;-0.0076576393849737369,3.030730739843902e-11,0.17728906673246675,0.17728906673289566,0.177289066732467,2.498001805406602e-16,1.4089993542445234e-15,FALSE,FALSE
san-mateo-2008,9625,10,7,6,7,10,91e4dff8f46a8588cf1d60bda1cbc12f40fe3fe67c66fc130bc3426fc79b7419,7a3696ded77f28ceac1045ed2761f7d999746afed92d454d16b22fc7400355f9,indefinite,7,1,0,-0.009641320582790242,0.38868936065923415,3.8665256235711907e-14,0.38868936065923415;0.2598322657311391;0.15967153480446938;0.077773465451599952;0.024935830292030999;0.01992139202381478;-0.0096413205827902415,-6.006683145311364e-9,0.2586780766032246,0.2586780766033815,0.258678076603225,3.885780586188048e-16,1.5021685011785041e-15,FALSE,FALSE
san-mateo-2008,9626,4,7,4,4,4,0657debf9ffc461d1211b68ae089d92c9e829272536b4d2e38c937da9d3ff9b6,664d5c8af5eb01d132b4f42218dc1d3b00620825be1dccdd52004948c07d2002,numerically_singular,3,0,4,-6.648068757096908e-18,0.5426843965381158,5.3984063807871665e-14,0.54268439653811584;0.22207025728862334;0.11218978790238281;4.729298059673088e-17;2.4789548195572982e-18;-1.530212923109917e-18;-6.6480687570969081e-18,0,0,1.1905602672590179e-4,0,0,NA,FALSE,FALSE
zeguo-2005,5201,16,9,16,16,16,a2d7bebe16872a59e7e27eb8ac39c71ef12cceb039ff4dde28f056ff5dada005,d82c414385916142f8b6c4b3d84dc9c42bc0da13bc65f2fb0fd6b962f25a10ef,positive_definite,9,0,0,0.0021777130266593513,0.18105328647417718,2.315629754814942e-14,0.18105328647417718;0.13546599378341367;0.069739991030812784;0.045841870789329747;0.031170738895631694;0.02217676383162822;0.015885410109843724;0.01308886295617453;0.0021777130266593513,2.4542974124268564e-14,0.17534155101362295,0.1753415510137864,0.0290002144403478,0.14634133657327514,5.046215671070054,FALSE,FALSE
zeguo-2005,5202,15,9,15,15,15,5727cb1efc5b3251792abd060c840a1b7b93aeb387b71158beaf4b02e1adb1a3,347249da35387ae086331961fbc078583a4d19ab0eb3c8b1258b0c2c8de948ae,positive_definite,9,0,0,0.005877419368447244,0.3860095984047084,4.936973689442504e-14,0.38600959840470839;0.12186249575653971;0.095930155266906431;0.058750974425049937;0.026303546845198835;0.018667203340390768;0.013430031403350163;0.0096216167680572545;0.0058774193684472441,9.886526358896497e-14,0.18945341120136075,0.1894534112016094,0.0306841559398832,0.15876925526147756,5.174307403877766,FALSE,FALSE
zeguo-2005,5203,16,9,16,16,16,05a8b40c137b6401d5871be05f4cc4ceaa3331a0c04f503d769e1de2c0750f1c,341213bd153e90121d4b47c2818cbba7efd0bf3311501cf791fc4f3a6222bb94,positive_definite,9,0,0,0.00777401682471447,0.2579854555778289,3.2995744450665545e-14,0.25798545557782893;0.093127116195045462;0.081412517881394364;0.056473516973655886;0.026964534199042767;0.024894702918509443;0.01779801144447379;0.010378860867753597;0.0077740168247144702,1.0648144033896094e-13,0.19023612690784403,0.19023612690798453,0.0285991607718535,0.16163696613599052,5.651808017215286,FALSE,FALSE
zeguo-2005,5204,14,9,14,14,14,a57b24e9fc8a6fbb2ec2d9bd2b41e4cf61faa6ab96ad92a6e740ee84a6dd6cee,8e5d3f3abb64e4407da2ab32f61fba08e694edbc44337b81e70e272c856e8255,positive_definite,9,0,0,0.004898227414971979,0.2465419915412313,3.1532151806900996e-14,0.2465419915412313;0.095724771636922321;0.080438253325427325;0.045341461577697015;0.039013296106271009;0.027769980501610059;0.012727601410215523;0.0087323884095633231;0.0048982274149719793,5.076684332833115e-14,0.18256651271923333,0.1825665127193958,0.0277624770844738,0.15480403563475953,5.57601669201679,FALSE,FALSE
zeguo-2005,5205,15,9,15,15,15,2b427f47743623720081f1fcf0bb6304e748c29200bd885e5c10ac46fc2efb8c,e4847280582dabc23660c7ec00a9359fabd715b281384f4919f3e4f4cd67de33,positive_definite,9,0,0,0.0042500387032986045,0.3347695622810669,4.281625451383209e-14,0.33476956228106691;0.13700334212085313;0.088977017515584678;0.052444741606156198;0.035436495694303308;0.029253105164055236;0.020049269092339648;0.0095150516596006745;0.0042500387032986045,1.7987973585671795e-13,0.19585896619880647,0.19585896619903617,0.0311190771323468,0.16473988906645967,5.293855224749593,FALSE,FALSE
zeguo-2005,5206,16,9,16,16,16,f9e7648469cae5eb49a9673cd1f461ad3312e246c59959805f0612055ea3144b,919eda8f1c37310dfcdade2ae21c2582732ab57fb7d8b73cf22a2fa04f73777d,positive_definite,9,0,0,0.002087342259994389,0.3147280942375337,4.025299699801797e-14,0.31472809423753367;0.091347713899552679;0.082605319379135428;0.049924820646064225;0.030428369739375832;0.02861885293422211;0.020168318819102259;0.005292553380452425;0.0020873422599943891,2.3004735357328247e-14,0.17471217893703792,0.17471217893736282,0.0279694926004341,0.1467426863366038,5.246526579260372,FALSE,FALSE
zeguo-2005,5207,16,9,16,16,16,6bbd9bb0cec110296087a4d52be876e28b466c9c24fe61f6e9ac6aee811b28e4,08d21c439c77dd3b8e54d6b2fb4f95a98db7490e9ce8067dfc37c67195a66592,positive_definite,9,0,0,0.002740693017177144,0.4165504942630497,5.327584699966006e-14,0.41655049426304969;0.14407218172443398;0.055738919903740101;0.047275634012118754;0.031416171751148241;0.027630522936702196;0.024025870195655705;0.013399041470059173;0.002740693017177144,1.2111538543459578e-13,0.19160196643228705,0.19160196643262592,0.0337697988134315,0.15783216761885555,4.673766891263796,FALSE,FALSE
zeguo-2005,5208,15,9,15,15,15,6f2e1cab27f0137c199a1d317b2aded87b43a4b8076a085d7fbfe6d4a4899cd3,24439dda61547d37c614929f5204380f649a45e4fb3f74a558fd01358481b1f7,positive_definite,9,0,0,0.0022031639761787973,0.2107085705923864,2.6949139955426596e-14,0.2107085705923864;0.10617989609134548;0.070036854529000811;0.055998147568142871;0.037333929254172636;0.017355006394301518;0.015980081090527561;0.0031342370817237829;0.0022031639761787973,6.273514613125983e-15,0.16254470571736399,0.16254470571759894,0.0243604621155556,0.1381842436018084,5.672480388357229,FALSE,FALSE
zeguo-2005,5209,14,9,14,14,14,430ac0a7fa48ccf00114fa372fa038446b41326c4afffecc19de9539d7cc557f,658eab4822dd75adbe9348017f76bb2bcb040d57fe922623db7240cee73c0c3c,positive_definite,9,0,0,0.0072628218131946636,0.2981339608611181,3.813064563118563e-14,0.2981339608611181;0.11727671195441357;0.065800524877553321;0.049459463566265779;0.031873740028668239;0.024454508611815379;0.012826670664565158;0.008618248154906815;0.0072628218131946636,7.120857351535882e-14,0.18603091706752917,0.18603091706770694,0.028513884253299,0.15751703281423016,5.524222214516627,FALSE,FALSE
zeguo-2005,5210,11,9,11,11,11,9d7770847b364701b5c1686c21b58076995c8f6373dd4c94a5be030f7611c042,9b4bc02e0cf192557d6604e16907af4bdcc44c074b98ad8754a05b1366cd59af,positive_definite,9,0,0,1.195872640032444e-4,0.40638598912343615,5.197583024754132e-14,0.40638598912343615;0.11074243963362092;0.086836155411468163;0.07728807536459982;0.04092085197050823;0.028656495666868405;0.010065541672320403;0.0039545592282599438;0.0001195872640032444,1.6859853871793632e-15,0.15110180626137118,0.15110180626521713,0.0268058948879966,0.12429591137337458,4.636887218006401,FALSE,FALSE
zeguo-2005,5211,17,9,17,17,17,5f18b984d6debb5df598da56a5bd2372bb7b287e0b56900a980c89b8ee437910,f11190aeb00f282b41d8632097de746b6ad62ed2c94d84d2fa84a3e9985d9433,positive_definite,9,0,0,0.0038358058808048547,0.16536741374695493,2.1150110622480077e-14,0.16536741374695493;0.091568124558300185;0.060793343976070481;0.055241957157777993;0.035965808535646779;0.02107115816140441;0.012336111804177183;0.0074341807011065915;0.0038358058808048547,1.3557062825761538e-14,0.16965425485559602,0.1696542548557163,0.0269592957939125,0.1426949590616835,5.292977982529666,FALSE,FALSE
zeguo-2005,5212,12,9,12,12,12,94be5dff6f76f968cd6b931a4f61d5ccb36c7616887f9cfb8f8f790a42758888,bb57d23194824bd3002abac51788bd2e768819dcd99f739753c75ef76e3775bb,positive_definite,9,0,0,0.0013847122859791193,0.2959262722088641,3.784828734694339e-14,0.29592627220886408;0.10394391149198244;0.09723909734518188;0.065620083647732044;0.03095742258395949;0.017392996409905135;0.0068442812505600465;0.0036456375482592954;0.0013847122859791193,3.651407993577988e-15,0.15773005855863556,0.15773005855905714,0.0244859838317092,0.13324407472692637,5.441646765868403,FALSE,FALSE
zeguo-2005,5213,15,9,15,15,15,a9ec0b91ac8e71dfbaf7d69c894305395ae8e5a864f2becead3cd9916470a798,073e94af52adb2dbf5cd2f11dc7c1a31b3250e8b9814f6b32634155cdd5120a5,positive_definite,9,0,0,0.005247223694989518,0.19082535132423087,2.4406122092814226e-14,0.19082535132423087;0.14563371670933764;0.12035792040742611;0.098044237591332295;0.061205844157301466;0.035452646505122372;0.025437066223938234;0.020262919073956422;0.0052472236949895178,1.924575332082097e-12,0.22342394582906483,0.22342394582917235,0.0327023341909727,0.19072161163809212,5.832048884471976,FALSE,FALSE
zeguo-2005,5214,16,9,16,16,16,3c589c319e97aebdaa55fdd62cbc026bfa1054d3de00e92da7176089149a026c,1dc5c1d3c2e2da6582a7a0dbbdc7e41caa8111706345f4af72e49ec368f879b9,positive_definite,9,0,0,0.0019238606794464417,0.2642247044416519,3.379372998288755e-14,0.26422470444165191;0.078527671604562546;0.054934772850603941;0.039872385581549021;0.031495922755319525;0.020530679752443912;0.014658880869851705;0.0035320890185581585;0.0019238606794464417,2.927382246098296e-15,0.15580528705211924,0.15580528705241506,0.0243978670934079,0.13140741995871133,5.386020813033141,FALSE,FALSE
zeguo-2005,5215,15,9,15,15,15,820c083675b751e72a15551ef140073a95c7acd18a78c8ced96ac680a5143096,26d23e86089889b488cab8a03e357981621d1c8d3e5c986259a25b299b95576d,positive_definite,9,0,0,0.002326170997496608,0.28837392413523466,3.688235945584654e-14,0.28837392413523466;0.12673377242385259;0.11228279867764998;0.067137722569002842;0.021117898190982354;0.01368732987311445;0.0085821914759679832;0.0073600422423469218;0.0023261709974966081,1.1700859196682207e-14,0.16827209331143986,0.16827209331172865,0.0295073111764537,0.13876478213498616,4.702725412870487,FALSE,FALSE
zeguo-2005,5216,10,9,10,10,10,0e00f2d6cab686a984be55cbf741166568c18da4a417a3389773b0de55fd425f,a75464b1c6ebd9b8e9a709c97b3e2b26c3af4a6f665bfa730fff36af53e34579,positive_definite,9,0,0,9.928514015593245e-4,0.5525617911924943,7.06713780222749e-14,0.55256179119249427;0.13758361985429607;0.099823666829324309;0.051053305622252916;0.047938304795348663;0.019747110865601714;0.0051186355106556721;0.0018447857888690181;0.00099285140155932453,3.438552093094135e-15,0.1572046223284285,0.1572046223295729,0.021816815800046,0.1353878065283825,6.205662997259987,FALSE,FALSE
