file,row,poll,issue_id,field,historical,candidate
05_attitude_change_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,net_change,0.0245098039215686,0.0196078431372549
05_attitude_change_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,gross_change,0.122549019607843,0.117647058823529
05_attitude_change_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,net_change,0.0343137254901961,0.0686274509803922
05_attitude_change_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,gross_change,0.122549019607843,0.107843137254902
05_attitude_change_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,net_change,0.00694444444444444,0.0347222222222222
05_attitude_change_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,net_change,0.0277777777777778,0.0147058823529412
05_attitude_change_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,gross_change,0.0925925925925926,0.0833333333333333
05_attitude_change_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,n_complete,18,17
05_attitude_change_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,net_change,0.0416666666666667,0.046875
05_attitude_change_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,gross_change,0.0833333333333333,0.109375
05_attitude_change_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,net_change,0.0777777777777778,0.05
05_attitude_change_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,gross_change,0.111111111111111,0.0833333333333333
05_attitude_change_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,net_change,0.0111111111111111,0.025
05_attitude_change_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,gross_change,0.0888888888888889,0.0638888888888889
05_attitude_change_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,net_change,0.0138888888888889,0.0324074074074074
05_attitude_change_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,gross_change,0.115740740740741,0.0972222222222222
05_attitude_change_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,net_change,0.113636363636364,0.0984848484848485
05_attitude_change_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,net_change,0,1.06752213906265e-17
05_attitude_change_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,gross_change,0.102564102564103,0.0769230769230769
05_attitude_change_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,net_change,0.0535714285714286,0.0357142857142857
05_attitude_change_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,gross_change,0.0654761904761905,0.0595238095238095
05_attitude_change_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,net_change,0.015625,0.0546875
05_attitude_change_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,gross_change,0.119791666666667,0.1171875
05_attitude_change_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,net_change,0.0637254901960784,0.0955882352941176
05_attitude_change_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,gross_change,0.0931372549019608,0.144607843137255
05_attitude_change_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,net_change,0.017156862745098,0.053921568627451
05_attitude_change_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,gross_change,0.0857843137254902,0.122549019607843
05_attitude_change_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,net_change,0.0641025641025641,0.0897435897435898
05_attitude_change_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,gross_change,0.141025641025641,0.153846153846154
05_attitude_change_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,net_change,0.0119047619047619,0.0416666666666667
05_attitude_change_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,gross_change,0.119047619047619,0.125
05_attitude_change_by_group_issue.csv,1426,UK Crime,ukcrime.rootcauset1,net_change,0.03125,0.0208333333333333
05_attitude_change_by_group_issue.csv,1426,UK Crime,ukcrime.rootcauset1,gross_change,0.0833333333333333,0.0625
05_attitude_change_by_group_issue.csv,1427,UK Crime,ukcrime.rootcauset1,net_change,0.0705128205128205,0.0641025641025641
05_attitude_change_by_group_issue.csv,1427,UK Crime,ukcrime.rootcauset1,gross_change,0.108974358974359,0.115384615384615
05_attitude_change_by_group_issue.csv,1428,UK Crime,ukcrime.rootcauset1,net_change,0.111111111111111,0.104166666666667
05_attitude_change_by_group_issue.csv,1428,UK Crime,ukcrime.rootcauset1,gross_change,0.111111111111111,0.104166666666667
05_attitude_change_by_group_issue.csv,1429,UK Crime,ukcrime.rootcauset1,net_change,0.0277777777777778,0.0333333333333333
05_attitude_change_by_group_issue.csv,1429,UK Crime,ukcrime.rootcauset1,gross_change,0.0722222222222222,0.0777777777777778
05_attitude_change_weighting.csv,1,,,net_change,0.0894143821147785,0.0894812466395489
05_attitude_change_weighting.csv,1,,,gross_change,0.202664408086114,0.202657503617078
05_attitude_change_weighting.csv,2,,,net_change,0.0979681839423997,0.0980517224922388
05_attitude_change_weighting.csv,2,,,gross_change,0.207800615685705,0.207791989447313
05_attitude_change_weighting.csv,3,,,net_change,0.0971775308713845,0.0972564946911134
05_attitude_change_weighting.csv,3,,,gross_change,0.206418835549147,0.206410681700001
04_table_4b_toward_lowed.csv,6,UK Crime,,extdis,-0.000932028190063915,-0.000900282158317867
04_table_4b_toward_lowed.csv,6,UK Crime,,freqgrp,0.35,0.36
04_table_4b_toward_lowed.csv,6,UK Crime,,extgrp,-0.0183237370358497,-0.0186049824448525
04_table_4b_toward_lowed.csv,22,Pair Mean (Actual Pairs),,extdis,0.0302663342089476,0.0302676652794611
04_table_4b_toward_lowed.csv,22,Pair Mean (Actual Pairs),,freqgrp,0.445283018867925,0.445702306079665
04_table_4b_toward_lowed.csv,22,Pair Mean (Actual Pairs),,extgrp,-0.0100425158300427,-0.0100543080903783
04_table_4b_toward_highed.csv,6,UK Crime,,extdis,0.0267382185109864,0.0270593464571143
04_table_4b_toward_highed.csv,6,UK Crime,,freqgrp,0.62,0.61
04_table_4b_toward_highed.csv,6,UK Crime,,extgrp,0.0183237370358497,0.0186049824448525
04_table_4b_toward_highed.csv,22,Pair Mean (Actual Pairs),,extdis,0.0522512200628488,0.0522646901948173
04_table_4b_toward_highed.csv,22,Pair Mean (Actual Pairs),,freqgrp,0.522851153039832,0.522431865828092
04_table_4b_toward_highed.csv,22,Pair Mean (Actual Pairs),,extgrp,0.0100425158300427,0.0100543080903783
05_corr_hom_pol.csv,1,,,homofreq,0.316119277344693,0.316093310626853
05_corr_hom_pol.csv,1,,,polarex,0.718678489610433,0.719201100129823
05_corr_hom_pol.csv,1,,,homoex,0.334717428684037,0.335748619283004
05_corr_hom_pol.csv,2,,,polarfreq,0.316119277344693,0.316093310626853
05_corr_hom_pol.csv,2,,,polarex,0.265806522267903,0.266450584580457
05_corr_hom_pol.csv,2,,,homoex,0.718010863639284,0.71822925404378
05_corr_hom_pol.csv,3,,,polarfreq,0.718678489610433,0.719201100129823
05_corr_hom_pol.csv,3,,,homofreq,0.265806522267903,0.266450584580457
05_corr_hom_pol.csv,3,,,homoex,0.404326693862184,0.405107613182167
05_corr_hom_pol.csv,4,,,polarfreq,0.334717428684037,0.335748619283004
05_corr_hom_pol.csv,4,,,homofreq,0.718010863639284,0.71822925404378
05_corr_hom_pol.csv,4,,,polarex,0.404326693862184,0.405107613182167
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,t2mean,0.848039215686274,0.879901960784314
