file,row,poll,issue_id,field,historical,candidate
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,t2sd,0.0942592378579873,0.0831800060032025
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.848039215686274,0.879901960784314
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.0942592378579873,0.0831800060032025
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,polarex,0.0637254901960784,0.0955882352941176
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,homoex,0.0532278835472125,0.0643071154019973
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,polar_abs,0.0637254901960784,0.0955882352941176
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0637254901960784,0.0955882352941176
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0532278835472125,0.0643071154019973
03_hom_pol_by_group_issue.csv,1410,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0637254901960784,0.0955882352941176
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,t2mean,0.852941176470588,0.848039215686274
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,t2sd,0.1197850062087,0.13253437092741
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.852941176470588,0.848039215686274
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.1197850062087,0.13253437092741
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,polarex,0.0245098039215685,0.0196078431372548
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,homoex,0.0317997594390081,0.0190503947202986
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,polar_abs,0.0245098039215685,0.0196078431372548
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0245098039215685,0.0196078431372548
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0317997594390081,0.0190503947202986
03_hom_pol_by_group_issue.csv,1411,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0245098039215685,0.0196078431372548
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,t2mean,0.843137254901961,0.877450980392157
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,t2sd,0.117417054578466,0.106709167390758
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.843137254901961,0.877450980392157
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.117417054578466,0.106709167390758
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,polarex,0.0343137254901961,0.0686274509803921
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,homoex,0.13042905912605,0.141136946313757
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,polar_abs,0.0343137254901961,0.0686274509803921
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0343137254901961,0.0686274509803921
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,homoex_cc,0.13042905912605,0.141136946313757
03_hom_pol_by_group_issue.csv,1412,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0343137254901961,0.0686274509803921
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,t2mean,0.827777777777778,0.8
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,t2sd,0.138968231305465,0.140152977645347
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.827777777777778,0.8
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.138968231305465,0.140152977645347
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,polarex,0.0777777777777777,0.05
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,homoex,0.0306485168942372,0.0294637705543555
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,polar_abs,0.0777777777777777,0.05
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0777777777777777,0.05
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0306485168942372,0.0294637705543555
03_hom_pol_by_group_issue.csv,1413,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0777777777777777,0.05
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,t2mean,0.796875,0.8359375
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,t2sd,0.15205003440632,0.129519008686413
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.796875,0.8359375
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.15205003440632,0.129519008686413
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,polarex,0.015625,0.0546875
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,homoex,0.0606813211330781,0.0832123468529848
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,polar_abs,0.015625,0.0546875
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,polarex_cc,0.015625,0.0546875
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0606813211330781,0.0832123468529848
03_hom_pol_by_group_issue.csv,1414,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.015625,0.0546875
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,t2mean,0.851190476190476,0.833333333333333
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,t2sd,0.127343717812943,0.126592420885458
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.851190476190476,0.833333333333333
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.127343717812943,0.126592420885458
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,polarex,0.0535714285714286,0.0357142857142858
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,homoex,0.0249685377642862,0.0257198346917709
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,polar_abs,0.0535714285714286,0.0357142857142858
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0535714285714286,0.0357142857142858
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0249685377642862,0.0257198346917709
03_hom_pol_by_group_issue.csv,1415,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0535714285714286,0.0357142857142858
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,t2mean,0.803030303030303,0.787878787878788
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,t2sd,0.0933387444318875,0.0940126791362944
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.803030303030303,0.787878787878788
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.0933387444318875,0.0940126791362944
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,polarex,0.113636363636364,0.0984848484848484
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,homoex,0.0970224221367531,0.0963484874323462
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,polar_abs,0.113636363636364,0.0984848484848484
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,polarex_cc,0.113636363636364,0.0984848484848484
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0970224221367531,0.0963484874323462
03_hom_pol_by_group_issue.csv,1416,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.113636363636364,0.0984848484848484
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,t2mean,0.814102564102564,0.83974358974359
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,t2sd,0.144953082103817,0.138031541876147
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.814102564102564,0.83974358974359
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.144953082103817,0.138031541876147
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,polarex,0.0641025641025641,0.0897435897435898
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,homoex,0.0413859160211652,0.0483074562488354
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,polar_abs,0.0641025641025641,0.0897435897435898
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0641025641025641,0.0897435897435898
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0413859160211652,0.0483074562488354
03_hom_pol_by_group_issue.csv,1417,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0641025641025641,0.0897435897435898
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,t2mean,0.84375,0.848958333333333
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,t2sd,0.117359056523764,0.136824942224782
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.84375,0.848958333333333
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.117359056523764,0.136824942224782
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,polarex,0.0416666666666666,0.046875
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,homoex,0.0544370112103047,0.0349711255092877
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,polar_abs,0.0416666666666666,0.046875
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0416666666666666,0.046875
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0544370112103047,0.0349711255092877
03_hom_pol_by_group_issue.csv,1418,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0416666666666666,0.046875
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,t2mean,0.844444444444444,0.858333333333333
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,t2sd,0.166269367730507,0.147566234792359
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.844444444444444,0.858333333333333
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.166269367730507,0.147566234792359
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,polarex,0.0111111111111111,0.0249999999999999
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,homoex,0.0354100887706525,0.0541132217088006
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,polar_abs,0.0111111111111111,0.0249999999999999
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0111111111111111,0.0249999999999999
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0354100887706525,0.0541132217088006
03_hom_pol_by_group_issue.csv,1419,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0111111111111111,0.0249999999999999
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t2mean,0.800925925925926,0.784313725490196
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t2sd,0.181088955700074,0.184133725205813
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,n_t2,18,17
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,n_complete,18,17
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t1mean_cc,0.773148148148148,0.769607843137255
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.800925925925926,0.784313725490196
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t1sd_cc,0.139459611705406,0.142915487618757
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.181088955700074,0.184133725205813
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,polarex,0.0277777777777778,0.0111655773420479
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,homoex,-0.041629343994668,-0.0446741135004076
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,polar_abs,0.0277777777777778,0.0111655773420479
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0277777777777778,0.0147058823529411
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,homoex_cc,-0.041629343994668,-0.0412182375870559
03_hom_pol_by_group_issue.csv,1420,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0277777777777778,0.0147058823529411
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,t2mean,0.855555555555556,0.861111111111111
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,t2sd,0.165071733645338,0.143187448830704
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.855555555555556,0.861111111111111
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.165071733645338,0.143187448830704
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,polarex,0.0277777777777778,0.0333333333333334
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,homoex,-0.0297199482115804,-0.007835663396947
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,polar_abs,0.0277777777777778,0.0333333333333334
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,polarex_cc,0.0277777777777778,0.0333333333333334
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,homoex_cc,-0.0297199482115804,-0.007835663396947
03_hom_pol_by_group_issue.csv,1421,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.0277777777777778,0.0333333333333334
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,t2mean,0.826388888888889,0.868055555555556
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,t2sd,0.148470031212869,0.109281014212626
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.826388888888889,0.868055555555556
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.148470031212869,0.109281014212626
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polarex,-0.00694444444444453,0.0347222222222222
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,homoex,0.0104404003280635,0.0496294173283065
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polarfreq,FALSE,TRUE
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polar_abs,-0.00694444444444453,0.0347222222222222
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polarex_cc,-0.00694444444444453,0.0347222222222222
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0104404003280635,0.0496294173283065
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polarfreq_cc,FALSE,TRUE
03_hom_pol_by_group_issue.csv,1422,UK Crime,ukcrime.rootcauset1,polar_abs_cc,-0.00694444444444453,0.0347222222222222
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,t2mean,0.782407407407407,0.800925925925926
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,t2sd,0.148903642815962,0.111213188405135
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.782407407407407,0.800925925925926
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.148903642815962,0.111213188405135
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,polarex,0.013888888888889,0.0324074074074074
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,homoex,0.0191191622897281,0.0568096167005549
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,polar_abs,0.013888888888889,0.0324074074074074
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,polarex_cc,0.013888888888889,0.0324074074074074
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0191191622897281,0.0568096167005549
03_hom_pol_by_group_issue.csv,1423,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.013888888888889,0.0324074074074074
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,t2mean,0.776041666666667,0.765625
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,t2sd,0.176694835280533,0.19297560294849
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.776041666666667,0.765625
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.176694835280533,0.19297560294849
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,polarex,0.03125,0.0208333333333334
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,homoex,0.0144729938353743,-0.00180777383258249
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,homofreq,TRUE,FALSE
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,polar_abs,0.03125,0.0208333333333334
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,polarex_cc,0.03125,0.0208333333333334
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,homoex_cc,0.0144729938353743,-0.00180777383258249
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,homofreq_cc,TRUE,FALSE
03_hom_pol_by_group_issue.csv,1424,UK Crime,ukcrime.rootcauset1,polar_abs_cc,0.03125,0.0208333333333334
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,t2mean,0.909722222222222,0.902777777777778
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,t2sd,0.120281306081172,0.122233700103848
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,t2mean_cc,0.909722222222222,0.902777777777778
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,t2sd_cc,0.120281306081172,0.122233700103848
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,polarex,0.111111111111111,0.104166666666667
03_hom_pol_by_group_issue.csv,1425,UK Crime,ukcrime.rootcauset1,homoex,0.0364624424180989,0.0345100483954229
