"estimate","null","se","df","p","conf_low","conf_high","se_two_way","df_two_way","p_two_way","two_way_variance_nonnegative","n_pairs","n_groups","n_issues","n_polls","mean_absolute","proportion_abs_gt_10","proportion_abs_gt_20","leave_one_poll_min","leave_one_poll_max","outcome","dimension"
0.0128493544739576,0,0.00311221149494786,13.8595300038354,0.0010440049813872,0.00616797212911671,0.0195307368187985,0.00299973315184692,128,3.58240503613877e-05,TRUE,2480,397,129,21,0.0521072004194638,0.131451612903226,0.0157258064516129,0.0117369669719003,0.0148048136777343,"homoex","all"
0.585887096774194,0.5,0.0202224326234832,13.8595300038354,0.000830271394219183,0.542473015012845,0.629301178535542,0.0180350743792905,128,5.10073669135413e-06,TRUE,2480,397,129,21,NA,NA,NA,0.575530035335689,0.594418604651162,"homofreq","all"
-0.022210725585489,0,0.00837970055612925,13.9485489880194,0.0190558064808409,-0.0401896172861977,-0.00423183388478039,0.00651101608158651,128,0.00086578877453197,TRUE,2431,397,129,21,0.0886674342560442,0.314685314685315,0.100370218017277,-0.0263008005273884,-0.0177216993427165,"polarex","all"
0.439325380501851,0.5,0.0409809858875565,13.9485489880194,0.160956834270078,0.351399481225924,0.527251279777778,0.0244283922253178,128,0.0142922252748699,TRUE,2431,397,129,21,NA,NA,NA,0.415578568212517,0.471131639722864,"polarfreq","all"
0.0100425158300427,0,0.00313244695460408,14.0098249877648,0.00633996623018751,0.00332452729814618,0.0167605043619392,0.00352922284713174,128,0.00516480653626776,TRUE,2385,392,129,21,0.0896440448209031,0.324109014675052,0.10272536687631,0.00775903303639568,0.0111577433679912,"ext_grp","educ"
0.522851153039832,0.5,0.0174660775622363,14.0098249877648,0.211824679470862,0.48539260690616,0.560309699173505,0.0135229665276108,128,0.0934997692787586,TRUE,2385,392,129,21,NA,NA,NA,0.518185708172871,0.537629350893697,"freqgrp_grp","educ"
0.052251220062849,0,0.00666350367867951,14.0042050941306,1.72422108490875e-06,0.037959828675587,0.066542611450111,0.00539585684604085,128,5.6675487252509e-17,TRUE,2384,392,129,21,0.119683237063637,0.430369127516779,0.172818791946309,0.0480000086866804,0.054871875918855,"ext_dis","educ"
0.588087248322147,0.5,0.0117633750030734,14.0042050941306,2.9252885342374e-06,0.562858028933861,0.613316467710433,0.01225015560666,128,4.7805708727592e-11,TRUE,2384,392,129,21,NA,NA,NA,0.582191780821918,0.593310712554532,"freqdis_grp","educ"
-0.0302663342089476,0,0.00852352721654549,14.0098249877648,0.00319196193614948,-0.048546279223786,-0.0119863891941093,0.00537157750880319,128,1.06500722198056e-07,TRUE,2385,392,129,21,0.11234296912991,0.40545073375262,0.160587002096436,-0.0335452461482404,-0.0241761803461063,"ext_adv","educ"
0.388679245283019,0.5,0.0236564807027876,14.0098249877648,0.000336895054909391,0.337944478383688,0.43941401218235,0.0158686536356565,128,1.18920665330994e-10,TRUE,2385,392,129,21,NA,NA,NA,0.379735280693747,0.404515522107244,"freqadv_grp","educ"
0.00175429996189787,0,0.00352039543652207,13.9207751201194,0.626035740513884,-0.00580023066435854,0.00930883058815429,0.00321463236351942,128,0.58620591877849,TRUE,2436,396,129,21,0.0888863651052564,0.316502463054187,0.100574712643678,-0.000427853641427926,0.00301212958549519,"ext_grp","gender"
