source_column,source_value,value_label
age,1,18-30
age,2,31-40
age,3,41-50
age,4,51-60
age,5,61+
agep,1,18-30
agep,2,31-40
agep,3,41-50
agep,4,51-60
agep,5,61+
children,99,No
edu,1,University degree
edu,2,College degree
edu,3,High-school
edu,4,Primary
edu,5,Lower
edup,1,university degree
edup,2,college degree
edup,3,high-school
edup,4,primary
edup,5,lower
ethnos,1,Bulgarian
ethnos,2,Turkish
ethnos,3,Roma
ethnos,4,Other
ethnosp,1,bulgarian
ethnosp,2,turkish
ethnosp,3,roma
ethnosp,4,other
group,1,Student
group,2,Worker
group,3,Public servant
group,4,Working freelance
group,5,Private businessman
group,6,Farmer
group,7,Unemployed
group,8,Pensioner
group,9,Other
groupp,1,student
groupp,2,worker
groupp,3,public servant
groupp,4,working freelance
groupp,5,private businessman
groupp,6,farmer
groupp,7,unemployed
groupp,8,pensioner
groupp,9,other
incomes,0,No answer
incomes,1,Under 50 BGN
incomes,2,50 - 100 BGN
incomes,3,100 - 150 BGN
incomes,4,150 - 200 BGN
incomes,5,200 - 300 BGN
incomes,6,Above 300 BGN
incomesp,0,no answer
incomesp,1,under 50 bgn
incomesp,2,50 - 100 bgn
incomesp,3,100 - 150 bgn
incomesp,4,150 - 200 bgn
incomesp,5,200 - 300 bgn
incomesp,6,above 300 bgn
q1,1,Safer
q1,2,Neither
q1,3,Less safe
q1,99,Can't say
q3,1,Very much
q3,2,Somewhat
q3,3,Not much
q3,99,I am not interested
q6,0,No answer
q6,1,Yes
q6,2,No
q7,0,No answer
q7,1,Yes
q7,2,No
q9,1,Crime is dependent on drug trafficking to a great extent
q9,2,Crime is dependent on drug trafficking to some extent
q9,3,Crime is dependent on drug trafficking to a lesser extent
q9,4,Crime is not at all dependent on drug trafficking
q9,99,Can't say
q11,1,The first statement
q11,2,The first rather than the second
q11,3,Both
q11,4,The second rather than the first
q11,5,The second statement
q11,99,Íå ìîãà äà ïðåöåíÿ
q16,1,The first statement
q16,2,The first rather than the second
q16,3,Both
q16,4,The second rather than the first
q16,5,The second statement
q16,99,Can't say
q18,1,Strongly agree
q18,2,Somewhat agree
q18,3,Somewhat disagree
q18,4,Strongly disagree
q18,99,Can't say
q19,1,Strongly agree
q19,2,Somewhat agree
q19,3,Somewhat disagree
q19,4,Strongly disagree
q19,99,Can't say
q20,1,The first statement
q20,2,The first rather than the second
q20,3,Both
