legacy_field,caseid,historical_value,approved_value
eu.free_trade_index_t3,2557,1,0.9
eu.mil_att_11_12_t3,2500,0.4375,0.4625
eu.free_trade_index_t3,2500,0.775,0.725
eu.mil_att_11_12_t3,3365,0.4375,0.4375
eu.free_trade_index_t3,3365,0.3875,0.6875
eu.mil_att_11_12_t3,3447,0.5625,0.4625
eu.free_trade_index_t3,3447,0.7,0.75
eu.mil_att_11_12_t3,3523,0.55,0.5375000000000001
eu.free_trade_index_t3,3523,0.675,0.775
eu.mil_att_11_12_t3,3173,0.2875,0.2125
eu.free_trade_index_t3,3173,0.9,1
eu.mil_att_11_12_t3,3203,0.48750000000000004,0.475
eu.free_trade_index_t3,3203,0.95,0.9
eu.mil_att_11_12_t3,3229,0.225,0.16249999999999998
eu.free_trade_index_t3,3229,0.6625,0.7625
eu.mil_att_11_12_t3,3205,0.6000000000000001,0.6125
eu.free_trade_index_t3,3205,0.725,0.725
eu.mil_att_11_12_t3,3202,0.55,0.625
eu.free_trade_index_t3,3202,0.675,0.675
eu.mil_att_11_12_t3,3247,0.25,0.2625
eu.free_trade_index_t3,3247,0.4375,0.3875
eu.mil_att_11_12_t3,3221,0.1875,0.1875
eu.free_trade_index_t3,3221,0.5,0.5
eu.mil_att_11_12_t3,3236,0.6375,0.5375
eu.free_trade_index_t3,3236,0.5625,0.5625
eu.mil_att_11_12_t3,3170,0.5625,0.65
eu.free_trade_index_t3,3170,0.9,1
eu.mil_att_11_12_t3,207,0.525,0.48750000000000004
eu.free_trade_index_t3,207,0.725,0.775
eu.mil_att_11_12_t3,191,0.19999999999999998,0.19999999999999998
eu.free_trade_index_t3,191,0.5,0.65
eu.mil_att_11_12_t3,211,0.5625,0.4583333333333333
eu.free_trade_index_t3,211,0.5,0.5
eu.mil_att_11_12_t3,2068,0.4791666666666667,0.3125
eu.free_trade_index_t3,2068,0.6625,0.7125
eu.mil_att_11_12_t3,1936,0.2875,0.25
eu.free_trade_index_t3,1936,0.7125,0.7125
eu.mil_att_11_12_t3,2101,0.55,0.55
eu.free_trade_index_t3,2101,0.775,0.575
eu.mil_att_11_12_t3,2044,0.625,0.7375
eu.free_trade_index_t3,2044,0.625,0.7625
eu.mil_att_11_12_t3,1981,0.5874999999999999,0.5625
eu.free_trade_index_t3,1981,0.3,0.45
eu.mil_att_11_12_t3,1907,0.525,0.5125
eu.free_trade_index_t3,1907,0.725,0.725
eu.mil_att_11_12_t3,1012,0.26666666666666666,0.275
eu.free_trade_index_t3,1012,0.95,0.95
eu.mil_att_11_12_t3,1024,0.5833333333333333,0.5375
eu.free_trade_index_t3,1024,0.8375,0.9375
eu.mil_att_11_12_t3,1019,0.3625,0.3875
eu.free_trade_index_t3,1019,0.625,0.625
eu.mil_att_11_12_t3,966,0.5125,0.425
eu.free_trade_index_t3,966,0.825,0.825
eu.mil_att_11_12_t3,1026,0.4125,0.4125
eu.free_trade_index_t3,1026,0.6625,0.7125
eu.mil_att_11_12_t3,972,0.8125,0.7375
eu.free_trade_index_t3,972,0.475,0.475
eu.mil_att_11_12_t3,1010,0.37083333333333335,0.375
eu.free_trade_index_t3,1010,0.6,0.65
eu.mil_att_11_12_t3,960,0.6875,0.6875
eu.free_trade_index_t3,960,0.95,0.9
eu.mil_att_11_12_t3,1004,0.6875,0.8125
eu.free_trade_index_t3,1004,0.65,0.75
eu.mil_att_11_12_t3,1904,0.65,0.6875
eu.free_trade_index_t3,1904,0.725,0.775
eu.mil_att_11_12_t3,1884,0.3125,0.3
eu.free_trade_index_t3,1884,0.6375,0.5875
eu.mil_att_11_12_t3,2170,0.75,0.6875
eu.free_trade_index_t3,2170,0.4,0.5
eu.mil_att_11_12_t3,2103,0.5,0
eu.free_trade_index_t3,2103,0.75,0.75
eu.mil_att_11_12_t3,1871,0.875,0.8625
eu.free_trade_index_t3,1871,0.3375,0.5375
eu.mil_att_11_12_t3,2395,0.65,0.625
eu.free_trade_index_t3,2395,0.4375,0.4375
eu.mil_att_11_12_t3,1325,0.46249999999999997,0.4375
eu.free_trade_index_t3,1325,0.4875,0.4375
eu.mil_att_11_12_t3,1373,0.475,0.475
eu.free_trade_index_t3,1373,0.4375,0.3375
eu.mil_att_11_12_t3,1570,0.4375,0.425
eu.free_trade_index_t3,1570,0.325,0.525
eu.mil_att_11_12_t3,1486,0.8125,0.7625
eu.free_trade_index_t3,1486,0.6,0.55
eu.mil_att_11_12_t3,1454,0.5125,0.4375
eu.free_trade_index_t3,1454,0.625,0.775
eu.mil_att_11_12_t3,1608,0.5875,0.5625
eu.free_trade_index_t3,1608,0.55,0.6
eu.mil_att_11_12_t3,1375,0.8125,0.8125
eu.free_trade_index_t3,1375,0.6,0.6
eu.mil_att_11_12_t3,3378,0.575,0.575
eu.free_trade_index_t3,3378,0.4,0.45
eu.mil_att_11_12_t3,3302,0.7,0.6625
eu.free_trade_index_t3,3302,0.3875,0.4375
eu.mil_att_11_12_t3,3472,0.8125,0.85
eu.free_trade_index_t3,3472,0.25,0.375
eu.mil_att_11_12_t3,3534,0.3875,0.41250000000000003
eu.free_trade_index_t3,3534,0.675,0.725
eu.mil_att_11_12_t3,3512,0.7,0.6375
eu.free_trade_index_t3,3512,0.275,0.375
eu.mil_att_11_12_t3,1921,0.55,0.675
eu.free_trade_index_t3,1921,0.125,0.125
eu.mil_att_11_12_t3,2128,0.875,0.85
eu.free_trade_index_t3,2128,0.35,0.35
eu.mil_att_11_12_t3,1967,0.4,0.5125
eu.free_trade_index_t3,1967,0.875,0.875
eu.mil_att_11_12_t3,1987,0.9375,0.9375
eu.free_trade_index_t3,1987,0.6375,0.6875
eu.mil_att_11_12_t3,2061,0.5,0.3625
eu.free_trade_index_t3,2061,0.175,0.375
eu.mil_att_11_12_t3,1930,0.5,0.45
eu.free_trade_index_t3,1930,0.8375,0.8875
eu.mil_att_11_12_t3,2071,0.45,0.42500000000000004
eu.free_trade_index_t3,2071,0.9375,0.8875
eu.mil_att_11_12_t3,2154,0.5625,0.6875
eu.free_trade_index_t3,2154,0.575,0.575
eu.mil_att_11_12_t3,259,0.125,0.125
eu.free_trade_index_t3,259,0.3875,0.2375
eu.mil_att_11_12_t3,285,0.7125,0.7375
eu.free_trade_index_t3,285,0.825,0.825
eu.mil_att_11_12_t3,282,0.5375,0.3375
eu.free_trade_index_t3,282,0.95,1
eu.mil_att_11_12_t3,267,0.725,0.7
eu.free_trade_index_t3,267,0.5,0.65
eu.mil_att_11_12_t3,263,0.7,0.675
eu.free_trade_index_t3,263,0.575,0.825
eu.mil_att_11_12_t3,301,0.675,0.725
eu.free_trade_index_t3,301,0.4,0.45
eu.mil_att_11_12_t3,250,0.5875,0.8
eu.free_trade_index_t3,250,0.375,0.375
eu.mil_att_11_12_t3,300,0.825,0.8125
eu.free_trade_index_t3,300,0.5375,0.6875
eu.mil_att_11_12_t3,543,0.5625,0.55
eu.free_trade_index_t3,543,0.9,0.95
eu.mil_att_11_12_t3,606,0.275,0.3125
eu.free_trade_index_t3,606,0.55,0.5
eu.mil_att_11_12_t3,495,0.6625,0.7125
eu.free_trade_index_t3,495,0.4375,0.4375
eu.mil_att_11_12_t3,584,0.5625,0.5375
eu.free_trade_index_t3,584,0.725,0.725
eu.mil_att_11_12_t3,630,0.3875,0.4125
eu.free_trade_index_t3,630,0.6375,0.6875
eu.mil_att_11_12_t3,524,0.11249999999999999,0.11249999999999999
eu.free_trade_index_t3,524,0.6625,0.3625
eu.mil_att_11_12_t3,663,0.3125,0.125
eu.free_trade_index_t3,663,0.7125,0.4625
eu.mil_att_11_12_t3,726,0.225,0.15
eu.free_trade_index_t3,726,0.875,0.875
