legacy_field,caseid,source_row,historical_value,approved_value
t1knowlevel,960164,1568,0.124830797314644,0.14043469727039337
t1knowlevel,960090,1569,0.124830797314644,0.14043469727039337
t1knowlevel,960010,1570,0.124830797314644,0.14043469727039337
t1knowlevel,960031,1571,0.124830797314644,0.14043469727039337
t1knowlevel,960162,1572,0.124830797314644,0.14043469727039337
t1knowlevel,960160,1573,0.124830797314644,0.14043469727039337
t1knowlevel,960053,1574,0.124830797314644,0.14043469727039337
t1knowlevel,960133,1575,0.124830797314644,0.14043469727039337
t1knowlevel,960219,1576,0.124830797314644,0.14043469727039337
t1knowlevel,960016,1577,0.124830797314644,0.14043469727039337
t1knowlevel,960098,1578,0.124830797314644,0.14043469727039337
t1knowlevel,960043,1579,0.124830797314644,0.14043469727039337
t1knowlevel,960060,1580,0.124830797314644,0.14043469727039337
t1knowlevel,960230,1581,0.124830797314644,0.14043469727039337
t1knowlevel,960064,1582,0.124830797314644,0.14043469727039337
t1knowlevel,960070,1583,0.124830797314644,0.14043469727039337
t1knowlevel,960159,1584,0.124830797314644,0.14043469727039337
t1knowlevel,960086,1585,0.124830797314644,0.14043469727039337
t1knowlevel,960116,1586,0.124830797314644,0.14043469727039337
t1knowlevel,960104,1587,0.124830797314644,0.14043469727039337
t1knowlevel,960109,1588,0.124830797314644,0.14043469727039337
t1knowlevel,960082,1589,0.124830797314644,0.14043469727039337
t1knowlevel,960062,1590,0.124830797314644,0.14043469727039337
t1knowlevel,960100,1591,0.124830797314644,0.14043469727039337
t1knowlevel,960172,1592,0.124830797314644,0.14043469727039337
t1knowlevel,960002,1593,0.124830797314644,0.14043469727039337
t1knowlevel,960119,1594,0.124830797314644,0.14043469727039337
t1knowlevel,960203,1595,0.124830797314644,0.14043469727039337
t1knowlevel,960178,1596,0.124830797314644,0.14043469727039337
t1knowlevel,960233,1597,0.124830797314644,0.14043469727039337
t1knowlevel,960101,1598,0.124830797314644,0.14043469727039337
t1knowlevel,960074,1599,0.124830797314644,0.14043469727039337
t1knowlevel,960135,1600,0.124830797314644,0.14043469727039337
t1knowlevel,960083,1601,0.124830797314644,0.14043469727039337
t1knowlevel,960103,1602,0.124830797314644,0.14043469727039337
t1knowlevel,960036,1603,0.124830797314644,0.14043469727039337
t1knowlevel,960158,1604,0.124830797314644,0.14043469727039337
t1knowlevel,960048,1605,0.124830797314644,0.14043469727039337
t1knowlevel,960166,1606,0.124830797314644,0.14043469727039337
t1knowlevel,960117,1607,0.124830797314644,0.14043469727039337
t1knowlevel,960039,1608,0.124830797314644,0.14043469727039337
t1knowlevel,960131,1609,0.124830797314644,0.14043469727039337
t1knowlevel,960035,1610,0.124830797314644,0.14043469727039337
t1knowlevel,960111,1611,0.124830797314644,0.14043469727039337
t1knowlevel,960089,1612,0.124830797314644,0.14043469727039337
t1knowlevel,960216,1613,0.124830797314644,0.14043469727039337
t1knowlevel,960014,1614,0.124830797314644,0.14043469727039337
t1knowlevel,960079,1615,0.124830797314644,0.14043469727039337
t1knowlevel,960009,1616,0.124830797314644,0.14043469727039337
t1knowlevel,960238,1617,0.124830797314644,0.14043469727039337
t1knowlevel,960129,1618,0.124830797314644,0.14043469727039337
t1knowlevel,960205,1619,0.124830797314644,0.14043469727039337
t1knowlevel,960231,1620,0.124830797314644,0.14043469727039337
t1knowlevel,960142,1621,0.124830797314644,0.14043469727039337
t1knowlevel,960055,1622,0.124830797314644,0.14043469727039337
t1knowlevel,960077,1623,0.124830797314644,0.14043469727039337
t1knowlevel,960026,1624,0.124830797314644,0.14043469727039337
t1knowlevel,960033,1625,0.124830797314644,0.14043469727039337
t1knowlevel,960072,1626,0.124830797314644,0.14043469727039337
t1knowlevel,960017,1627,0.124830797314644,0.14043469727039337
t1knowlevel,960024,1628,0.124830797314644,0.14043469727039337
t1knowlevel,960224,1629,0.124830797314644,0.14043469727039337
t1knowlevel,960149,1630,0.124830797314644,0.14043469727039337
t1knowlevel,960105,1631,0.124830797314644,0.14043469727039337
t1knowlevel,960092,1632,0.124830797314644,0.14043469727039337
t1knowlevel,960018,1633,0.124830797314644,0.14043469727039337
t1knowlevel,960200,1634,0.124830797314644,0.14043469727039337
t1knowlevel,960067,1635,0.124830797314644,0.14043469727039337
t1knowlevel,960020,1636,0.124830797314644,0.14043469727039337
t1knowlevel,960183,1637,0.124830797314644,0.14043469727039337
t1knowlevel,960218,1638,0.124830797314644,0.14043469727039337
t1knowlevel,960050,1639,0.124830797314644,0.14043469727039337
t1knowlevel,960124,1640,0.124830797314644,0.14043469727039337
t1knowlevel,960136,1641,0.124830797314644,0.14043469727039337
t1knowlevel,960190,1642,0.124830797314644,0.14043469727039337
t1knowlevel,960057,1643,0.124830797314644,0.14043469727039337
t1knowlevel,960228,1644,0.124830797314644,0.14043469727039337
t1knowlevel,960047,1645,0.124830797314644,0.14043469727039337
t1knowlevel,960167,1646,0.124830797314644,0.14043469727039337
t1knowlevel,960076,1647,0.124830797314644,0.14043469727039337
t1knowlevel,960189,1648,0.124830797314644,0.14043469727039337
t1knowlevel,960229,1649,0.124830797314644,0.14043469727039337
t1knowlevel,960148,1650,0.124830797314644,0.14043469727039337
