source_column,source_value,value_label
q1,1,fail
q1,2,d
q1,3,c
q1,4,b
q1,5,a
q1,7,dk
q1,8,skipped
q1,9,not asked
q2,1,fail
q2,2,d
q2,3,c
q2,4,b
q2,5,a
q2,7,dk
q2,8,skipped
q2,9,not asked
q3,1,reform
q3,2,alternative
q3,7,dk
q3,8,skipped
q3,9,not asked
q4,1,not enough
q4,2,about right
q4,3,too much
q4,7,dk
q4,8,skipped
q4,9,not asked
q5,0,very bad
q5,1,1
q5,2,2
q5,3,3
q5,4,4
q5,5,neither bad nor good
q5,6,6
q5,7,7
q5,8,8
q5,9,9
q5,10,very good
q5,77,dk
q5,98,skipped
q5,99,not asked
q6,1,state
q6,2,local
q6,7,dk
q6,8,skipped
q6,9,not asked
q7_a,0,strongly oppose
q7_a,1,1
q7_a,2,2
q7_a,3,3
q7_a,4,4
q7_a,5,neither oppose nor support
q7_a,6,6
q7_a,7,7
q7_a,8,8
q7_a,9,9
q7_a,10,strongly support
q7_a,77,dk
q7_a,98,skipped
q7_a,99,not asked
q7_b,0,strongly oppose
q7_b,1,1
q7_b,2,2
q7_b,3,3
q7_b,4,4
q7_b,5,neither oppose nor support
q7_b,6,6
q7_b,7,7
q7_b,8,8
q7_b,9,9
q7_b,10,strongly support
q7_b,77,dk
q7_b,98,skipped
q7_b,99,not asked
q7_c,0,strongly oppose
q7_c,1,1
q7_c,2,2
q7_c,3,3
q7_c,4,4
q7_c,5,neither oppose nor support
q7_c,6,6
q7_c,7,7
q7_c,8,8
q7_c,9,9
q7_c,10,strongly support
q7_c,77,dk
q7_c,98,skipped
q7_c,99,not asked
q7_d,0,strongly oppose
q7_d,1,1
q7_d,2,2
q7_d,3,3
q7_d,4,4
q7_d,5,neither oppose nor support
q7_d,6,6
q7_d,7,7
q7_d,8,8
q7_d,9,9
q7_d,10,strongly support
q7_d,77,dk
q7_d,98,skipped
q7_d,99,not asked
q7_e,0,strongly oppose
q7_e,1,1
q7_e,2,2
q7_e,3,3
q7_e,4,4
q7_e,5,neither oppose nor support
q7_e,6,6
q7_e,7,7
q7_e,8,8
q7_e,9,9
q7_e,10,strongly support
q7_e,77,dk
q7_e,98,skipped
q7_e,99,not asked
q7_f,0,strongly oppose
q7_f,1,1
q7_f,2,2
q7_f,3,3
q7_f,4,4
q7_f,5,neither oppose nor support
q7_f,6,6
q7_f,7,7
q7_f,8,8
q7_f,9,9
q7_f,10,strongly support
q7_f,77,dk
q7_f,98,skipped
q7_f,99,not asked
q8_a,0,completely unimportant
q8_a,1,1
q8_a,2,2
q8_a,3,3
q8_a,4,4
q8_a,5,midway in between
q8_a,6,6
q8_a,7,7
q8_a,8,8
q8_a,9,9
q8_a,10,extremely important
q8_a,77,dk
q8_a,98,skipped
q8_a,99,not asked
q8_b,0,completely unimportant
q8_b,1,1
q8_b,2,2
q8_b,3,3
q8_b,4,4
q8_b,5,midway in between
q8_b,6,6
q8_b,7,7
q8_b,8,8
q8_b,9,9
q8_b,10,extremely important
q8_b,77,dk
q8_b,98,skipped
q8_b,99,not asked
q8_c,0,completely unimportant
q8_c,1,1
q8_c,2,2
q8_c,3,3
q8_c,4,4
q8_c,5,midway in between
q8_c,6,6
q8_c,7,7
q8_c,8,8
q8_c,9,9
q8_c,10,extremely important
q8_c,77,dk
q8_c,98,skipped
q8_c,99,not asked
q8_d,0,completely unimportant
q8_d,1,1
q8_d,2,2
q8_d,3,3
q8_d,4,4
q8_d,5,midway in between
q8_d,6,6
q8_d,7,7
q8_d,8,8
q8_d,9,9
q8_d,10,extremely important
q8_d,77,dk
q8_d,98,skipped
q8_d,99,not asked
q8_e,0,completely unimportant
q8_e,1,1
q8_e,2,2
q8_e,3,3
q8_e,4,4
q8_e,5,midway in between
q8_e,6,6
q8_e,7,7
q8_e,8,8
q8_e,9,9
q8_e,10,extremely important
q8_e,77,dk
q8_e,98,skipped
q8_e,99,not asked
q8_f,0,completely unimportant
q8_f,1,1
q8_f,2,2
q8_f,3,3
q8_f,4,4
q8_f,5,midway in between
q8_f,6,6
q8_f,7,7
q8_f,8,8
q8_f,9,9
q8_f,10,extremely important
q8_f,77,dk
q8_f,98,skipped
q8_f,99,not asked
q8_g,0,completely unimportant
q8_g,1,1
q8_g,2,2
q8_g,3,3
q8_g,4,4
q8_g,5,midway in between
q8_g,6,6
q8_g,7,7
q8_g,8,8
q8_g,9,9
q8_g,10,extremely important
q8_g,77,dk
q8_g,98,skipped
q8_g,99,not asked
q8_h,0,completely unimportant
q8_h,1,1
q8_h,2,2
q8_h,3,3
q8_h,4,4
q8_h,5,midway in between
q8_h,6,6
q8_h,7,7
q8_h,8,8
q8_h,9,9
q8_h,10,extremely important
q8_h,77,dk
q8_h,98,skipped
q8_h,99,not asked
q9,1,academic standards
q9,2,class size
q9,3,parental involvement
q9,4,quality of teachers
q9,5,school administration
q9,6,funding
q9,7,safety
q9,8,use of technology
q9,98,skipped
q9,99,not asked
q10,1,academic standards
q10,2,class size
q10,3,parental involvement
q10,4,quality of teachers
q10,5,school administration
q10,6,funding
q10,7,safety
q10,8,use of technology
q10,98,skipped
q10,99,not asked
q11,0,completely different
q11,1,1
q11,2,2
q11,3,3
q11,4,4
q11,5,half and half
q11,6,6
q11,7,7
q11,8,8
q11,9,9
q11,10,completely the same
q11,77,dk
q11,98,skipped
q11,99,not asked
q12,1,disapprove strongly
q12,2,disapprove somewhat
q12,3,neither
q12,4,approve somewhat
q12,5,approve strongly
q12,7,dk
q12,8,skipped
q12,9,not asked
q13,1,hardly
q13,2,very little
q13,3,somewhat
q13,4,great deal
q13,7,dk
q13,8,skipped
q13,9,not asked
q14,1,disagree strongly
q14,2,disagree somewhat
q14,3,neither agree nor disagree
q14,4,agree somewhat
q14,5,strongly agree
q14,7,dk
q14,8,skipped
q14,9,not asked
q15,1,bottom 3
q15,2,bottom 10
q15,3,top 10
q15,4,top 3
q15,7,dk
q15,8,skipped
q15,9,not asked
q16,1,harder
q16,2,same
q16,3,easier
q16,7,dk
q16,8,skipped
q16,9,not asked
q17,1,increasing
q17,2,same
q17,3,decreasing
q17,7,dk
q17,8,skipped
q17,9,not asked
q19_a,0,completely unimportant
q19_a,1,1
q19_a,2,2
q19_a,3,3
q19_a,4,4
q19_a,5,midway in between
q19_a,6,6
q19_a,7,7
q19_a,8,8
q19_a,9,9
q19_a,10,extremely important
q19_a,77,dk
q19_a,98,skipped
q19_a,99,not asked
q19_b,0,completely unimportant
q19_b,1,1
q19_b,2,2
q19_b,3,3
q19_b,4,4
q19_b,5,midway in between
q19_b,6,6
q19_b,7,7
q19_b,8,8
q19_b,9,9
q19_b,10,extremely important
q19_b,77,dk
q19_b,98,skipped
q19_b,99,not asked
q19_c,0,completely unimportant
q19_c,1,1
q19_c,2,2
q19_c,3,3
q19_c,4,4
q19_c,5,midway in between
q19_c,6,6
q19_c,7,7
q19_c,8,8
q19_c,9,9
q19_c,10,extremely important
q19_c,77,dk
q19_c,98,skipped
q19_c,99,not asked
q19_d,0,completely unimportant
q19_d,1,1
q19_d,2,2
q19_d,3,3
q19_d,4,4
q19_d,5,midway in between
q19_d,6,6
q19_d,7,7
q19_d,8,8
q19_d,9,9
q19_d,10,extremely important
q19_d,77,dk
q19_d,98,skipped
q19_d,99,not asked
q19_e,0,completely unimportant
q19_e,1,1
q19_e,2,2
q19_e,3,3
q19_e,4,4
q19_e,5,midway in between
q19_e,6,6
q19_e,7,7
q19_e,8,8
q19_e,9,9
q19_e,10,extremely important
q19_e,77,dk
q19_e,98,skipped
q19_e,99,not asked
q19_f,0,completely unimportant
q19_f,1,1
q19_f,2,2
q19_f,3,3
q19_f,4,4
q19_f,5,midway in between
q19_f,6,6
q19_f,7,7
q19_f,8,8
q19_f,9,9
q19_f,10,extremely important
q19_f,77,dk
q19_f,98,skipped
q19_f,99,not asked
q20,1,cost of insurance
q20,2,number of uninsured
q20,3,cost of drugs
q20,4,medical errors
q20,5,malpractice
q20,6,quality of care
q20,8,skipped
q20,9,not asked
q21,1,cost of insurance
q21,2,number of uninsured
q21,3,cost of drugs
q21,4,medical errors
q21,5,malpractice
q21,6,quality of care
q21,8,skipped
q21,9,not asked
q22,0,completely different
q22,1,1
q22,2,2
q22,3,3
q22,4,4
q22,5,half and half
q22,6,6
q22,7,7
q22,8,8
q22,9,9
q22,10,completely the same
q22,77,dk
q22,98,skipped
q22,99,not asked
q23,1,slightly more
q23,2,significantly more
q23,3,no more
q23,7,dk
q23,8,skipped
q23,9,not asked
q24a,1,disagree strongly
q24a,2,disagree somewhat
q24a,3,neither agree nor disagree
q24a,4,agree somewhat
q24a,5,agree strongly
q24a,7,dk
q24a,8,skipped
q24a,9,not asked
q24b,1,disagree strongly
q24b,2,disagree somewhat
q24b,3,neither agree nor disagree
q24b,4,agree somewhat
q24b,5,agree strongly
q24b,7,dk
q24b,8,skipped
q24b,9,not asked
q24c,1,disagree strongly
q24c,2,disagree somewhat
q24c,3,neither agree nor disagree
q24c,4,agree somewhat
q24c,5,agree strongly
q24c,7,dk
q24c,8,skipped
q24c,9,not asked
q24d,1,disagree strongly
q24d,2,disagree somewhat
q24d,3,neither agree nor disagree
q24d,4,agree somewhat
q24d,5,agree strongly
q24d,7,dk
q24d,8,skipped
q24d,9,not asked
q24e,1,disagree strongly
q24e,2,disagree somewhat
